"id","population_total","population_male","population_female","year","unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","date","prefec_kanji","prefec"
23,7552,3780,3773,2020,262.15572033898303,225.37037037037035,298.93983567452955,339859.81541313557,327337.43412698415,352315.3525046382,"2020-03-01","愛知","Aichi"
23,7552,3780,3773,2020,249.98675847457625,219.04761904761907,280.91704214153197,341106.4025423729,335131.30317460315,347002.1802279353,"2020-04-01","愛知","Aichi"
23,7552,3780,3773,2020,301.68167372881356,264.23280423280426,339.1200636098595,393698.2531779661,385375.9111111111,401931.6893718526,"2020-05-01","愛知","Aichi"
23,7552,3780,3773,2020,348.60963983050846,307.8042328042328,389.39835674529553,452110.9830508475,445723.9095238095,458390.07845216006,"2020-06-01","愛知","Aichi"
23,7552,3780,3773,2020,401.9729872881355,357.1164021164021,446.8062549695203,568903.3634798729,564246.5494708995,573418.0344553406,"2020-07-01","愛知","Aichi"
23,7552,3780,3773,2020,432.0047669491525,374.97354497354496,489.0272992313808,553805.3003177966,538543.6605820106,568948.47362841235,"2020-08-01","愛知","Aichi"
23,7552,3780,3773,2020,436.6657838983051,377.35449735449737,495.9713755632123,616244.2975370763,595114.556084656,637249.9106811556,"2020-09-01","愛知","Aichi"
23,7552,3780,3773,2020,413.61228813559325,354.23280423280426,472.9923138086403,568361.9883474576,540235.1883597884,596390.3323615161,"2020-10-01","愛知","Aichi"
23,7552,3780,3773,2020,388.5195974576271,332.7248677248677,444.3148688046647,487140.4036016949,463915.3767195767,510279.40736814204,"2020-11-01","愛知","Aichi"
23,7552,3780,3773,2020,357.12394067796606,309.25925925925924,404.98277232971105,450973.3879766949,433292.96957671957,468567.0821627352,"2020-12-01","愛知","Aichi"
24,1791,874,877,2019,313.51200446677836,268.42105263157896,372.7480045610034,413651.0977107761,405893.4496567506,440248.8494868871,"2019-01-01","三重","Mie"
24,1791,874,877,2019,301.5633724176438,262.12814645308924,354.618015963512,334568.55778894474,335609.5377574371,348790.82212086656,"2019-02-01","三重","Mie"
24,1791,874,877,2019,293.6906756002233,259.3821510297483,341.2770809578107,337456.22780569515,342827.99542334094,347494.22576966934,"2019-03-01","三重","Mie"
24,1791,874,877,2019,298.7716359575656,265.675057208238,345.381984036488,350938.5187046343,351446.0537757437,366439.0376282782,"2019-04-01","三重","Mie"
24,1791,874,877,2019,321.8313791178113,278.2608695652174,379.9315849486887,387977.03740926855,389216.44393592677,404437.5165336374,"2019-05-01","三重","Mie"
24,1791,874,877,2019,323.39475153545504,284.2105263157895,377.1949828962372,363917.17699609156,363700.92219679634,380730.9669327252,"2019-06-01","三重","Mie"
24,1791,874,877,2019,351.8146286990508,300.2288329519451,419.27023945267956,442132.85594639863,432233.8890160183,472163.6556442417,"2019-07-01","三重","Mie"
24,1791,874,877,2019,346.8453378001117,287.7574370709382,421.5507411630559,416443.93355667224,397165.2780320366,454650.6636259977,"2019-08-01","三重","Mie"
24,1791,874,877,2019,336.68341708542715,278.37528604118995,410.1482326111745,391110.3310999442,363470.590389016,436494.07867730904,"2019-09-01","三重","Mie"
24,1791,874,877,2019,335.2317141261865,275.629290617849,409.92018244013684,431506.90452261304,400691.8100686499,481897.63283922465,"2019-10-01","三重","Mie"
24,1791,874,877,2019,323.39475153545504,269.1075514874142,392.2462941847206,367833.48520379676,346440.49427917623,405930.1938426454,"2019-11-01","三重","Mie"
24,1791,874,877,2019,313.00949190396426,264.7597254004577,375.37058152793617,355216.4477945282,340173.8901601831,386408.98289623717,"2019-12-01","三重","Mie"
24,1781,870,911,2020,318.0797304884896,275.7471264367816,358.50713501646544,421836.5154407636,412689.84827586205,430571.5323819978,"2020-01-01","三重","Mie"
24,1781,870,911,2020,305.9517125210556,274.2528735632184,336.2239297475302,341884.9505895564,345677.03103448276,338263.5345773875,"2020-02-01","三重","Mie"
24,1781,870,911,2020,319.20269511510384,287.01149425287355,349.94511525795826,383199.2655811342,390807.23908045975,375933.6926454446,"2020-03-01","三重","Mie"
24,1781,870,911,2020,317.405951712521,286.7816091954023,346.6520307354556,394885.88377316116,404154.0735632184,386034.81339187705,"2020-04-01","三重","Mie"
24,1781,870,911,2020,328.46715328467155,296.4367816091954,359.0559824368826,378790.0342504211,382552.5103448276,375196.8902305159,"2020-05-01","三重","Mie"
24,1781,870,911,2020,397.30488489612577,357.58620689655174,435.2360043907794,504236.412128018,511240.04252873565,497547.98353457736,"2020-06-01","三重","Mie"
24,1781,870,911,2020,432.95901179112855,389.42528735632186,474.5334796926454,544163.8989331836,557931.0195402299,531016.3743139408,"2020-07-01","三重","Mie"
24,1781,870,911,2020,450.75800112296463,403.3333333333333,496.04829857299666,541656.5345311622,548597.3701149425,535028.0746432492,"2020-08-01","三重","Mie"
24,1781,870,911,2020,456.372824256036,392.8735632183908,517.0142700329309,586221.3739472206,572563.151724138,599264.9012074643,"2020-09-01","三重","Mie"
24,1781,870,911,2020,438.5176866928692,372.2988505747126,501.7563117453348,541471.4643458731,515988.22068965517,565807.8221734358,"2020-10-01","三重","Mie"
24,1781,870,911,2020,397.6979225154408,333.9080459770115,458.6169045005488,477269.8714205503,451448.8747126437,501928.7815587267,"2020-11-01","三重","Mie"
24,1781,870,911,2020,385.28916339135316,328.9655172413793,439.07793633369926,472697.6019090399,454556.82413793105,490021.945115258,"2020-12-01","三重","Mie"
25,1412,697,697,2019,305.24079320113316,240.45911047345768,377.9053084648494,400916.2783286119,372260.2539454806,439925.9512195122,"2019-01-01","滋賀","Shiga"
25,1412,697,697,2019,281.09065155807366,225.82496413199428,343.6154949784792,310741.87110481586,289938.9512195122,339569.6886657102,"2019-02-01","滋賀","Shiga"
25,1412,697,697,2019,271.4589235127479,218.36441893830704,331.5638450502152,308324.11827195465,282281.8479196557,342328.8479196557,"2019-03-01","滋賀","Shiga"
25,1412,697,697,2019,291.2889518413598,235.29411764705884,354.80631276901005,322778.56869688386,295007.29842180776,358885.58393113344,"2019-04-01","滋賀","Shiga"
25,1412,697,697,2019,328.25779036827197,265.2797704447633,399.71305595408893,390337.26062322943,362491.3486370158,428263.6183644189,"2019-05-01","滋賀","Shiga"
25,1412,697,697,2019,326.62889518413596,259.68436154949785,402.0086083213774,366880.7245042493,337133.61406025826,406102.5164992826,"2019-06-01","滋賀","Shiga"
25,1412,697,697,2019,351.34560906515577,273.1707317073171,438.59397417503584,435245.7783286119,387875.8163558106,493855.9469153515,"2019-07-01","滋賀","Shiga"
25,1412,697,697,2019,333.64022662889516,256.67144906743187,419.2252510760402,409551.58781869686,361536.6384505021,468143.19225251075,"2019-08-01","滋賀","Shiga"
25,1412,697,697,2019,322.30878186968835,251.79340028694406,401.1477761836442,368304.49008498585,328233.2109038737,417887.2195121951,"2019-09-01","滋賀","Shiga"
25,1412,697,697,2019,324.0084985835694,259.97130559540886,396.41319942611193,420175.65155807364,379103.6556671449,472098.66857962694,"2019-10-01","滋賀","Shiga"
25,1412,697,697,2019,298.4419263456091,245.480631276901,359.11047345767577,346041.6126062323,324904.31420373026,376115.42324246775,"2019-11-01","滋賀","Shiga"
25,1412,697,697,2019,303.1161473087819,255.52367288378767,358.5365853658537,336011.3533994334,326051.4117647059,354648.7761836442,"2019-12-01","滋賀","Shiga"
25,1414,699,715,2020,305.3041018387553,260.9442060085837,348.6713286713287,405062.41018387553,399808.895565093,410198.36363636365,"2020-01-01","滋賀","Shiga"
25,1414,699,715,2020,297.3833097595474,258.0829756795422,335.80419580419584,334978.51485148515,336199.1359084406,333785.2083916084,"2020-02-01","滋賀","Shiga"
25,1414,699,715,2020,295.26166902404526,259.08440629470675,330.6293706293706,367921.0417256011,365727.895565093,370065.11048951047,"2020-03-01","滋賀","Shiga"
25,1414,699,715,2020,283.8755304101839,262.3748211731044,304.89510489510485,353153.75459688826,366891.1545064378,339723.765034965,"2020-04-01","滋賀","Shiga"
25,1414,699,715,2020,337.34087694483736,305.43633762517885,368.53146853146853,390496.1640735502,409061.1373390558,372346.6307692308,"2020-05-01","滋賀","Shiga"
25,1414,699,715,2020,394.83734087694484,351.78826895565095,436.9230769230769,498953.6548797737,506890.6137339056,491194.3062937063,"2020-06-01","滋賀","Shiga"
25,1414,699,715,2020,450.7779349363508,403.29041487839777,497.20279720279717,578349.478076379,586662.4563662375,570222.5244755244,"2020-07-01","滋賀","Shiga"
25,1414,699,715,2020,472.27722772277224,425.46494992846925,518.0419580419581,561351.7722772277,576553.4763948498,546490.2461538462,"2020-08-01","滋賀","Shiga"
25,1414,699,715,2020,473.97454031117394,426.46638054363376,520.4195804195805,629981.6548797737,638229.0915593705,621918.7762237763,"2020-09-01","滋賀","Shiga"
25,1414,699,715,2020,469.6605374823196,410.4434907010014,527.5524475524476,590284.5678925036,588317.5608011445,592207.558041958,"2020-10-01","滋賀","Shiga"
25,1414,699,715,2020,440.16973125884016,378.82689556509297,500.1398601398601,520073.4540311174,504352.104434907,535442.9972027972,"2020-11-01","滋賀","Shiga"
25,1414,699,715,2020,413.4370579915134,358.22603719599425,467.4125874125874,546958.0212164073,544382.4306151646,549475.9762237762,"2020-12-01","滋賀","Shiga"
26,2591,1238,1242,2019,301.5824006175222,252.7463651050081,377.21417069243154,415538.7865688923,398477.2859450727,469682.86312399356,"2019-01-01","京都","Kyoto"
26,2591,1238,1242,2019,283.2883056734851,239.33764135702745,352.4154589371981,328612.15862601314,316481.3578352181,370072.61030595814,"2019-02-01","京都","Kyoto"
26,2591,1238,1242,2019,275.53068313392515,235.37964458804527,340.1771336553945,328639.3863373215,313829.92891760904,372772.30112721416,"2019-03-01","京都","Kyoto"
26,2591,1238,1242,2019,277.84639135468933,232.22940226171244,348.14814814814815,335992.01929756853,322761.03715670435,379208.6618357488,"2019-04-01","京都","Kyoto"
26,2591,1238,1242,2019,310.0733307603242,257.108239095315,390.57971014492756,386991.506754149,365145.5242326333,443353.32930756843,"2019-05-01","京都","Kyoto"
26,2591,1238,1242,2019,315.8626013122347,261.38933764135703,398.3896940418679,371636.96719413355,348585.1421647819,427828.48309178744,"2019-06-01","京都","Kyoto"
26,2591,1238,1242,2019,342.33886530297184,276.49434571890146,438.5668276972625,447683.9625627171,418534.41195476573,516750.03623188403,"2019-07-01","京都","Kyoto"
26,2591,1238,1242,2019,346.19837900424545,273.8287560581583,449.2753623188406,425737.57043612504,387559.2084006462,501841.9847020934,"2019-08-01","京都","Kyoto"
26,2591,1238,1242,2019,349.74913160941725,280.93699515347333,449.597423510467,427308.69972983404,383787.63812600967,508879.02173913043,"2019-09-01","京都","Kyoto"
26,2591,1238,1242,2019,339.40563489000385,274.9596122778675,433.9774557165861,454450.10343496717,419032.89741518575,530368.3502415459,"2019-10-01","京都","Kyoto"
26,2591,1238,1242,2019,311.6557313778464,253.23101777059773,397.7455716586151,372012.8077962177,342396.5735056543,434781.1811594203,"2019-11-01","京都","Kyoto"
26,2591,1238,1242,2019,310.9610189116171,256.86591276252017,392.6731078904992,365154.0343496719,343263.6252019386,419608.48228663445,"2019-12-01","京都","Kyoto"
26,2583,1234,1349,2020,300.61943476577625,251.70178282009724,345.36693847294293,412171.85598141694,394448.78038897895,428384.0689399555,"2020-01-01","京都","Kyoto"
26,2583,1234,1349,2020,278.51335656213706,233.22528363047002,319.94069681245367,327588.7859078591,315702.425445705,338461.85396590066,"2020-02-01","京都","Kyoto"
26,2583,1234,1349,2020,280.60394889663183,235.57536466774715,321.7939214232765,363052.14092140924,351345.2747163695,373761.01630837657,"2020-03-01","京都","Kyoto"
26,2583,1234,1349,2020,262.5241966705381,229.98379254457052,292.29058561897705,342387.6755710414,340542.80713128037,344075.2720533729,"2020-04-01","京都","Kyoto"
26,2583,1234,1349,2020,311.1498257839721,262.39870340356566,355.7449962935508,371164.62175764615,353633.5842787682,387201.1675315048,"2020-05-01","京都","Kyoto"
26,2583,1234,1349,2020,380.91366627951993,326.0129659643436,431.1341734618236,498232.706155633,480599.7925445705,514362.4432913269,"2020-06-01","京都","Kyoto"
26,2583,1234,1349,2020,417.1893147502904,351.37763371150726,477.3906597479614,556831.4920634921,527725.7252836304,583456.0407709414,"2020-07-01","京都","Kyoto"
26,2583,1234,1349,2020,452.07123499806426,378.7682333873582,519.1252779836916,563154.5911730545,534193.9521880065,589646.3839881393,"2020-08-01","京都","Kyoto"
26,2583,1234,1349,2020,455.1296941540844,382.4959481361426,521.5715344699778,622014.0340689122,593396.5688816856,648191.9080800593,"2020-09-01","京都","Kyoto"
26,2583,1234,1349,2020,439.7986837011227,366.45056726094003,506.8939955522609,574934.1649245063,542652.4213938412,604463.9436619718,"2020-10-01","京都","Kyoto"
26,2583,1234,1349,2020,409.44638017808745,338.97893030794165,473.9065974796145,509861.0863337205,479419.9935170178,537707.1267605633,"2020-11-01","京都","Kyoto"
26,2583,1234,1349,2020,388.88888888888886,325.7698541329011,446.62713120830244,498409.1831204026,471254.18638573744,523249.26167531504,"2020-12-01","京都","Kyoto"
27,8813,4232,4241,2019,285.24906388290026,236.76748582230624,356.4961094081585,403810.9215931011,379234.65831758035,460708.4597972176,"2019-01-01","大阪","Osaka"
27,8813,4232,4241,2019,280.0635424940429,236.9328922495274,345.5552935628389,327824.91104050836,312530.73913043475,369368.27469936333,"2019-02-01","大阪","Osaka"
27,8813,4232,4241,2019,273.27811188017705,233.57750472589794,334.8031124734733,342595.00714853057,328956.7445652174,383670.0907804763,"2019-03-01","大阪","Osaka"
27,8813,4232,4241,2019,275.95597412912747,237.4054820415879,336.5479839660457,352959.7116759333,342473.3766540643,391720.4925725065,"2019-04-01","大阪","Osaka"
27,8813,4232,4241,2019,302.655168501078,253.80434782608697,375.6661164819618,383116.8657664813,363509.49172967864,433397.02169299696,"2019-05-01","大阪","Osaka"
27,8813,4232,4241,2019,303.4834902984228,248.32230623818526,382.85781655269983,364403.54158629297,337470.43123818527,420493.64465927845,"2019-06-01","大阪","Osaka"
27,8813,4232,4241,2019,326.8353568591853,267.1550094517958,412.5913699599151,429361.474526268,398943.7802457467,494136.42937986326,"2019-07-01","大阪","Osaka"
27,8813,4232,4241,2019,337.7737433337116,265.9735349716446,436.5008252770573,437234.32043572,391630.4194234405,517794.41900495166,"2019-08-01","大阪","Osaka"
27,8813,4232,4241,2019,334.1087030523091,265.28827977315694,429.56849799575576,412402.4525133326,369934.0897920605,487842.90167413343,"2019-09-01","大阪","Osaka"
27,8813,4232,4241,2019,329.8876659480313,261.507561436673,424.5696769629804,445584.71825712017,395187.45463138,531597.4567319029,"2019-10-01","大阪","Osaka"
27,8813,4232,4241,2019,311.9369113809145,249.85822306238185,398.89177080877147,389037.01713377965,354250.37098298676,454938.8497995756,"2019-11-01","大阪","Osaka"
27,8813,4232,4241,2019,308.86190854419607,252.26843100189038,390.0966753124263,359762.1377510496,333584.3910680529,414726.3798632398,"2019-12-01","大阪","Osaka"
27,8809,4227,4582,2020,301.9071404245658,250.7688668086113,349.0833697075513,428554.6268588943,402635.82588123967,452465.31470973376,"2020-01-01","大阪","Osaka"
27,8809,4227,4582,2020,289.6810080599387,244.87816418263546,331.0126582278481,346657.1693722329,331608.2775017743,360540.1169794849,"2020-02-01","大阪","Osaka"
27,8809,4227,4582,2020,295.08457259620843,256.2810503903478,330.88171104321253,381024.717221024,374883.5992429619,386690.0392841554,"2020-03-01","大阪","Osaka"
27,8809,4227,4582,2020,278.2608695652174,245.51691506978943,308.4679179397643,366608.0691338404,364638.19067896856,368425.32714971626,"2020-04-01","大阪","Osaka"
27,8809,4227,4582,2020,324.384152571234,283.46344925479065,362.13443910955914,413578.5055057328,407540.98627868464,419148.25534701004,"2020-05-01","大阪","Osaka"
27,8809,4227,4582,2020,388.15983653082077,344.47598769813106,428.45918812745526,517422.7024633897,517953.15708540333,516933.34591881273,"2020-06-01","大阪","Osaka"
27,8809,4227,4582,2020,428.1303212623453,373.97681570854036,478.08817110432125,583940.9746849813,574091.2727702863,593027.5504146661,"2020-07-01","大阪","Osaka"
27,8809,4227,4582,2020,456.5671472357816,391.8145256683227,516.3029244871235,590479.2234078783,578343.9850958126,601674.2588389349,"2020-08-01","大阪","Osaka"
27,8809,4227,4582,2020,470.45067544556707,400.23657440264964,535.2247926669577,630828.6972414576,605576.1729358883,654124.7295940637,"2020-09-01","大阪","Osaka"
27,8809,4227,4582,2020,459.9841071631286,389.56706884315116,524.9454386730685,629695.3074128733,594861.7809321032,661830.0338280227,"2020-10-01","大阪","Osaka"
27,8809,4227,4582,2020,425.3150187308434,360.4447598769813,485.15931907463994,536598.2324894994,511963.76484504377,559324.0934089917,"2020-11-01","大阪","Osaka"
27,8809,4227,4582,2020,400.18163242138723,341.8026969481902,454.0375381929288,498867.61312294245,477244.82611781405,518815.1296377128,"2020-12-01","大阪","Osaka"
28,5484,2614,2624,2019,313.8584974471189,260.94108645753636,395.9984756097561,434231.47428884025,414381.032517215,494715.46722560975,"2019-01-01","兵庫","Hyogo"
28,5484,2614,2624,2019,297.57476294675416,250.34429992348893,372.5228658536585,338123.86342086067,328052.8844682479,379855.5743140244,"2019-02-01","兵庫","Hyogo"
28,5484,2614,2624,2019,288.23851203501096,245.2945677123183,358.0411585365854,337997.5836980306,326962.7941851569,380677.59336890245,"2019-03-01","兵庫","Hyogo"
28,5484,2614,2624,2019,294.8942377826404,251.49196633511858,365.7774390243902,359718.644055434,349493.6977811783,403628.2461890244,"2019-04-01","兵庫","Hyogo"
28,5484,2614,2624,2019,326.67760758570387,271.8056618209641,411.9664634146342,400920.76021152444,384457.1067329763,454907.9923780488,"2019-05-01","兵庫","Hyogo"
28,5484,2614,2624,2019,334.28154631655724,275.9755164498853,423.70426829268297,392064.32840991975,370248.68668706965,450552.86204268294,"2019-06-01","兵庫","Hyogo"
28,5484,2614,2624,2019,359.7921225382932,295.6006120887529,457.4695121951219,464566.5547045952,432169.5554705432,540393.2042682926,"2019-07-01","兵庫","Hyogo"
28,5484,2614,2624,2019,353.2275711159738,289.63274674827846,449.6951219512195,444225.65262582054,421135.9896710023,508873.4763719512,"2019-08-01","兵庫","Hyogo"
28,5484,2614,2624,2019,348.24945295404814,285.99846977811785,442.9115853658536,415532.8670678337,392559.9299923489,477374.4611280488,"2019-09-01","兵庫","Hyogo"
28,5484,2614,2624,2019,347.00948212983224,287.5669472073451,438.7576219512195,467119.0306345733,445689.43037490436,532259.372332317,"2019-10-01","兵庫","Hyogo"
28,5484,2614,2624,2019,315.9190371991247,267.94185156847743,393.3307926829268,377110.8592268417,366405.104055088,423129.9580792683,"2019-11-01","兵庫","Hyogo"
28,5484,2614,2624,2019,310.9773887673231,264.0397857689365,386.89024390243907,348451.78847556526,339542.3756694721,389994.6028963415,"2019-12-01","兵庫","Hyogo"
28,5466,2605,2861,2020,310.2634467618002,265.0671785028791,351.41558895491085,434122.4886571533,427399.7623800384,440243.67074449494,"2020-01-01","兵庫","Hyogo"
28,5466,2605,2861,2020,285.4372484449323,248.9059500959693,318.69975533030413,329909.8404683498,329453.34280230326,330325.4910870325,"2020-02-01","兵庫","Hyogo"
28,5466,2605,2861,2020,286.97402122210025,252.16890595009596,318.6648025166026,372215.15916575195,371764.11439539347,372625.84480950714,"2020-03-01","兵庫","Hyogo"
28,5466,2605,2861,2020,282.52835711672157,257.46641074856046,305.34778049632996,360832.71935601905,372134.4725527831,350542.2380286613,"2020-04-01","兵庫","Hyogo"
28,5466,2605,2861,2020,320.6915477497256,290.3646833013436,348.30478853547714,390529.09915843396,403994.0502879079,378268.9811254806,"2020-05-01","兵庫","Hyogo"
28,5466,2605,2861,2020,382.43688254665204,341.49712092130517,419.71338692764766,503263.1207464325,510687.7715930902,496502.8217406501,"2020-06-01","兵庫","Hyogo"
28,5466,2605,2861,2020,419.3011342846688,372.32245681381954,462.0761971338693,562347.4571899011,566999.2069097889,558111.9423278574,"2020-07-01","兵庫","Hyogo"
28,5466,2605,2861,2020,435.9678009513355,378.0806142034549,488.675288360713,548209.7956458104,544927.7604606526,551198.1569381335,"2020-08-01","兵庫","Hyogo"
28,5466,2605,2861,2020,446.3227222832053,381.1516314779271,505.6623558196435,601150.5071350165,585662.3024952016,615252.8395665851,"2020-09-01","兵庫","Hyogo"
28,5466,2605,2861,2020,437.3765093304061,372.7831094049904,496.19014330653613,591153.2950969631,573186.6675623801,607512.2831177909,"2020-10-01","兵庫","Hyogo"
28,5466,2605,2861,2020,390.7610684229784,332.2072936660269,444.0754980775952,476727.1459934138,462309.2829174664,489854.9101712688,"2020-11-01","兵庫","Hyogo"
28,5466,2605,2861,2020,387.41309915843397,336.0460652591171,434.18385180006993,495977.14324917673,489776.12322456815,501623.300943726,"2020-12-01","兵庫","Hyogo"
29,1339,631,635,2019,254.36893203883497,223.45483359746433,314.3307086614173,338674.94697535475,339010.4944532488,377275.79842519684,"2019-01-01","奈良","Nara"
29,1339,631,635,2019,247.87154592979834,221.39461172741682,302.6771653543307,281577.66094100074,287899.73692551506,307665.75433070865,"2019-02-01","奈良","Nara"
29,1339,631,635,2019,238.16280806572067,216.7987321711569,286.7716535433071,295534.9917849141,311159.7987321712,313983.4976377953,"2019-03-01","奈良","Nara"
29,1339,631,635,2019,239.43241224794622,220.60221870047542,285.6692913385827,297847.76848394325,310818.4199683043,319199.58897637797,"2019-04-01","奈良","Nara"
29,1339,631,635,2019,271.99402539208364,241.99683042789223,333.07086614173227,326290.57430918596,338709.59587955626,351460.35275590554,"2019-05-01","奈良","Nara"
29,1339,631,635,2019,279.16355489171025,247.3851030110935,342.8346456692914,323579.08513816283,327056.38351822505,357322.5464566929,"2019-06-01","奈良","Nara"
29,1339,631,635,2019,297.9088872292756,261.0142630744849,368.8188976377953,386255.77520537714,388335.05071315373,428593.8047244095,"2019-07-01","奈良","Nara"
29,1339,631,635,2019,299.25317401045555,259.90491283676704,372.755905511811,367271.40179238236,370038.5198098257,406743.4661417323,"2019-08-01","奈良","Nara"
29,1339,631,635,2019,294.39880507841673,258.00316957210777,364.40944881889766,355002.46601941745,355373.02535657684,395445.54803149606,"2019-09-01","奈良","Nara"
29,1339,631,635,2019,295.8924570575056,262.7575277337559,362.8346456692913,384283.6355489171,387766.90966719494,424999.79212598427,"2019-10-01","奈良","Nara"
29,1339,631,635,2019,276.40029873039583,247.3851030110935,337.00787401574803,336988.4070201643,349301.822503962,363492.9559055118,"2019-11-01","奈良","Nara"
29,1339,631,635,2019,274.1598207617625,252.45641838351824,327.244094488189,316436.60268857353,336402.58954041207,332974.13700787403,"2019-12-01","奈良","Nara"
29,1330,626,704,2020,268.0451127819549,254.31309904153358,280.2556818181818,361875.95789473684,388708.8642172524,338016.015625,"2020-01-01","奈良","Nara"
29,1330,626,704,2020,255.86466165413535,244.888178913738,265.625,295259.34135338344,328150.70447284344,266012.19176136365,"2020-02-01","奈良","Nara"
29,1330,626,704,2020,256.16541353383457,243.29073482428117,267.6136363636364,331885.3323308271,365878.5942492013,301658.3693181818,"2020-03-01","奈良","Nara"
29,1330,626,704,2020,246.2406015037594,236.9009584664537,254.54545454545453,316357.7759398496,343451.00479233224,292266.3536931818,"2020-04-01","奈良","Nara"
29,1330,626,704,2020,287.4436090225564,275.07987220447285,298.4375,351953.18195488723,390065.32747603836,318063.68892045453,"2020-05-01","奈良","Nara"
29,1330,626,704,2020,338.1203007518797,317.2523961661342,356.6761363636364,450107.1218045113,485287.196485623,418824.83948863635,"2020-06-01","奈良","Nara"
29,1330,626,704,2020,366.390977443609,338.65814696485626,391.0511363636364,491331.207518797,528334.5271565495,458427.6875,"2020-07-01","奈良","Nara"
29,1330,626,704,2020,384.5112781954887,347.444089456869,417.47159090909093,482070.46992481203,500871.7396166134,465352.29545454547,"2020-08-01","奈良","Nara"
29,1330,626,704,2020,388.1954887218045,347.444089456869,424.4318181818182,508166.6090225564,522642.03354632587,495294.99573863635,"2020-09-01","奈良","Nara"
29,1330,626,704,2020,378.7218045112782,344.40894568690095,409.23295454545456,497964.6353383459,515143.3674121406,482689.2286931818,"2020-10-01","奈良","Nara"
29,1330,626,704,2020,353.38345864661653,320.28753993610223,382.8125,442345.5714285714,458427.74920127797,428045.2258522727,"2020-11-01","奈良","Nara"
29,1330,626,704,2020,332.78195488721803,305.27156549520765,357.2443181818182,414389.2255639098,430245.3594249201,400289.87926136365,"2020-12-01","奈良","Nara"
30,935,440,444,2019,309.7326203208556,254.99999999999997,399.5495495495495,378241.9026737968,371020.375,428845.07657657657,"2019-01-01","和歌山","Wakayama"
30,935,440,444,2019,280.85561497326205,234.0909090909091,359.4594594594595,297101.64278074866,287723.57045454544,340521.76801801805,"2019-02-01","和歌山","Wakayama"
30,935,440,444,2019,276.04278074866306,227.27272727272728,356.0810810810811,297927.1219251337,290239.82727272727,339766.5202702703,"2019-03-01","和歌山","Wakayama"
30,935,440,444,2019,286.951871657754,241.5909090909091,364.86486486486484,311756.3443850267,308062.71136363636,351226.5518018018,"2019-04-01","和歌山","Wakayama"
30,935,440,444,2019,320.5347593582888,260.6818181818182,416.6666666666667,367358.14331550803,360686.88636363635,416165.84234234237,"2019-05-01","和歌山","Wakayama"
30,935,440,444,2019,316.8983957219251,255.45454545454547,414.1891891891892,335907.62994652404,317957.7840909091,392279.75,"2019-06-01","和歌山","Wakayama"
30,935,440,444,2019,345.88235294117646,273.1818181818182,457.6576576576577,407239.2844919786,374874.32954545453,486090.14864864864,"2019-07-01","和歌山","Wakayama"
30,935,440,444,2019,344.2780748663102,265.4545454545455,461.93693693693695,397170.4759358289,364394.35,475272.2545045045,"2019-08-01","和歌山","Wakayama"
30,935,440,444,2019,337.6470588235294,264.3181818181818,449.0990990990991,370424.2299465241,340119.66818181815,443004.50675675675,"2019-09-01","和歌山","Wakayama"
30,935,440,444,2019,339.67914438502675,264.3181818181818,453.37837837837844,420309.207486631,378602.1931818182,509919.24324324325,"2019-10-01","和歌山","Wakayama"
30,935,440,444,2019,317.1122994652406,250.90909090909093,419.1441441441442,346925.19679144386,319039.29545454547,414409.38963963964,"2019-11-01","和歌山","Wakayama"
30,935,440,444,2019,317.75401069518716,263.8636363636364,407.6576576576577,336534.3935828877,327950.31136363634,383697.11936936935,"2019-12-01","和歌山","Wakayama"
30,925,435,490,2020,322.8108108108108,276.32183908045977,364.08163265306126,398322.59243243246,395242.4666666667,401056.98979591834,"2020-01-01","和歌山","Wakayama"
30,925,435,490,2020,300.43243243243245,267.81609195402297,329.38775510204084,321630.90702702705,335482.616091954,309333.98163265304,"2020-02-01","和歌山","Wakayama"
30,925,435,490,2020,300,271.0344827586207,325.7142857142857,348294.6735135135,367123.4988505747,331579.28775510204,"2020-03-01","和歌山","Wakayama"
30,925,435,490,2020,297.2972972972973,272.64367816091954,319.18367346938777,356239.52972972975,382951.85977011494,332525.5224489796,"2020-04-01","和歌山","Wakayama"
30,925,435,490,2020,325.2972972972973,293.10344827586204,353.87755102040813,367616.8248648649,382477.26206896553,354424.3959183674,"2020-05-01","和歌山","Wakayama"
30,925,435,490,2020,368.64864864864865,325.9770114942529,406.53061224489795,433835.7308108108,444786.7586206897,424113.9,"2020-06-01","和歌山","Wakayama"
30,925,435,490,2020,397.6216216216216,342.7586206896552,446.3265306122449,473274.0540540541,472144.0459770115,474277.2244897959,"2020-07-01","和歌山","Wakayama"
30,925,435,490,2020,408.64864864864865,356.32183908045977,455.1020408163265,458732.2,464140.35862068966,453931.0795918367,"2020-08-01","和歌山","Wakayama"
30,925,435,490,2020,407.4594594594594,358.85057471264366,450.61224489795916,492468.2043243243,496909.86666666664,488525.0959183673,"2020-09-01","和歌山","Wakayama"
30,925,435,490,2020,399.13513513513516,348.2758620689655,444.28571428571433,481692.5535135135,481657.9908045977,481723.23673469387,"2020-10-01","和歌山","Wakayama"
