"id","population_total","population_male","population_female","year","unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","date","prefec_kanji","prefec"
2,1263,593,600,2019,360.09501187648453,318.88701517706573,442.83333333333337,375229.03087885986,395417.75885328837,399052.55833333335,"2019-04-01","青森","Aomori"
2,1263,593,600,2019,399.3665874901029,337.9426644182125,506.66666666666663,442157.7569279493,441876.56661045534,494020.73833333334,"2019-05-01","青森","Aomori"
2,1263,593,600,2019,406.6508313539193,332.8836424957841,527,409877.4307205067,396881.4283305228,470540.8466666667,"2019-06-01","青森","Aomori"
2,1263,593,600,2019,437.2129849564529,361.5514333895447,563,483092.35075217736,469207.7217537943,553175.7666666667,"2019-07-01","青森","Aomori"
2,1263,593,600,2019,433.6500395882819,355.8178752107926,561.1666666666666,488447.4307205067,466202.065767285,567418.8,"2019-08-01","青森","Aomori"
2,1263,593,600,2019,413.53919239904985,341.4839797639123,533,434938.8044338876,417110.96964586846,503301.50833333336,"2019-09-01","青森","Aomori"
2,1263,593,600,2019,409.5011876484561,340.8094435075885,525.1666666666667,498888.85510688834,482662.7571669477,573129.3483333334,"2019-10-01","青森","Aomori"
2,1263,593,600,2019,379.65162311955663,310.7925801011804,492,399128.4916864608,379962.2360876897,464636.13166666665,"2019-11-01","青森","Aomori"
2,1263,593,600,2019,366.5083135391924,299.6627318718381,475.3333333333333,357765.9809976247,342516.3608768971,414577.05333333334,"2019-12-01","青森","Aomori"
2,1246,585,661,2020,380.57784911717494,327.86324786324786,427.23146747352496,474317.8643659711,472596.04273504275,475841.71558245085,"2020-01-01","青森","Aomori"
2,1246,585,661,2020,359.5505617977528,318.46153846153845,395.91527987897126,380761.6540930979,390238.947008547,372374.034795764,"2020-02-01","青森","Aomori"
2,1246,585,661,2020,369.8234349919743,341.025641025641,395.31013615733735,407331.955858748,436236.91282051284,381750.41301059,"2020-03-01","青森","Aomori"
2,1246,585,661,2020,346.0674157303371,317.6068376068376,371.2556732223903,384780.18699839484,410037.9299145299,362426.5113464448,"2020-04-01","青森","Aomori"
2,1246,585,661,2020,417.49598715890846,373.6752136752137,456.2783661119516,462326.797752809,481656.1264957265,445219.90317700454,"2020-05-01","青森","Aomori"
2,1246,585,661,2020,453.45104333868375,408.37606837606836,493.34341906202724,485900.28170144465,502509.9264957265,471200.3691376702,"2020-06-01","青森","Aomori"
2,1246,585,661,2020,502.8892455858748,441.3675213675214,557.3373676248109,601537.8226324237,617583.641025641,587336.9092284418,"2020-07-01","青森","Aomori"
2,1246,585,661,2020,502.56821829855534,439.8290598290599,558.0937972768533,538197.7311396468,550041.4085470085,527715.8078668683,"2020-08-01","青森","Aomori"
2,1246,585,661,2020,498.314606741573,437.09401709401703,552.4962178517397,604115.5008025683,618068.829059829,591766.4886535552,"2020-09-01","青森","Aomori"
2,1246,585,661,2020,484.83146067415726,412.99145299145306,548.4114977307111,559110.0987158909,557282.4,560727.6535552194,"2020-10-01","青森","Aomori"
2,1246,585,661,2020,432.5842696629214,376.9230769230769,481.8456883509834,458867.5922953451,457961.3931623932,459669.5990922844,"2020-11-01","青森","Aomori"
2,1246,585,661,2020,418.2182985553772,364.6153846153846,465.6580937972769,454723.83948635636,463507.03247863246,446950.5143721634,"2020-12-01","青森","Aomori"
3,1241,598,604,2019,324.33521353746977,282.2742474916388,386.9205298013245,394917.1224818695,394717.2341137124,420614.6407284768,"2019-01-01","岩手","Iwate"
3,1241,598,604,2019,299.7582594681708,267.7257525083612,350.82781456953643,308027.5060435133,313934.96321070235,322067.92549668875,"2019-02-01","岩手","Iwate"
3,1241,598,604,2019,285.2538275584206,249.49832775919734,339.07284768211923,303731.2723609992,308747.1839464883,318376.97516556294,"2019-03-01","岩手","Iwate"
3,1241,598,604,2019,307.49395648670423,266.88963210702343,367.5496688741722,306447.7461724416,314368.6789297659,318392.6870860927,"2019-04-01","岩手","Iwate"
3,1241,598,604,2019,344.4802578565673,292.9765886287625,417.7152317880795,366763.858178888,356767.56856187293,400342.619205298,"2019-05-01","岩手","Iwate"
3,1241,598,604,2019,342.38517324738115,290.13377926421407,416.2251655629139,352621.30620467366,338755.58528428094,389117.8824503311,"2019-06-01","岩手","Iwate"
3,1241,598,604,2019,381.3053988718775,319.2307692307692,467.38410596026495,426504.01128122484,406704.381270903,473646.1225165563,"2019-07-01","岩手","Iwate"
3,1241,598,604,2019,365.4311039484287,296.9899665551839,456.7880794701987,417490.6341659952,386127.9765886288,475498.9188741722,"2019-08-01","岩手","Iwate"
3,1241,598,604,2019,356.5672844480258,300.33444816053515,435.26490066225165,385116.61402095086,368345.54515050165,426587.88410596026,"2019-09-01","岩手","Iwate"
3,1241,598,604,2019,346.7365028203062,285.9531772575251,429.3046357615894,411940.2014504432,390738.16555183945,459530.4089403974,"2019-10-01","岩手","Iwate"
3,1241,598,604,2019,331.5874294923449,277.25752508361205,406.7880794701987,369669.2111200645,352077.5551839465,410955.48509933776,"2019-11-01","岩手","Iwate"
