"prefec_kanji","date","households_total","households_receive","households_suspend","persons_total","persons_receive","persons_suspend","households_start","households_end","prefec","id","year","month","population_total","population_male","population_female"
"愛知","2019-01-01",809.0088894785724,804.3651320153907,4.643757463181637,1019.6629958869577,1013.6393790632878,6.0236168236698955,8.756799787713945,10.481623988324266,"Aichi",23,2019,1,7537,3770,3764
"愛知","2019-02-01",807.96072707974,803.1577550749635,4.802972004776436,1017.1022953429747,1010.5877670160542,6.514528326920526,9.43346158949184,10.5346955021892,"Aichi",23,2019,2,7537,3770,3764
"愛知","2019-03-01",808.87621069391,803.8344168767414,5.041793817168635,1018.0177789571447,1011.3838397240281,6.6339392331166245,11.450179116359294,11.980894255008625,"Aichi",23,2019,3,7537,3770,3764
"愛知","2019-04-01",806.6339392331166,801.8176993498739,4.81623988324267,1012.2727875812657,1005.9042059174737,6.36858166379196,9.725354915748973,8.663924638450311,"Aichi",23,2019,4,7537,3770,3764
"愛知","2019-05-01",807.973994958206,803.2506302242272,4.723364733979037,1012.4983415151917,1006.3553137853256,6.143027729865994,10.00398036353987,10.587767016054132,"Aichi",23,2019,5,7537,3770,3764
"愛知","2019-06-01",807.4963513334218,802.3749502454557,5.121401087966034,1011.1715536685684,1004.325328379992,6.846225288576356,10.096855512803502,9.911105214276237,"Aichi",23,2019,6,7537,3770,3764
"愛知","2019-07-01",809.8447658219451,804.9091150325063,4.935650789438769,1013.3607536154968,1006.9258325593738,6.434921056123126,12.259519702799523,10.919463977709965,"Aichi",23,2019,7,7537,3770,3764
"愛知","2019-08-01",810.1366591482022,804.8693113971076,5.2673477510946,1012.3789306089956,1005.5061695634868,6.872761045508822,11.224625182433329,10.7735173145814,"Aichi",23,2019,8,7537,3770,3764
"愛知","2019-09-01",809.4599973464243,804.2457211091946,5.214276237229667,1011.1582857901021,1004.2987926230596,6.859493167042589,10.149927026668436,9.63247976648534,"Aichi",23,2019,9,7537,3770,3764
"愛知","2019-10-01",810.8133209499802,805.4265622926894,5.3867586572907,1012.0339657688735,1004.8560435186413,7.177922250232188,11.012339126973597,11.078678519304763,"Aichi",23,2019,10,7537,3770,3764
"愛知","2019-11-01",810.8796603423112,805.744991375879,5.134668966432267,1011.1052142762371,1004.5376144354517,6.5675998407854586,11.131750033169697,10.707177922250233,"Aichi",23,2019,11,7537,3770,3764
"愛知","2019-12-01",810.3622130821283,805.5194374419531,4.842775640175136,1010.5214276237228,1004.4712750431206,6.0501525806023615,10.242802175932068,10.256070054398302,"Aichi",23,2019,12,7537,3770,3764
"愛知","2020-01-01",808.4083686440679,803.2971398305085,5.111228813559323,1007.7860169491526,1001.4036016949152,6.382415254237288,9.970868644067798,11.228813559322035,"Aichi",23,2020,1,7552,3780,3773
"愛知","2020-02-01",806.7134533898304,801.615466101695,5.097987288135593,1005.0450211864406,998.9141949152541,6.130826271186441,9.626588983050848,11.04343220338983,"Aichi",23,2020,2,7552,3780,3773
"愛知","2020-03-01",808.2759533898304,803.3501059322034,4.9258474576271185,1006.8326271186442,1000.9004237288135,5.932203389830509,12.60593220338983,12.036546610169491,"Aichi",23,2020,3,7552,3780,3773
"愛知","2020-04-01",808.646716101695,803.7341101694915,4.91260593220339,1006.3294491525423,1000.4369703389831,5.892478813559323,12.407309322033898,8.805614406779661,"Aichi",23,2020,4,7552,3780,3773
"愛知","2020-05-01",811.2817796610169,806.1440677966102,5.13771186440678,1008.9512711864406,1002.4761652542373,6.47510593220339,11.506885593220339,8.977754237288135,"Aichi",23,2020,5,7552,3780,3773
"愛知","2020-06-01",813.7976694915254,808.7791313559321,5.01853813559322,1011.3612288135594,1005.0052966101696,6.3559322033898304,11.427436440677965,9.81197033898305,"Aichi",23,2020,6,7552,3780,3773
"愛知","2020-07-01",815.6382415254237,810.6197033898304,5.01853813559322,1012.208686440678,1005.8792372881356,6.329449152542373,11.652542372881355,10.81832627118644,"Aichi",23,2020,7,7552,3780,3773
"愛知","2020-08-01",814.7113347457627,809.6927966101696,5.01853813559322,1011.2552966101696,1004.9258474576271,6.329449152542373,9.878177966101696,10.95074152542373,"Aichi",23,2020,8,7552,3780,3773
"愛知","2020-09-01",815.8103813559321,810.209216101695,5.601165254237288,1011.8511652542373,1004.9258474576271,6.9253177966101696,12.04978813559322,10.553495762711865,"Aichi",23,2020,9,7552,3780,3773
"愛知","2020-10-01",816.5254237288135,810.9507415254237,5.5746822033898304,1011.9306144067796,1005.2171610169491,6.713453389830508,11.255296610169491,11.04343220338983,"Aichi",23,2020,10,7552,3780,3773
"愛知","2020-11-01",817.3331567796611,811.8908898305085,5.442266949152542,1012.8575211864406,1006.1837923728813,6.673728813559323,11.82468220338983,10.447563559322035,"Aichi",23,2020,11,7552,3780,3773
"愛知","2020-12-01",817.915783898305,812.2881355932204,5.627648305084746,1013.7314618644067,1006.5545550847459,7.176906779661017,11.030190677966102,10.315148305084746,"Aichi",23,2020,12,7552,3780,3773
"愛知","2021-01-01",821.7107888785418,815.8972994545696,5.81348942397233,1018.1056272449116,1010.868697618731,7.2369296261806575,10.349873619795131,10.921910336570441,"Aichi",23,2021,1,7517,3746,3771
"愛知","2021-02-01",821.4048157509644,815.6179326859119,5.786883065052548,1017.0014633497406,1009.8975655181588,7.103897831581748,10.61593720899295,10.256751363575894,"Aichi",23,2021,2,7517,3746,3771
"愛知","2021-03-01",824.6640947186379,819.0900625249435,5.5740321936942925,1020.8460822136491,1014.3408274577623,6.505254755886656,13.52933351070906,13.183450844751896,"Aichi",23,2021,3,7517,3746,3771
"愛知","2021-04-01",822.562192363975,817.1344951443394,5.427697219635493,1016.3363043767461,1010.110416389517,6.225887987228948,11.081548490089132,9.152587468404949,"Aichi",23,2021,4,7517,3746,3771
"愛知","2021-05-01",823.905813489424,818.4648130903286,5.441000399095384,1016.4560329918851,1010.0439004922176,6.412132499667421,10.49620859385393,10.562724491153386,"Aichi",23,2021,5,7517,3746,3771
"愛知","2021-06-01",824.4246374883596,818.784089397366,5.6405480909937475,1015.85738991619,1008.9929493148862,6.864440601303712,11.081548490089132,10.589330850073168,"Aichi",23,2021,6,7517,3746,3771
"愛知","2021-07-01",824.9168551283757,819.3295197552216,5.587335373154184,1016.8551283756818,1009.9906877743781,6.864440601303712,11.081548490089132,10.030597312757749,"Aichi",23,2021,7,7517,3746,3771
"愛知","2021-08-01",825.2760409737928,819.7286151390182,5.547425834774511,1016.5358520686444,1009.5782892111215,6.957562857522948,10.389783158174804,10.576027670613277,"Aichi",23,2021,8,7517,3746,3771
"愛知","2021-09-01",826.3003857922045,820.3937741120127,5.906611680191566,1016.7620061194625,1009.2989224424638,7.463083676998802,11.600372489024876,10.64254356791273,"Aichi",23,2021,9,7517,3746,3771
"愛知","2021-10-01",826.1274444592258,820.3804709325528,5.746973526672875,1015.6312358653718,1008.4874284954104,7.14380736996142,10.482905414394041,11.108154849008914,"Aichi",23,2021,10,7517,3746,3771
"愛知","2021-11-01",826.3802048689637,820.6066249833711,5.773579885592657,1016.0436344286284,1008.9663429559664,7.077291472661966,11.347612079286948,10.748969003591858,"Aichi",23,2021,11,7517,3746,3771
"愛知","2021-12-01",826.8724225089796,821.338299853665,5.53412265531462,1015.85738991619,1009.0860715711054,6.771318345084475,11.241186643607822,10.416389517094586,"Aichi",23,2021,12,7517,3746,3771
"愛知","2022-01-01",826.5265398430225,821.0190235466276,5.507516296394838,1014.8995609950779,1007.9153917786351,6.98416921644273,10.05720367167753,11.587069309564987,"Aichi",23,2022,1,7517,3746,3771
"愛知","2022-02-01",825.0498869229747,819.6088865238792,5.441000399095384,1012.5049886922975,1005.4676067580152,7.037381934282294,10.110416389517095,10.748969003591858,"Aichi",23,2022,2,7517,3746,3771
"愛知","2022-03-01",825.9145935878674,820.9125981109486,5.001995476918983,1014.0614606891047,1007.7424504456565,6.319010243448184,11.613675668484767,13.516030331249167,"Aichi",23,2022,3,7517,3746,3771
"愛知","2022-04-01",822.0034588266597,816.8950379140615,5.1084209125981115,1007.4630836769987,1001.1174670746309,6.345616602367967,9.60489557004124,9.046162032725821,"Aichi",23,2022,4,7517,3746,3771
"愛知","2022-05-01",824.0388452840228,818.9570307303445,5.0818145536783295,1008.9397365970466,1002.5808168152189,6.358919781827857,11.081548490089132,10.788878541971531,"Aichi",23,2022,5,7517,3746,3771
"愛媛","2019-01-01",1284.0236686390533,1278.180473372781,5.84319526627219,1571.2278106508875,1563.6834319526629,7.544378698224852,8.949704142011834,13.091715976331361,"Ehime",38,2019,1,1352,639,645
"愛媛","2019-02-01",1280.9171597633137,1275.0739644970415,5.84319526627219,1567.3816568047337,1559.9112426035504,7.4704142011834325,9.985207100591715,10.207100591715976,"Ehime",38,2019,2,1352,639,645
"愛媛","2019-03-01",1281.5828402366863,1275.51775147929,6.06508875739645,1568.491124260355,1560.207100591716,8.284023668639055,10.872781065088757,12.647928994082841,"Ehime",38,2019,3,1352,639,645
"愛媛","2019-04-01",1281.508875739645,1274.112426035503,7.396449704142012,1563.905325443787,1554.1420118343194,9.763313609467456,12.57396449704142,8.653846153846153,"Ehime",38,2019,4,1352,639,645
"愛媛","2019-05-01",1281.4349112426034,1274.48224852071,6.952662721893491,1560.42899408284,1551.3313609467457,9.097633136094675,8.579881656804734,11.68639053254438,"Ehime",38,2019,5,1352,639,645
"愛媛","2019-06-01",1280.3994082840238,1273.5207100591715,6.878698224852071,1557.5443786982248,1548.7426035502958,8.801775147928995,10.650887573964498,9.911242603550296,"Ehime",38,2019,6,1352,639,645
"愛媛","2019-07-01",1282.1005917159762,1275.6656804733727,6.43491124260355,1559.2455621301776,1550.887573964497,8.357988165680473,11.612426035502958,10.281065088757396,"Ehime",38,2019,7,1352,639,645
"愛媛","2019-08-01",1283.4319526627219,1276.775147928994,6.656804733727811,1560.207100591716,1551.7011834319528,8.505917159763314,11.612426035502958,10.798816568047338,"Ehime",38,2019,8,1352,639,645
"愛媛","2019-09-01",1281.730769230769,1275.8136094674558,5.9171597633136095,1558.5798816568047,1550.6656804733727,7.914201183431953,9.097633136094675,9.615384615384617,"Ehime",38,2019,9,1352,639,645
"愛媛","2019-10-01",1282.9881656804735,1276.923076923077,6.06508875739645,1557.5443786982248,1549.1863905325442,8.357988165680473,10.872781065088757,12.8698224852071,"Ehime",38,2019,10,1352,639,645
"愛媛","2019-11-01",1279.4378698224853,1273.076923076923,6.3609467455621305,1552.5887573964496,1544.230769230769,8.357988165680473,9.319526627218936,10.133136094674557,"Ehime",38,2019,11,1352,639,645
"愛媛","2019-12-01",1281.5828402366863,1276.1094674556214,5.473372781065089,1555.0295857988167,1547.707100591716,7.322485207100591,12.278106508875739,11.464497041420119,"Ehime",38,2019,12,1352,639,645
"愛媛","2020-01-01",1290.067214339059,1283.1964152352502,6.870799103808813,1566.9156086631815,1558.1030619865571,8.812546676624347,7.542942494398805,12.023898431665422,"Ehime",38,2020,1,1339,634,705
"愛媛","2020-02-01",1287.7520537714713,1280.806572068708,6.9454817027632565,1563.3308439133682,1554.742345033607,8.588498879761016,9.70873786407767,10.082150858849888,"Ehime",38,2020,2,1339,634,705
"愛媛","2020-03-01",1288.6482449589246,1280.7318894697537,7.916355489171023,1563.4055265123227,1552.9499626587005,10.455563853622106,10.978342046303212,13.44286781179985,"Ehime",38,2020,3,1339,634,705
"愛媛","2020-04-01",1285.5862584017923,1277.1471247199402,8.439133681852129,1556.086631814787,1544.436146377894,11.650485436893204,10.380881254667662,9.634055265123227,"Ehime",38,2020,4,1339,634,705
"愛媛","2020-05-01",1284.5407020164303,1276.1015683345781,8.439133681852129,1550.4854368932038,1538.8349514563106,11.650485436893204,8.588498879761016,10.380881254667662,"Ehime",38,2020,5,1339,634,705
