...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,名古屋市,NA,38413,38199,214,48339,48084,255,509,542,2018-02-01
NA,京都市,NA,32805,32427,378,44462,43957,505,276,322,2018-02-01
NA,大阪市,NA,114832,114140,692,141015,140151,864,1158,1328,2018-02-01
NA,堺市,NA,19270,19224,46,25771,25711,60,175,168,2018-02-01
NA,神戸市,NA,34629,34468,161,46615,46394,221,303,372,2018-02-01
NA,岡山市,NA,10029,9988,41,13417,13368,49,98,119,2018-02-01
NA,広島市,NA,18959,18881,78,25334,25234,100,161,232,2018-02-01
NA,北九州市,NA,18459,18383,76,23367,23287,80,142,193,2018-02-01
NA,福岡市,NA,33701,33564,137,43720,43537,183,407,369,2018-02-01
NA,熊本市,NA,12043,11983,60,15710,15627,83,138,190,2018-02-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-01
NA,旭川市,NA,10008,9988,20,12853,12826,27,50,82,2018-02-01
NA,函館市,NA,9433,9419,14,12018,12004,14,59,95,2018-02-01
NA,青森市,NA,6791,6788,3,8580,8576,4,35,53,2018-02-01
NA,八戸市,NA,3633,3621,12,4550,4537,13,19,23,2018-02-01
NA,盛岡市,NA,3787,3778,9,4780,4764,16,30,36,2018-02-01
NA,秋田市,NA,4284,4281,3,5380,5376,4,37,32,2018-02-01
NA,郡山市,NA,2625,2617,8,3250,3242,8,28,31,2018-02-01
NA,いわき市,NA,3282,3263,19,4271,4251,20,42,32,2018-02-01
NA,宇都宮市,NA,6680,6623,57,8612,8535,77,47,64,2018-02-01
NA,前橋市,NA,3202,3169,33,3908,3862,46,45,22,2018-02-01
NA,高崎市,NA,2870,2848,22,3475,3450,25,19,24,2018-02-01
NA,川越市,NA,3354,3346,8,4407,4394,13,25,31,2018-02-01
NA,越谷市,NA,3062,3047,15,4127,4106,21,30,26,2018-02-01
NA,船橋市,NA,6974,6934,40,9001,8943,58,81,71,2018-02-01
NA,柏市,NA,3490,3489,1,4595,4594,1,36,34,2018-02-01
NA,八王子市,NA,7492,7484,8,9672,9660,12,44,64,2018-02-01
NA,横須賀市,NA,4027,3996,31,5258,5205,53,26,36,2018-02-01
NA,富山市,NA,1651,1646,5,1879,1873,6,22,26,2018-02-01
NA,金沢市,NA,3635,3608,27,4276,4244,32,18,37,2018-02-01
NA,長野市,NA,2545,2530,15,3235,3217,18,23,21,2018-02-01
NA,岐阜市,NA,5307,5244,63,6528,6427,101,43,36,2018-02-01
NA,豊橋市,NA,1769,1757,12,2138,2123,15,12,27,2018-02-01
NA,豊田市,NA,1735,1727,8,2361,2352,9,14,29,2018-02-01
NA,岡崎市,NA,1547,1541,6,2009,1999,10,16,18,2018-02-01
NA,大津市,NA,3094,3071,23,4098,4065,33,29,41,2018-02-01
NA,高槻市,NA,4250,4243,7,6068,6059,9,32,31,2018-02-01
NA,東大阪市,NA,14567,14498,69,19531,19439,92,99,162,2018-02-01
NA,豊中市,NA,7656,7630,26,10206,10165,41,48,55,2018-02-01
NA,枚方市,NA,5716,5694,22,7870,7834,36,44,48,2018-02-01
NA,姫路市,NA,6793,6779,14,8734,8717,17,70,65,2018-02-01
NA,西宮市,NA,5968,5897,71,8133,8009,124,49,53,2018-02-01
NA,尼崎市,NA,13937,13893,44,18322,18255,67,106,123,2018-02-01
NA,奈良市,NA,5482,5405,77,7555,7447,108,36,48,2018-02-01
NA,和歌山市,NA,7756,7741,15,9330,9310,20,70,82,2018-02-01
NA,倉敷市,NA,5256,5250,6,7276,7269,7,49,48,2018-02-01
NA,福山市,NA,4867,4859,8,6485,6472,13,30,42,2018-02-01
NA,呉市,NA,2889,2869,20,3665,3642,23,17,28,2018-02-01
NA,下関市,NA,3409,3398,11,4299,4286,13,23,32,2018-02-01
NA,高松市,NA,4809,4765,44,6130,6083,47,36,33,2018-02-01
NA,松山市,NA,9866,9851,15,12195,12174,21,45,76,2018-02-01
NA,高知市,NA,9237,9165,72,12032,11933,99,66,80,2018-02-01
NA,久留米市,NA,5201,5189,12,6750,6733,17,35,41,2018-02-01
NA,長崎市,NA,9548,9499,49,12815,12748,67,49,59,2018-02-01
NA,佐世保市,NA,4140,4129,11,5395,5381,14,34,29,2018-02-01
NA,大分市,NA,6870,6828,42,8569,8515,54,50,50,2018-02-01
NA,宮崎市,NA,6890,6861,29,8802,8769,33,53,56,2018-02-01
NA,鹿児島市,NA,11701,11597,104,15236,15119,117,75,104,2018-02-01
NA,那覇市,NA,9673,9662,11,12594,12581,13,84,64,2018-02-01
