統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1637003,1629038,7965,2071253,2060271,10982,16611,16207,2019-12-01
NA,北海道,NA,48278,48199,79,61867,61766,101,498,385,2019-12-01
NA,青森,NA,13687,13653,34,16583,16541,42,105,109,2019-12-01
NA,岩手,NA,6724,6688,36,8386,8337,49,77,64,2019-12-01
NA,宮城,NA,8536,8492,44,11124,11053,71,111,82,2019-12-01
NA,秋田,NA,6966,6944,22,8788,8763,25,80,85,2019-12-01
NA,山形,NA,4780,4735,45,5793,5731,62,65,48,2019-12-01
NA,福島,NA,5491,5463,28,6675,6640,35,60,66,2019-12-01
NA,茨城,NA,22722,22580,142,28231,28048,183,236,239,2019-12-01
NA,栃木,NA,9807,9747,60,11943,11861,82,116,122,2019-12-01
NA,群馬,NA,6227,6199,28,7384,7349,35,64,65,2019-12-01
NA,埼玉,NA,44560,44394,166,57242,57013,229,443,436,2019-12-01
NA,千葉,NA,40942,40748,194,52159,51891,268,468,415,2019-12-01
NA,東京,NA,224177,223149,1028,275345,273829,1516,2056,2081,2019-12-01
NA,神奈川,NA,27242,27101,141,35010,34801,209,349,254,2019-12-01
NA,新潟,NA,7103,7069,34,8918,8872,46,85,85,2019-12-01
NA,富山,NA,1421,1385,36,1621,1580,41,17,23,2019-12-01
NA,石川,NA,2572,2543,29,2977,2935,42,23,21,2019-12-01
NA,福井,NA,1397,1380,17,1628,1609,19,17,17,2019-12-01
NA,山梨,NA,3365,3335,30,4141,4105,36,44,35,2019-12-01
NA,長野,NA,6371,6319,52,7750,7671,79,84,90,2019-12-01
NA,岐阜,NA,4407,4361,46,5368,5318,50,59,44,2019-12-01
NA,静岡,NA,12271,12171,100,14930,14805,125,160,133,2019-12-01
NA,愛知,NA,17767,17645,122,22460,22295,165,236,217,2019-12-01
NA,三重,NA,12565,12469,96,15672,15544,128,146,146,2019-12-01
NA,滋賀,NA,5186,5158,28,7078,7033,45,64,68,2019-12-01
NA,京都,NA,10084,10019,65,13931,13823,108,96,101,2019-12-01
NA,大阪,NA,44967,44825,142,59266,59047,219,423,453,2019-12-01
NA,兵庫,NA,13909,13801,108,18100,17952,148,146,159,2019-12-01
NA,奈良,NA,9233,9173,60,12202,12100,102,67,78,2019-12-01
NA,和歌山,NA,4836,4805,31,5847,5810,37,43,36,2019-12-01
NA,鳥取,NA,3239,3229,10,3974,3959,15,36,34,2019-12-01
NA,島根,NA,2409,2402,7,2955,2946,9,15,28,2019-12-01
NA,岡山,NA,3686,3659,27,4530,4498,32,42,58,2019-12-01
NA,広島,NA,5695,5653,42,7411,7346,65,65,74,2019-12-01
NA,山口,NA,8488,8440,48,10420,10359,61,76,93,2019-12-01
NA,徳島,NA,10420,10382,38,13024,12973,51,81,73,2019-12-01
NA,香川,NA,3282,3256,26,4139,4092,47,36,52,2019-12-01
NA,愛媛,NA,7584,7523,61,9224,9141,83,77,79,2019-12-01
NA,高知,NA,5815,5766,49,7164,7101,63,67,70,2019-12-01
NA,福岡,NA,37510,37368,142,50894,50661,233,283,291,2019-12-01
NA,佐賀,NA,6553,6516,37,7861,7817,44,66,84,2019-12-01
NA,長崎,NA,7948,7907,41,10185,10142,43,66,79,2019-12-01
NA,熊本,NA,7509,7472,37,9477,9414,63,112,96,2019-12-01
NA,大分,NA,9138,9057,81,11173,11065,108,69,83,2019-12-01
NA,宮崎,NA,7450,7430,20,9221,9184,37,94,96,2019-12-01
NA,鹿児島,NA,11831,11687,144,15139,14950,189,137,133,2019-12-01
NA,沖縄,NA,19609,19520,89,24990,24856,134,271,164,2019-12-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-01
NA,札幌市,NA,55348,55232,116,71823,71675,148,634,555,2019-12-01
NA,仙台市,NA,14018,13915,103,18294,18157,137,148,145,2019-12-01
NA,さいたま市,NA,15446,15392,54,19724,19650,74,192,155,2019-12-01
NA,千葉市,NA,16986,16793,193,20947,20670,277,249,225,2019-12-01
NA,横浜市,NA,54045,53933,112,68966,68813,153,615,636,2019-12-01
NA,川崎市,NA,23720,23684,36,30193,30141,52,277,253,2019-12-01
NA,相模原市,NA,10312,10284,28,13782,13739,43,108,104,2019-12-01
NA,新潟市,NA,9246,9212,34,11911,11868,43,98,98,2019-12-01
NA,静岡市,NA,7352,7291,61,9248,9170,78,86,71,2019-12-01
NA,浜松市,NA,5653,5585,68,7120,7029,91,74,65,2019-12-01
NA,名古屋市,NA,38278,38061,217,47344,47084,260,486,512,2019-12-01
NA,京都市,NA,32250,31856,394,42685,42118,567,215,309,2019-12-01
NA,大阪市,NA,112887,112295,592,136205,135492,713,1255,1279,2019-12-01
NA,堺市,NA,19271,19236,35,25191,25139,52,173,194,2019-12-01
NA,神戸市,NA,34127,33979,148,44995,44803,192,301,333,2019-12-01
NA,岡山市,NA,9941,9903,38,13073,13031,42,114,88,2019-12-01
NA,広島市,NA,18586,18537,49,24330,24258,72,201,171,2019-12-01
NA,北九州市,NA,18396,18333,63,22963,22893,70,170,130,2019-12-01
NA,福岡市,NA,33593,33447,146,42863,42677,186,352,319,2019-12-01
NA,熊本市,NA,11936,11895,41,15143,15082,61,171,171,2019-12-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-01
NA,旭川市,NA,9939,9904,35,12425,12386,39,80,64,2019-12-01
NA,函館市,NA,9406,9394,12,11711,11696,15,103,102,2019-12-01
NA,青森市,NA,6761,6755,6,8399,8393,6,39,37,2019-12-01
NA,八戸市,NA,3512,3498,14,4331,4310,21,26,30,2019-12-01
NA,盛岡市,NA,3835,3811,24,4692,4661,31,47,23,2019-12-01
NA,秋田市,NA,4338,4336,2,5388,5382,6,40,35,2019-12-01
NA,山形市,NA,1785,1758,27,2172,2137,35,22,15,2019-12-01
NA,郡山市,NA,2692,2685,7,3301,3294,7,25,38,2019-12-01
NA,いわき市,NA,3348,3341,7,4343,4330,13,29,45,2019-12-01
NA,福島市,NA,2520,2518,2,3087,3085,2,32,23,2019-12-01
