統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,宇都宮市,NA,6720,6682,38,8411,8353,58,64,59,2019-12-01
NA,前橋市,NA,3407,3358,49,4136,4075,61,45,27,2019-12-01
NA,高崎市,NA,2910,2895,15,3490,3471,19,21,29,2019-12-01
NA,川越市,NA,3411,3403,8,4393,4381,12,37,40,2019-12-01
NA,越谷市,NA,3306,3290,16,4340,4314,26,53,33,2019-12-01
NA,川口市,NA,9002,8974,28,11602,11565,37,91,72,2019-12-01
NA,船橋市,NA,7185,7152,33,9161,9111,50,78,55,2019-12-01
NA,柏市,NA,3692,3680,12,4706,4689,17,34,33,2019-12-01
NA,八王子市,NA,7393,7387,6,9387,9379,8,41,58,2019-12-01
NA,横須賀市,NA,4092,4060,32,5210,5162,48,47,36,2019-12-01
NA,富山市,NA,1830,1826,4,2096,2092,4,24,20,2019-12-01
NA,金沢市,NA,3543,3521,22,4120,4095,25,24,29,2019-12-01
NA,福井市,NA,2052,2030,22,2554,2526,28,22,19,2019-12-01
NA,甲府市,NA,2341,2322,19,2842,2817,25,15,26,2019-12-01
NA,長野市,NA,2655,2614,41,3346,3283,63,19,19,2019-12-01
NA,岐阜市,NA,5223,5174,49,6309,6242,67,34,63,2019-12-01
NA,豊橋市,NA,1706,1691,15,2033,2016,17,16,17,2019-12-01
NA,豊田市,NA,1734,1728,6,2328,2322,6,18,16,2019-12-01
NA,岡崎市,NA,1592,1587,5,1998,1990,8,16,11,2019-12-01
NA,大津市,NA,3021,3001,20,3946,3918,28,31,24,2019-12-01
NA,高槻市,NA,4263,4252,11,5890,5868,22,31,45,2019-12-01
NA,東大阪市,NA,14088,14036,52,18321,18251,70,123,141,2019-12-01
NA,豊中市,NA,7589,7565,24,9871,9840,31,62,70,2019-12-01
NA,枚方市,NA,5755,5729,26,7664,7623,41,41,41,2019-12-01
NA,八尾市,NA,5881,5880,1,7789,7787,2,27,48,2019-12-01
NA,寝屋川市,NA,5470,5428,42,7274,7208,66,48,49,2019-12-01
NA,姫路市,NA,6720,6703,17,8438,8415,23,61,53,2019-12-01
NA,西宮市,NA,5918,5849,69,7869,7749,120,43,31,2019-12-01
NA,尼崎市,NA,13785,13756,29,17740,17697,43,84,124,2019-12-01
NA,明石市,NA,3931,3915,16,5185,5163,22,42,40,2019-12-01
NA,奈良市,NA,5434,5359,75,7346,7220,126,44,45,2019-12-01
NA,和歌山市,NA,7497,7473,24,9108,9061,47,56,75,2019-12-01
NA,鳥取市,NA,2210,2181,29,2956,2907,49,16,25,2019-12-01
NA,松江市,NA,2069,2055,14,2673,2655,18,13,28,2019-12-01
NA,倉敷市,NA,5281,5271,10,7119,7106,13,62,55,2019-12-01
NA,福山市,NA,4806,4797,9,6193,6183,10,44,46,2019-12-01
NA,呉市,NA,2785,2763,22,3524,3485,39,26,25,2019-12-01
NA,下関市,NA,3259,3250,9,4005,3992,13,20,31,2019-12-01
NA,高松市,NA,4905,4852,53,6186,6128,58,42,27,2019-12-01
NA,松山市,NA,9743,9730,13,11800,11784,16,89,76,2019-12-01
NA,高知市,NA,9004,8947,57,11472,11400,72,79,73,2019-12-01
NA,久留米市,NA,5130,5114,16,6570,6551,19,53,25,2019-12-01
NA,長崎市,NA,9467,9389,78,12413,12309,104,62,62,2019-12-01
NA,佐世保市,NA,4084,4074,10,5209,5194,15,37,46,2019-12-01
NA,大分市,NA,7025,6963,62,8544,8463,81,46,51,2019-12-01
NA,宮崎市,NA,6885,6861,24,8656,8632,24,64,66,2019-12-01
NA,鹿児島市,NA,11751,11639,112,15140,14985,155,89,81,2019-12-01
NA,那覇市,NA,10167,10152,15,13041,13025,16,84,73,2019-12-01
