統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,富山市,NA,1851,1846,5,2128,2123,5,27,14,2020-04-01
NA,金沢市,NA,3540,3529,11,4086,4073,13,39,27,2020-04-01
NA,福井市,NA,2060,2033,27,2552,2522,30,25,13,2020-04-01
NA,甲府市,NA,2357,2340,17,2863,2840,23,30,30,2020-04-01
NA,長野市,NA,2634,2607,27,3289,3239,50,41,26,2020-04-01
NA,岐阜市,NA,5183,5150,33,6242,6202,40,56,38,2020-04-01
NA,豊橋市,NA,1711,1701,10,2037,2027,10,31,12,2020-04-01
NA,豊田市,NA,1741,1722,19,2303,2277,26,33,19,2020-04-01
NA,岡崎市,NA,1598,1591,7,2013,2005,8,20,9,2020-04-01
NA,大津市,NA,3021,3001,20,3923,3893,30,37,27,2020-04-01
NA,高槻市,NA,4254,4244,10,5783,5769,14,39,30,2020-04-01
NA,東大阪市,NA,14001,13958,43,18097,18034,63,117,114,2020-04-01
NA,豊中市,NA,7575,7556,19,9827,9796,31,67,100,2020-04-01
NA,枚方市,NA,5720,5696,24,7606,7569,37,53,42,2020-04-01
NA,八尾市,NA,5886,5886,0,7732,7732,0,55,38,2020-04-01
NA,寝屋川市,NA,5437,5405,32,7205,7150,55,41,39,2020-04-01
NA,吹田市,NA,4271,4269,2,5614,5611,3,53,27,2020-04-01
NA,姫路市,NA,6661,6648,13,8317,8301,16,53,53,2020-04-01
NA,西宮市,NA,5911,5856,55,7817,7735,82,53,29,2020-04-01
NA,尼崎市,NA,13733,13713,20,17610,17585,25,116,106,2020-04-01
NA,明石市,NA,3918,3897,21,5169,5141,28,36,40,2020-04-01
NA,奈良市,NA,5422,5372,50,7247,7161,86,72,31,2020-04-01
NA,和歌山市,NA,7429,7401,28,9002,8958,44,77,62,2020-04-01
NA,鳥取市,NA,2188,2170,18,2895,2875,20,17,17,2020-04-01
NA,松江市,NA,2062,2053,9,2653,2642,11,23,30,2020-04-01
NA,倉敷市,NA,5318,5311,7,7138,7130,8,82,54,2020-04-01
NA,福山市,NA,4794,4779,15,6152,6137,15,47,46,2020-04-01
NA,呉市,NA,2762,2743,19,3479,3453,26,21,20,2020-04-01
NA,下関市,NA,3213,3196,17,3930,3908,22,25,34,2020-04-01
NA,高松市,NA,4913,4873,40,6191,6148,43,47,34,2020-04-01
NA,松山市,NA,9662,9648,14,11682,11662,20,54,71,2020-04-01
NA,高知市,NA,8910,8876,34,11348,11305,43,75,68,2020-04-01
NA,久留米市,NA,5186,5177,9,6572,6560,12,50,60,2020-04-01
NA,長崎市,NA,9418,9365,53,12261,12191,70,62,35,2020-04-01
NA,佐世保市,NA,4019,4008,11,5104,5091,13,33,28,2020-04-01
NA,大分市,NA,7014,6948,66,8503,8421,82,64,52,2020-04-01
NA,宮崎市,NA,6854,6831,23,8572,8545,27,83,44,2020-04-01
NA,鹿児島市,NA,11693,11613,80,14995,14893,102,120,102,2020-04-01
NA,那覇市,NA,10213,10207,6,13080,13074,6,105,69,2020-04-01
