統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1634584,1627341,7243,2059536,2049899,9637,19362,15247,2020-04-01
NA,北海道,NA,48096,48030,66,61302,61228,74,432,484,2020-04-01
NA,青森,NA,13679,13647,32,16532,16499,33,122,140,2020-04-01
NA,岩手,NA,6687,6654,33,8330,8292,38,85,74,2020-04-01
NA,宮城,NA,8532,8491,41,11036,10985,51,116,83,2020-04-01
NA,秋田,NA,6899,6873,26,8652,8617,35,57,87,2020-04-01
NA,山形,NA,4812,4773,39,5819,5763,56,65,59,2020-04-01
NA,福島,NA,5450,5415,35,6622,6578,44,72,73,2020-04-01
NA,茨城,NA,18575,18489,86,22831,22727,104,215,191,2020-04-01
NA,栃木,NA,9738,9684,54,11839,11772,67,115,77,2020-04-01
NA,群馬,NA,6194,6159,35,7316,7274,42,59,59,2020-04-01
NA,埼玉,NA,44629,44479,150,57092,56882,210,559,392,2020-04-01
NA,千葉,NA,41028,40849,179,52022,51786,236,610,336,2020-04-01
NA,東京,NA,223836,222896,940,274036,272706,1330,2679,1832,2020-04-01
NA,神奈川,NA,27417,27294,123,35094,34918,176,390,276,2020-04-01
NA,新潟,NA,7133,7100,33,8911,8859,52,108,105,2020-04-01
NA,富山,NA,1418,1387,31,1611,1575,36,26,23,2020-04-01
NA,石川,NA,2570,2535,35,2968,2925,43,33,31,2020-04-01
NA,福井,NA,1378,1362,16,1605,1583,22,9,16,2020-04-01
NA,山梨,NA,3364,3332,32,4129,4093,36,53,36,2020-04-01
NA,長野,NA,6335,6294,41,7699,7645,54,87,79,2020-04-01
NA,岐阜,NA,4435,4384,51,5393,5330,63,70,45,2020-04-01
NA,静岡,NA,12370,12288,82,15029,14920,109,183,110,2020-04-01
NA,愛知,NA,17670,17551,119,22303,22153,150,235,207,2020-04-01
NA,三重,NA,12518,12431,87,15572,15460,112,171,118,2020-04-01
NA,滋賀,NA,5222,5189,33,7083,7041,42,100,70,2020-04-01
NA,京都,NA,10058,9997,61,13851,13754,97,108,115,2020-04-01
NA,大阪,NA,40640,40519,121,53347,53181,166,451,411,2020-04-01
NA,兵庫,NA,13918,13831,87,18061,17939,122,194,130,2020-04-01
NA,奈良,NA,9128,9060,68,11950,11838,112,74,75,2020-04-01
NA,和歌山,NA,4809,4785,24,5789,5758,31,45,35,2020-04-01
NA,鳥取,NA,3235,3227,8,3956,3947,9,43,35,2020-04-01
NA,島根,NA,2397,2394,3,2951,2948,3,39,23,2020-04-01
NA,岡山,NA,3590,3566,24,4397,4363,34,46,57,2020-04-01
NA,広島,NA,5647,5606,41,7355,7293,62,70,75,2020-04-01
NA,山口,NA,8386,8352,34,10243,10201,42,74,73,2020-04-01
NA,徳島,NA,10389,10343,46,12956,12899,57,88,64,2020-04-01
NA,香川,NA,3250,3231,19,4066,4036,30,41,37,2020-04-01
NA,愛媛,NA,7552,7453,99,9154,9018,136,85,58,2020-04-01
NA,高知,NA,5721,5682,39,7031,6976,55,70,61,2020-04-01
NA,福岡,NA,37214,37087,127,50123,49939,184,317,291,2020-04-01
NA,佐賀,NA,6508,6468,40,7787,7746,41,74,62,2020-04-01
NA,長崎,NA,7836,7796,40,9987,9934,53,70,99,2020-04-01
NA,熊本,NA,7523,7489,34,9443,9401,42,118,93,2020-04-01
NA,大分,NA,9079,8994,85,11088,10980,108,95,101,2020-04-01
NA,宮崎,NA,7431,7405,26,9176,9142,34,90,76,2020-04-01
NA,鹿児島,NA,11746,11598,148,14938,14761,177,124,104,2020-04-01
NA,沖縄,NA,19680,19595,85,24975,24850,125,253,147,2020-04-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-01
NA,札幌市,NA,55602,55510,92,71731,71630,101,701,639,2020-04-01
NA,仙台市,NA,14069,13982,87,18248,18131,117,156,104,2020-04-01
NA,さいたま市,NA,15451,15405,46,19698,19629,69,215,167,2020-04-01
NA,千葉市,NA,17017,16847,170,20889,20652,237,295,180,2020-04-01
NA,横浜市,NA,54110,54006,104,68597,68456,141,693,512,2020-04-01
NA,川崎市,NA,23720,23687,33,29993,29948,45,288,214,2020-04-01
NA,相模原市,NA,10352,10327,25,13676,13638,38,149,81,2020-04-01
NA,新潟市,NA,9265,9236,29,11886,11851,35,87,84,2020-04-01
NA,静岡市,NA,7350,7295,55,9244,9170,74,97,43,2020-04-01
NA,浜松市,NA,5683,5627,56,7135,7060,75,73,64,2020-04-01
NA,名古屋市,NA,38349,38133,216,47342,47091,251,618,418,2020-04-01
NA,京都市,NA,32197,31820,377,42338,41813,525,335,315,2020-04-01
NA,大阪市,NA,112670,112165,505,135560,134944,616,1559,1264,2020-04-01
NA,堺市,NA,19302,19264,38,25133,25080,53,240,184,2020-04-01
NA,神戸市,NA,34043,33890,153,44599,44402,197,353,306,2020-04-01
NA,岡山市,NA,9916,9880,36,12977,12925,52,128,101,2020-04-01
NA,広島市,NA,18493,18423,70,24030,23933,97,215,189,2020-04-01
NA,北九州市,NA,18386,18317,69,22858,22783,75,178,145,2020-04-01
NA,福岡市,NA,33611,33469,142,42763,42567,196,479,326,2020-04-01
NA,熊本市,NA,11900,11862,38,15050,15008,42,172,128,2020-04-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-01
NA,旭川市,NA,9939,9918,21,12375,12352,23,92,73,2020-04-01
NA,函館市,NA,9380,9365,15,11648,11633,15,93,97,2020-04-01
NA,青森市,NA,6765,6762,3,8362,8359,3,49,42,2020-04-01
NA,八戸市,NA,3482,3477,5,4283,4278,5,22,25,2020-04-01
NA,盛岡市,NA,3837,3822,15,4645,4626,19,32,36,2020-04-01
NA,秋田市,NA,4319,4315,4,5342,5335,7,38,37,2020-04-01
NA,山形市,NA,1779,1761,18,2167,2148,19,19,15,2020-04-01
NA,郡山市,NA,2659,2654,5,3238,3233,5,29,25,2020-04-01
NA,いわき市,NA,3345,3340,5,4306,4301,5,45,47,2020-04-01
NA,福島市,NA,2530,2525,5,3109,3104,5,25,24,2020-04-01
NA,水戸市,NA,4047,4025,22,5170,5140,30,43,24,2020-04-01
NA,宇都宮市,NA,6673,6642,31,8301,8259,42,58,40,2020-04-01
NA,前橋市,NA,3425,3385,40,4149,4093,56,42,30,2020-04-01
NA,高崎市,NA,2907,2892,15,3470,3454,16,39,28,2020-04-01
NA,川越市,NA,3416,3413,3,4377,4373,4,36,27,2020-04-01
NA,越谷市,NA,3333,3314,19,4350,4316,34,36,39,2020-04-01
NA,川口市,NA,8971,8944,27,11515,11476,39,75,70,2020-04-01
NA,船橋市,NA,7200,7171,29,9139,9097,42,83,67,2020-04-01
NA,柏市,NA,3729,3720,9,4761,4750,11,55,42,2020-04-01
NA,八王子市,NA,7443,7431,12,9421,9409,12,76,49,2020-04-01
NA,横須賀市,NA,4064,4037,27,5194,5159,35,45,31,2020-04-01
