統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,秋田市,NA,4321,4317,4,5379,5375,4,30,21,2019-09-01
NA,山形市,NA,1761,1733,28,2149,2112,37,22,11,2019-09-01
NA,郡山市,NA,2679,2673,6,3279,3273,6,31,20,2019-09-01
NA,いわき市,NA,3352,3345,7,4351,4343,8,45,47,2019-09-01
NA,福島市,NA,2494,2494,0,3069,3069,0,29,25,2019-09-01
NA,宇都宮市,NA,6667,6636,31,8344,8296,48,50,32,2019-09-01
NA,前橋市,NA,3369,3322,47,4071,4015,56,35,26,2019-09-01
NA,高崎市,NA,2935,2912,23,3515,3489,26,29,35,2019-09-01
NA,川越市,NA,3378,3374,4,4369,4364,5,31,31,2019-09-01
NA,越谷市,NA,3236,3222,14,4263,4242,21,33,28,2019-09-01
NA,川口市,NA,8957,8928,29,11549,11506,43,91,64,2019-09-01
NA,船橋市,NA,7133,7086,47,9091,9015,76,76,67,2019-09-01
NA,柏市,NA,3673,3668,5,4704,4694,10,54,33,2019-09-01
NA,八王子市,NA,7385,7375,10,9388,9375,13,67,45,2019-09-01
NA,横須賀市,NA,4060,4032,28,5169,5128,41,34,29,2019-09-01
NA,富山市,NA,1792,1791,1,2050,2049,1,27,13,2019-09-01
NA,金沢市,NA,3546,3522,24,4134,4106,28,39,27,2019-09-01
NA,福井市,NA,2027,1999,28,2524,2486,38,15,10,2019-09-01
NA,甲府市,NA,2345,2326,19,2863,2838,25,18,22,2019-09-01
NA,長野市,NA,2656,2629,27,3348,3303,45,19,27,2019-09-01
NA,岐阜市,NA,5252,5194,58,6354,6277,77,34,42,2019-09-01
NA,豊橋市,NA,1690,1671,19,2021,1999,22,8,18,2019-09-01
NA,豊田市,NA,1744,1734,10,2341,2319,22,13,19,2019-09-01
NA,岡崎市,NA,1586,1575,11,2005,1988,17,12,13,2019-09-01
NA,大津市,NA,3039,3014,25,3989,3952,37,23,33,2019-09-01
NA,高槻市,NA,4245,4234,11,5892,5873,19,33,33,2019-09-01
NA,東大阪市,NA,14127,14069,58,18430,18352,78,105,130,2019-09-01
NA,豊中市,NA,7569,7541,28,9875,9825,50,51,40,2019-09-01
NA,枚方市,NA,5762,5721,41,7688,7622,66,38,40,2019-09-01
NA,八尾市,NA,5860,5857,3,7757,7753,4,76,44,2019-09-01
NA,寝屋川市,NA,5461,5428,33,7266,7217,49,57,38,2019-09-01
NA,姫路市,NA,6702,6689,13,8434,8417,17,51,63,2019-09-01
NA,西宮市,NA,5899,5822,77,7862,7717,145,30,32,2019-09-01
NA,尼崎市,NA,13795,13769,26,17779,17749,30,113,118,2019-09-01
NA,明石市,NA,3942,3916,26,5207,5173,34,26,32,2019-09-01
NA,奈良市,NA,5396,5320,76,7300,7173,127,28,28,2019-09-01
NA,和歌山市,NA,7509,7488,21,9101,9070,31,62,74,2019-09-01
NA,鳥取市,NA,2224,2191,33,2989,2943,46,25,26,2019-09-01
NA,松江市,NA,2075,2065,10,2691,2673,18,17,21,2019-09-01
NA,倉敷市,NA,5256,5241,15,7121,7097,24,60,51,2019-09-01
NA,福山市,NA,4804,4792,12,6191,6175,16,35,38,2019-09-01
NA,呉市,NA,2796,2771,25,3548,3504,44,23,23,2019-09-01
NA,下関市,NA,3279,3264,15,4032,4016,16,24,36,2019-09-01
NA,高松市,NA,4913,4855,58,6202,6132,70,27,48,2019-09-01
NA,松山市,NA,9755,9745,10,11848,11837,11,58,68,2019-09-01
NA,高知市,NA,9038,8973,65,11550,11464,86,65,81,2019-09-01
NA,久留米市,NA,5081,5066,15,6512,6495,17,28,33,2019-09-01
NA,長崎市,NA,9454,9381,73,12412,12324,88,49,64,2019-09-01
NA,佐世保市,NA,4089,4081,8,5199,5190,9,38,40,2019-09-01
NA,大分市,NA,7033,6984,49,8582,8519,63,54,56,2019-09-01
NA,宮崎市,NA,6876,6860,16,8672,8656,16,57,58,2019-09-01
NA,鹿児島市,NA,11712,11618,94,15124,14986,138,93,79,2019-09-01
NA,那覇市,NA,10134,10118,16,12989,12973,16,116,72,2019-09-01
