統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1635695,1627828,7867,2068398,2057601,10797,14992,17796,2020-01-01
NA,北海道,NA,48264,48185,79,61833,61731,102,371,468,2020-01-01
NA,青森,NA,13695,13660,35,16604,16563,41,117,144,2020-01-01
NA,岩手,NA,6722,6688,34,8401,8352,49,62,84,2020-01-01
NA,宮城,NA,8530,8482,48,11096,11024,72,76,102,2020-01-01
NA,秋田,NA,6932,6914,18,8739,8714,25,51,73,2020-01-01
NA,山形,NA,4783,4742,41,5796,5738,58,51,48,2020-01-01
NA,福島,NA,5476,5446,30,6657,6622,35,51,88,2020-01-01
NA,茨城,NA,22718,22594,124,28225,28073,152,235,292,2020-01-01
NA,栃木,NA,9753,9700,53,11856,11781,75,68,114,2020-01-01
NA,群馬,NA,6230,6203,27,7371,7341,30,68,67,2020-01-01
NA,埼玉,NA,44503,44350,153,57151,56938,213,379,474,2020-01-01
NA,千葉,NA,40906,40723,183,52057,51798,259,379,462,2020-01-01
NA,東京,NA,224318,223294,1024,275451,273965,1486,2221,2349,2020-01-01
NA,神奈川,NA,27265,27121,144,35013,34796,217,277,304,2020-01-01
NA,新潟,NA,7093,7056,37,8888,8832,56,75,88,2020-01-01
NA,富山,NA,1421,1384,37,1621,1579,42,22,13,2020-01-01
NA,石川,NA,2568,2541,27,2971,2929,42,17,28,2020-01-01
NA,福井,NA,1397,1380,17,1626,1607,19,17,14,2020-01-01
NA,山梨,NA,3360,3330,30,4134,4099,35,30,39,2020-01-01
NA,長野,NA,6353,6302,51,7721,7645,76,71,90,2020-01-01
NA,岐阜,NA,4417,4374,43,5374,5326,48,54,68,2020-01-01
NA,静岡,NA,12268,12169,99,14920,14798,122,129,138,2020-01-01
NA,愛知,NA,17719,17594,125,22373,22206,167,169,253,2020-01-01
NA,三重,NA,12546,12454,92,15653,15532,121,127,162,2020-01-01
NA,滋賀,NA,5171,5133,38,7051,6989,62,53,61,2020-01-01
NA,京都,NA,9976,9911,65,13813,13700,113,97,102,2020-01-01
NA,大阪,NA,44940,44803,137,59204,58996,208,426,475,2020-01-01
NA,兵庫,NA,13877,13768,109,18046,17899,147,127,152,2020-01-01
NA,奈良,NA,9208,9144,64,12158,12050,108,54,101,2020-01-01
NA,和歌山,NA,4851,4823,28,5867,5834,33,51,72,2020-01-01
NA,鳥取,NA,3249,3239,10,3979,3961,18,33,40,2020-01-01
NA,島根,NA,2408,2403,5,2956,2950,6,27,33,2020-01-01
NA,岡山,NA,3673,3649,24,4501,4473,28,45,73,2020-01-01
NA,広島,NA,5681,5641,40,7385,7331,54,60,80,2020-01-01
NA,山口,NA,8449,8394,55,10379,10317,62,54,90,2020-01-01
NA,徳島,NA,10405,10367,38,13007,12960,47,58,83,2020-01-01
NA,香川,NA,3268,3248,20,4108,4083,25,37,51,2020-01-01
NA,愛媛,NA,7556,7473,83,9203,9096,107,50,70,2020-01-01
NA,高知,NA,5801,5756,45,7152,7094,58,56,85,2020-01-01
NA,福岡,NA,37446,37310,136,50754,50529,225,227,383,2020-01-01
NA,佐賀,NA,6530,6490,40,7824,7776,48,61,80,2020-01-01
NA,長崎,NA,7919,7877,42,10142,10092,50,50,104,2020-01-01
NA,熊本,NA,7480,7450,30,9422,9370,52,67,111,2020-01-01
NA,大分,NA,9116,9038,78,11147,11039,108,61,93,2020-01-01
NA,宮崎,NA,7423,7405,18,9192,9154,38,69,81,2020-01-01
NA,鹿児島,NA,11779,11626,153,15047,14848,199,80,126,2020-01-01
NA,沖縄,NA,19610,19515,95,24985,24845,140,165,191,2020-01-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01
NA,札幌市,NA,55352,55227,125,71783,71625,158,559,582,2020-01-01
NA,仙台市,NA,14031,13936,95,18306,18177,129,158,136,2020-01-01
NA,さいたま市,NA,15436,15376,60,19722,19632,90,145,167,2020-01-01
NA,千葉市,NA,16947,16752,195,20869,20587,282,186,230,2020-01-01
NA,横浜市,NA,54076,53967,109,68920,68786,134,667,700,2020-01-01
NA,川崎市,NA,23761,23718,43,30203,30142,61,294,292,2020-01-01
NA,相模原市,NA,10307,10287,20,13736,13703,33,99,94,2020-01-01
NA,新潟市,NA,9242,9217,25,11896,11867,29,94,92,2020-01-01
NA,静岡市,NA,7341,7281,60,9243,9169,74,60,94,2020-01-01
NA,浜松市,NA,5669,5606,63,7125,7044,81,81,84,2020-01-01
NA,名古屋市,NA,38285,38054,231,47357,47078,279,519,542,2020-01-01
NA,京都市,NA,32259,31839,420,42702,42101,601,318,333,2020-01-01
NA,大阪市,NA,112693,112120,573,135888,135200,688,1085,1197,2020-01-01
NA,堺市,NA,19242,19208,34,25100,25051,49,165,201,2020-01-01
NA,神戸市,NA,34075,33919,156,44912,44707,205,281,314,2020-01-01
NA,岡山市,NA,9925,9884,41,13042,12995,47,72,96,2020-01-01
NA,広島市,NA,18544,18499,45,24254,24191,63,129,217,2020-01-01
NA,北九州市,NA,18397,18327,70,22912,22841,71,131,184,2020-01-01
NA,福岡市,NA,33594,33448,146,42853,42658,195,320,430,2020-01-01
NA,熊本市,NA,11904,11865,39,15091,15042,49,139,144,2020-01-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01
NA,旭川市,NA,9948,9922,26,12436,12407,29,73,92,2020-01-01
NA,函館市,NA,9387,9376,11,11688,11676,12,83,100,2020-01-01
NA,青森市,NA,6774,6771,3,8421,8418,3,50,51,2020-01-01
NA,八戸市,NA,3503,3492,11,4316,4298,18,21,28,2020-01-01
NA,盛岡市,NA,3840,3821,19,4691,4664,27,28,33,2020-01-01
NA,秋田市,NA,4345,4342,3,5392,5385,7,42,45,2020-01-01
NA,山形市,NA,1787,1763,24,2173,2141,32,17,14,2020-01-01
NA,郡山市,NA,2678,2674,4,3277,3273,4,24,32,2020-01-01
NA,いわき市,NA,3340,3333,7,4317,4308,9,37,44,2020-01-01
NA,福島市,NA,2530,2528,2,3102,3099,3,33,38,2020-01-01
NA,宇都宮市,NA,6715,6680,35,8389,8331,58,54,68,2020-01-01
NA,前橋市,NA,3418,3370,48,4155,4092,63,38,34,2020-01-01
NA,高崎市,NA,2906,2890,16,3474,3455,19,25,36,2020-01-01
NA,川越市,NA,3403,3398,5,4379,4372,7,32,34,2020-01-01
NA,越谷市,NA,3311,3295,16,4343,4315,28,38,32,2020-01-01
NA,川口市,NA,8986,8954,32,11573,11530,43,56,60,2020-01-01
NA,船橋市,NA,7186,7155,31,9152,9106,46,56,70,2020-01-01
NA,柏市,NA,3708,3696,12,4714,4696,18,49,50,2020-01-01
NA,八王子市,NA,7386,7375,11,9377,9364,13,51,55,2020-01-01
NA,横須賀市,NA,4089,4058,31,5206,5160,46,33,44,2020-01-01
NA,富山市,NA,1837,1832,5,2103,2098,5,27,24,2020-01-01
NA,金沢市,NA,3542,3522,20,4112,4089,23,28,35,2020-01-01
NA,福井市,NA,2054,2033,21,2558,2531,27,21,21,2020-01-01
NA,甲府市,NA,2348,2330,18,2849,2826,23,33,29,2020-01-01
NA,長野市,NA,2664,2625,39,3352,3291,61,28,38,2020-01-01
NA,岐阜市,NA,5198,5149,49,6285,6221,64,38,43,2020-01-01
NA,豊橋市,NA,1710,1700,10,2042,2030,12,21,20,2020-01-01
NA,豊田市,NA,1740,1733,7,2324,2317,7,22,20,2020-01-01
NA,岡崎市,NA,1597,1584,13,2012,1995,17,22,13,2020-01-01
NA,大津市,NA,3017,2996,21,3939,3911,28,20,23,2020-01-01
NA,高槻市,NA,4252,4241,11,5858,5836,22,34,26,2020-01-01
NA,東大阪市,NA,14059,14011,48,18264,18197,67,112,127,2020-01-01
NA,豊中市,NA,7565,7546,19,9845,9821,24,46,61,2020-01-01
NA,枚方市,NA,5741,5716,25,7633,7588,45,27,52,2020-01-01
NA,八尾市,NA,5900,5898,2,7817,7814,3,67,58,2020-01-01
NA,寝屋川市,NA,5449,5407,42,7238,7172,66,28,48,2020-01-01
NA,姫路市,NA,6715,6702,13,8423,8405,18,48,86,2020-01-01
NA,西宮市,NA,5921,5852,69,7865,7740,125,34,50,2020-01-01
NA,尼崎市,NA,13779,13749,30,17725,17680,45,118,117,2020-01-01
NA,明石市,NA,3921,3907,14,5168,5147,21,30,36,2020-01-01
NA,奈良市,NA,5416,5350,66,7315,7204,111,27,46,2020-01-01
NA,和歌山市,NA,7460,7436,24,9059,9020,39,38,89,2020-01-01
NA,鳥取市,NA,2193,2168,25,2924,2884,40,8,16,2020-01-01
NA,松江市,NA,2059,2047,12,2660,2645,15,18,18,2020-01-01
NA,倉敷市,NA,5277,5268,9,7111,7100,11,51,54,2020-01-01
