統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,水戸市,NA,4060,4036,24,5180,5149,31,37,41,2020-05-01
NA,宇都宮市,NA,6701,6675,26,8317,8281,36,68,54,2020-05-01
NA,前橋市,NA,3422,3385,37,4142,4088,54,27,31,2020-05-01
NA,高崎市,NA,2914,2894,20,3468,3444,24,35,25,2020-05-01
NA,川越市,NA,3418,3416,2,4376,4374,2,29,19,2020-05-01
NA,越谷市,NA,3321,3300,21,4343,4307,36,27,18,2020-05-01
NA,川口市,NA,8964,8941,23,11487,11459,28,63,43,2020-05-01
NA,船橋市,NA,7197,7169,28,9117,9078,39,64,59,2020-05-01
NA,柏市,NA,3754,3743,11,4779,4766,13,67,32,2020-05-01
NA,八王子市,NA,7440,7429,11,9396,9385,11,46,51,2020-05-01
NA,横須賀市,NA,4071,4044,27,5204,5167,37,38,32,2020-05-01
NA,富山市,NA,1874,1869,5,2152,2147,5,37,6,2020-05-01
NA,金沢市,NA,3535,3525,10,4072,4060,12,22,22,2020-05-01
NA,福井市,NA,2073,2048,25,2569,2540,29,26,19,2020-05-01
NA,甲府市,NA,2340,2323,17,2829,2807,22,13,11,2020-05-01
NA,長野市,NA,2628,2594,34,3274,3214,60,20,19,2020-05-01
NA,岐阜市,NA,5178,5141,37,6223,6174,49,33,45,2020-05-01
NA,豊橋市,NA,1723,1714,9,2054,2045,9,24,13,2020-05-01
NA,豊田市,NA,1746,1726,20,2319,2296,23,24,12,2020-05-01
NA,岡崎市,NA,1634,1629,5,2060,2055,5,50,17,2020-05-01
NA,大津市,NA,3024,3009,15,3909,3889,20,30,35,2020-05-01
NA,高槻市,NA,4246,4237,9,5750,5737,13,22,39,2020-05-01
NA,東大阪市,NA,14028,13988,40,18054,17997,57,141,116,2020-05-01
NA,豊中市,NA,7531,7514,17,9752,9726,26,56,53,2020-05-01
NA,枚方市,NA,5725,5701,24,7567,7531,36,47,45,2020-05-01
NA,八尾市,NA,5915,5914,1,7762,7761,1,67,53,2020-05-01
NA,寝屋川市,NA,5428,5395,33,7153,7101,52,30,29,2020-05-01
NA,吹田市,NA,4288,4284,4,5626,5619,7,44,31,2020-05-01
NA,姫路市,NA,6660,6645,15,8296,8277,19,52,51,2020-05-01
NA,西宮市,NA,5934,5876,58,7839,7746,93,52,38,2020-05-01
NA,尼崎市,NA,13742,13716,26,17595,17562,33,115,95,2020-05-01
NA,明石市,NA,3917,3900,17,5146,5123,23,39,35,2020-05-01
NA,奈良市,NA,5422,5365,57,7219,7123,96,31,33,2020-05-01
NA,和歌山市,NA,7426,7398,28,8976,8936,40,59,46,2020-05-01
NA,鳥取市,NA,2185,2160,25,2884,2855,29,14,15,2020-05-01
NA,松江市,NA,2061,2049,12,2643,2628,15,29,19,2020-05-01
NA,倉敷市,NA,5324,5316,8,7142,7133,9,60,44,2020-05-01
NA,福山市,NA,4779,4761,18,6126,6107,19,31,35,2020-05-01
NA,呉市,NA,2766,2739,27,3480,3439,41,24,24,2020-05-01
NA,下関市,NA,3197,3181,16,3908,3886,22,18,35,2020-05-01
NA,高松市,NA,4935,4891,44,6207,6157,50,56,42,2020-05-01
NA,松山市,NA,9656,9645,11,11641,11626,15,65,71,2020-05-01
NA,高知市,NA,8875,8840,35,11274,11230,44,33,54,2020-05-01
NA,久留米市,NA,5178,5167,11,6557,6543,14,52,30,2020-05-01
NA,長崎市,NA,9456,9402,54,12295,12228,67,73,62,2020-05-01
NA,佐世保市,NA,4029,4017,12,5114,5100,14,37,42,2020-05-01
NA,大分市,NA,7017,6949,68,8494,8415,79,55,51,2020-05-01
NA,宮崎市,NA,6865,6842,23,8564,8537,27,55,43,2020-05-01
NA,鹿児島市,NA,11693,11618,75,14958,14860,98,102,68,2020-05-01
NA,那覇市,NA,10270,10265,5,13127,13122,5,126,89,2020-05-01
