統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1634353,1626930,7423,2081339,2071121,10218,16859,15031,2019-04-01
NA,北海道,NA,48638,48579,59,62891,62814,77,435,449,2019-04-01
NA,青森,NA,13653,13630,23,16619,16593,26,107,113,2019-04-01
NA,岩手,NA,6754,6718,36,8479,8420,59,86,68,2019-04-01
NA,宮城,NA,8372,8336,36,10961,10902,59,95,72,2019-04-01
NA,秋田,NA,7057,7043,14,8970,8953,17,65,89,2019-04-01
NA,山形,NA,4737,4702,35,5762,5718,44,45,45,2019-04-01
NA,福島,NA,5493,5454,39,6692,6642,50,80,61,2019-04-01
NA,茨城,NA,22466,22360,106,28094,27957,137,261,187,2019-04-01
NA,栃木,NA,9788,9735,53,12017,11936,81,102,87,2019-04-01
NA,群馬,NA,6213,6182,31,7428,7389,39,62,63,2019-04-01
NA,埼玉,NA,44036,43878,158,56996,56791,205,483,353,2019-04-01
NA,千葉,NA,40411,40225,186,51707,51455,252,467,326,2019-04-01
NA,東京,NA,224286,223333,953,276970,275587,1383,2110,1887,2019-04-01
NA,神奈川,NA,26955,26842,113,34871,34705,166,337,271,2019-04-01
NA,新潟,NA,7123,7095,28,8950,8902,48,89,83,2019-04-01
NA,富山,NA,1462,1427,35,1668,1622,46,22,10,2019-04-01
NA,石川,NA,2583,2556,27,2996,2959,37,24,27,2019-04-01
NA,福井,NA,1390,1372,18,1627,1606,21,15,18,2019-04-01
NA,山梨,NA,3360,3318,42,4126,4079,47,55,39,2019-04-01
NA,長野,NA,6345,6310,35,7756,7706,50,100,74,2019-04-01
NA,岐阜,NA,4387,4332,55,5358,5292,66,65,49,2019-04-01
NA,静岡,NA,12112,12019,93,14835,14711,124,167,117,2019-04-01
NA,愛知,NA,17651,17506,145,22450,22244,206,212,197,2019-04-01
NA,三重,NA,12515,12433,82,15770,15659,111,146,123,2019-04-01
NA,滋賀,NA,5135,5097,38,7070,7007,63,53,49,2019-04-01
NA,京都,NA,10180,10113,67,14168,14053,115,106,88,2019-04-01
NA,大阪,NA,45130,44974,156,60173,59974,199,486,477,2019-04-01
NA,兵庫,NA,13855,13758,97,18150,18012,138,162,139,2019-04-01
NA,奈良,NA,9386,9333,53,12510,12426,84,74,69,2019-04-01
NA,和歌山,NA,4872,4833,39,5885,5836,49,41,54,2019-04-01
NA,鳥取,NA,3306,3297,9,4069,4058,11,45,48,2019-04-01
NA,島根,NA,2420,2414,6,2991,2981,10,42,33,2019-04-01
NA,岡山,NA,3721,3695,26,4605,4569,36,49,50,2019-04-01
NA,広島,NA,5714,5680,34,7483,7434,49,59,70,2019-04-01
NA,山口,NA,8613,8569,44,10645,10590,55,80,88,2019-04-01
NA,徳島,NA,10468,10435,33,13217,13178,39,75,80,2019-04-01
NA,香川,NA,3332,3312,20,4232,4202,30,42,41,2019-04-01
NA,愛媛,NA,7568,7484,84,9246,9139,107,95,58,2019-04-01
NA,高知,NA,5824,5779,45,7162,7109,53,54,58,2019-04-01
NA,福岡,NA,37703,37580,123,51408,51205,203,271,288,2019-04-01
NA,佐賀,NA,6479,6431,48,7808,7753,55,67,54,2019-04-01
NA,長崎,NA,7996,7961,35,10319,10275,44,68,65,2019-04-01
NA,熊本,NA,7462,7418,44,9427,9374,53,99,79,2019-04-01
NA,大分,NA,9036,8956,80,11144,11039,105,105,80,2019-04-01
NA,宮崎,NA,7371,7355,16,9114,9092,22,81,67,2019-04-01
NA,鹿児島,NA,11802,11680,122,15137,14983,154,99,109,2019-04-01
NA,沖縄,NA,19217,19119,98,24715,24554,161,226,134,2019-04-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01
NA,札幌市,NA,55253,55173,80,72117,72020,97,699,648,2019-04-01
NA,仙台市,NA,13791,13721,70,18120,18022,98,139,123,2019-04-01
NA,さいたま市,NA,15280,15232,48,19682,19617,65,183,123,2019-04-01
NA,千葉市,NA,16836,16653,183,20846,20584,262,265,229,2019-04-01
NA,横浜市,NA,53844,53728,116,69305,69135,170,568,542,2019-04-01
NA,川崎市,NA,23763,23716,47,30452,30388,64,240,227,2019-04-01
NA,相模原市,NA,10263,10233,30,13922,13873,49,120,90,2019-04-01
NA,新潟市,NA,9266,9237,29,11994,11954,40,98,81,2019-04-01
NA,静岡市,NA,7236,7183,53,9167,9099,68,75,57,2019-04-01
NA,浜松市,NA,5667,5584,83,7186,7079,107,74,69,2019-04-01
NA,名古屋市,NA,38133,37943,190,47446,47207,239,460,410,2019-04-01
NA,京都市,NA,32436,32073,363,43211,42693,518,247,323,2019-04-01
NA,大阪市,NA,113360,112731,629,137681,136894,787,1230,1225,2019-04-01
NA,堺市,NA,19231,19202,29,25377,25333,44,170,166,2019-04-01
NA,神戸市,NA,34238,34090,148,45467,45255,212,325,308,2019-04-01
NA,岡山市,NA,9934,9905,29,13126,13092,34,99,89,2019-04-01
NA,広島市,NA,18594,18528,66,24472,24384,88,208,169,2019-04-01
NA,北九州市,NA,18305,18229,76,22929,22842,87,150,125,2019-04-01
NA,福岡市,NA,33605,33478,127,43124,42954,170,403,443,2019-04-01
NA,熊本市,NA,11923,11876,47,15226,15163,63,157,140,2019-04-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01
NA,旭川市,NA,9943,9926,17,12531,12511,20,90,63,2019-04-01
NA,函館市,NA,9384,9376,8,11771,11763,8,99,79,2019-04-01
NA,青森市,NA,6755,6748,7,8422,8415,7,50,47,2019-04-01
NA,八戸市,NA,3565,3558,7,4410,4403,7,26,18,2019-04-01
NA,盛岡市,NA,3848,3840,8,4774,4763,11,59,42,2019-04-01
NA,秋田市,NA,4330,4327,3,5387,5384,3,36,31,2019-04-01
NA,山形市,NA,1724,1702,22,2116,2088,28,16,11,2019-04-01
NA,郡山市,NA,2686,2683,3,3301,3298,3,27,24,2019-04-01
NA,いわき市,NA,3330,3321,9,4294,4285,9,48,36,2019-04-01
NA,福島市,NA,2445,2441,4,3017,3013,4,31,15,2019-04-01
NA,宇都宮市,NA,6643,6609,34,8356,8311,45,60,34,2019-04-01
NA,前橋市,NA,3331,3290,41,4027,3979,48,37,26,2019-04-01
NA,高崎市,NA,2926,2914,12,3517,3500,17,23,17,2019-04-01
NA,川越市,NA,3367,3364,3,4382,4379,3,39,22,2019-04-01
NA,越谷市,NA,3186,3167,19,4225,4200,25,47,33,2019-04-01
NA,川口市,NA,8954,8935,19,11571,11549,22,90,74,2019-04-01
NA,船橋市,NA,7081,7040,41,9057,8994,63,69,63,2019-04-01
NA,柏市,NA,3607,3605,2,4648,4646,2,45,32,2019-04-01
NA,八王子市,NA,7385,7375,10,9413,9400,13,60,53,2019-04-01
NA,横須賀市,NA,4030,4015,15,5173,5150,23,28,38,2019-04-01
NA,富山市,NA,1768,1766,2,2027,2025,2,33,18,2019-04-01
NA,金沢市,NA,3574,3556,18,4188,4166,22,29,28,2019-04-01
NA,福井市,NA,1997,1978,19,2498,2477,21,25,5,2019-04-01
NA,甲府市,NA,2367,2350,17,2897,2873,24,22,30,2019-04-01
NA,長野市,NA,2653,2638,15,3351,3328,23,36,26,2019-04-01
