統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,甲府市,NA,2355,2337,18,2883,2860,23,18,28,2019-08-01
NA,長野市,NA,2664,2636,28,3364,3319,45,24,27,2019-08-01
NA,岐阜市,NA,5269,5213,56,6381,6308,73,38,51,2019-08-01
NA,豊橋市,NA,1699,1680,19,2029,2006,23,10,17,2019-08-01
NA,豊田市,NA,1750,1740,10,2344,2328,16,20,19,2019-08-01
NA,岡崎市,NA,1591,1580,11,2021,2006,15,17,12,2019-08-01
NA,大津市,NA,3039,3017,22,3984,3951,33,21,23,2019-08-01
NA,高槻市,NA,4254,4241,13,5904,5879,25,33,42,2019-08-01
NA,東大阪市,NA,14162,14105,57,18490,18414,76,110,140,2019-08-01
NA,豊中市,NA,7579,7548,31,9888,9833,55,48,61,2019-08-01
NA,枚方市,NA,5790,5744,46,7733,7659,74,51,66,2019-08-01
NA,八尾市,NA,5846,5843,3,7761,7757,4,78,62,2019-08-01
NA,寝屋川市,NA,5444,5411,33,7245,7199,46,45,40,2019-08-01
NA,姫路市,NA,6714,6701,13,8458,8443,15,45,63,2019-08-01
NA,西宮市,NA,5908,5829,79,7890,7744,146,40,39,2019-08-01
NA,尼崎市,NA,13816,13795,21,17834,17805,29,106,134,2019-08-01
NA,明石市,NA,3954,3928,26,5230,5192,38,32,38,2019-08-01
NA,奈良市,NA,5404,5337,67,7313,7201,112,23,36,2019-08-01
NA,和歌山市,NA,7542,7522,20,9150,9116,34,56,95,2019-08-01
NA,鳥取市,NA,2219,2193,26,2996,2959,37,15,20,2019-08-01
NA,松江市,NA,2075,2063,12,2690,2667,23,11,17,2019-08-01
NA,倉敷市,NA,5247,5231,16,7117,7095,22,44,51,2019-08-01
NA,福山市,NA,4811,4801,10,6215,6200,15,31,42,2019-08-01
NA,呉市,NA,2794,2768,26,3547,3505,42,15,21,2019-08-01
NA,下関市,NA,3280,3267,13,4031,4017,14,23,25,2019-08-01
NA,高松市,NA,4924,4866,58,6222,6149,73,47,38,2019-08-01
NA,松山市,NA,9766,9757,9,11857,11847,10,71,69,2019-08-01
NA,高知市,NA,9039,8981,58,11537,11459,78,69,66,2019-08-01
NA,久留米市,NA,5087,5070,17,6522,6503,19,33,34,2019-08-01
NA,長崎市,NA,9476,9406,70,12430,12346,84,57,71,2019-08-01
NA,佐世保市,NA,4091,4083,8,5202,5194,8,27,40,2019-08-01
NA,大分市,NA,7032,6978,54,8571,8497,74,67,53,2019-08-01
NA,宮崎市,NA,6885,6872,13,8682,8669,13,56,66,2019-08-01
NA,鹿児島市,NA,11722,11618,104,15118,14956,162,76,103,2019-08-01
NA,那覇市,NA,10094,10074,20,12943,12923,20,96,76,2019-08-01
