都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,345754,142618,203136,39567620100,18554870010,21012750090,2019-02-01
北　海　道,17445,6583,10862,1850255802,813056097,1037199705,2019-02-01
青　　　森,4406,1789,2617,448762953,215281484,233481469,2019-02-01
岩　　　手,3720,1601,2119,382262135,187733108,194529027,2019-02-01
宮　　　城,6439,2608,3831,707281944,330078098,377203846,2019-02-01
秋　　　田,2776,1204,1572,280833293,139331044,141502249,2019-02-01
山　　　形,2928,1211,1717,323668533,149314307,174354226,2019-02-01
福　　　島,5023,2152,2871,563395883,269856080,293539803,2019-02-01
茨　　　城,6573,2826,3747,756913330,376792806,380120524,2019-02-01
栃　　　木,4803,2177,2626,551393679,282191052,269202627,2019-02-01
群　　　馬,4288,1890,2398,486414536,243104783,243309753,2019-02-01
埼　　　玉,17936,7944,9992,2172219144,1079688208,1092530936,2019-02-01
千　　　葉,14308,6379,7929,1790010115,888073899,901936216,2019-02-01
東　　　京,34016,14397,19619,4420848944,2050718285,2370130659,2019-02-01
神　奈　川,22349,10125,12224,2854007937,1440376308,1413631629,2019-02-01
新　　　潟,5900,2366,3534,637034239,290717469,346316770,2019-02-01
富　　　山,2401,955,1446,270951299,122301583,148649716,2019-02-01
石　　　川,2999,1146,1853,331529966,145176986,186352980,2019-02-01
福　　　井,1959,727,1232,205502254,88795173,116707081,2019-02-01
山　　　梨,2023,867,1156,228788350,111863843,116924507,2019-02-01
長　　　野,5859,2412,3447,638748262,296100437,342647825,2019-02-01
岐　　　阜,4878,2009,2869,525175054,249479084,275695970,2019-02-01
静　　　岡,9522,4124,5398,1071329027,518746540,552582487,2019-02-01
愛　　　知,18112,7479,10633,2154853297,1006981619,1147871678,2019-02-01
三　　　重,5401,2291,3110,599212287,293322736,305889551,2019-02-01
滋　　　賀,3969,1574,2395,438767522,202087449,236680073,2019-02-01
京　　　都,7340,2963,4377,851434103,391803921,459630182,2019-02-01
大　　　阪,24682,10027,14655,2889120941,1322630088,1566490853,2019-02-01
兵　　　庫,16319,6544,9775,1854271267,857530240,996741027,2019-02-01
奈　　　良,3319,1397,1922,377032488,181664734,195367754,2019-02-01
和　歌　山,2626,1030,1596,277790036,126598371,151191665,2019-02-01
鳥　　　取,1777,788,989,179993595,89884140,90109455,2019-02-01
島　　　根,1845,790,1055,190766191,90148887,100617304,2019-02-01
岡　　　山,5887,2421,3466,623473662,293238056,330235606,2019-02-01
広　　　島,9022,3598,5424,983454004,452710989,530743015,2019-02-01
山　　　口,3552,1369,2183,383940656,167996046,215944610,2019-02-01
徳　　　島,2053,878,1175,227008855,110088654,116920201,2019-02-01
香　　　川,2824,1166,1658,297276445,137514212,159762233,2019-02-01
愛　　　媛,4145,1579,2566,427746701,189043200,238703501,2019-02-01
高　　　知,2493,1017,1476,261804808,120724122,141080686,2019-02-01
福　　　岡,17200,6509,10691,1890379359,829190076,1061189283,2019-02-01
佐　　　賀,2750,981,1769,282822833,119536644,163286189,2019-02-01
長　　　崎,4581,1698,2883,467146997,201404948,265742049,2019-02-01
熊　　　本,5866,2400,3466,620633877,292325795,328308082,2019-02-01
大　　　分,3931,1454,2477,402502158,173088606,229413552,2019-02-01
宮　　　崎,3590,1336,2254,364508469,157913912,206594557,2019-02-01
鹿　児　島,5768,2108,3660,579438530,251144025,328294505,2019-02-01
沖　　　縄,4151,1729,2422,444914340,207521866,237392474,2019-02-01
