都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,399379,157368,242011,47350795142,21415981584,25934813558,2017-06-01
北　海　道,20734,7028,13706,2296008331,909076945,1386931386,2017-06-01
青　　　森,5573,2185,3388,603950558,272089035,331861523,2017-06-01
岩　　　手,4456,1764,2692,489526656,225524151,264002505,2017-06-01
宮　　　城,7812,2942,4870,884803029,392678490,492124539,2017-06-01
秋　　　田,3672,1564,2108,415760807,202443587,213317220,2017-06-01
山　　　形,3608,1455,2153,406757579,185353489,221404090,2017-06-01
福　　　島,6942,3138,3804,813158426,419767015,393391411,2017-06-01
茨　　　城,7677,3252,4425,931409066,452120793,479288273,2017-06-01
栃　　　木,5931,2559,3372,729806771,356320878,373485893,2017-06-01
群　　　馬,5110,2145,2965,596105666,290428136,305677530,2017-06-01
埼　　　玉,19339,8472,10867,2412005959,1210661594,1201344365,2017-06-01
千　　　葉,15933,6732,9201,2020036910,972153508,1047883402,2017-06-01
東　　　京,36284,14876,21408,4631729714,2095257171,2536472543,2017-06-01
神　奈　川,24898,10783,14115,3300038371,1638719007,1661319364,2017-06-01
新　　　潟,7178,2786,4392,826089941,363793018,462296923,2017-06-01
富　　　山,2918,1087,1831,348015264,144636701,203378563,2017-06-01
石　　　川,3763,1328,2435,445513022,177510720,268002302,2017-06-01
福　　　井,2123,771,1352,236442347,99159451,137282896,2017-06-01
山　　　梨,2247,911,1336,276620614,129275703,147344911,2017-06-01
長　　　野,6826,2671,4155,792190068,349732108,442457960,2017-06-01
岐　　　阜,5348,2115,3233,599060845,274367409,324693436,2017-06-01
静　　　岡,11026,4516,6510,1286399848,597353159,689046689,2017-06-01
愛　　　知,20549,8043,12506,2524311404,1126224736,1398086668,2017-06-01
三　　　重,6256,2455,3801,720722425,330365577,390356848,2017-06-01
滋　　　賀,4918,1907,3011,565585077,253374634,312210443,2017-06-01
京　　　都,8222,3111,5111,984709390,426004546,558704844,2017-06-01
大　　　阪,28651,11140,17511,3528967173,1565388891,1963578282,2017-06-01
兵　　　庫,18543,7194,11349,2193270173,993202217,1200067956,2017-06-01
奈　　　良,4340,1811,2529,522962533,252323658,270638875,2017-06-01
和　歌　山,3125,1235,1890,340783805,154851957,185931848,2017-06-01
鳥　　　取,2079,804,1275,226710620,100533897,126176723,2017-06-01
島　　　根,2212,872,1340,240619932,106985081,133634851,2017-06-01
岡　　　山,6362,2452,3910,727276703,314491517,412785186,2017-06-01
広　　　島,9611,3471,6140,1099027057,454750368,644276689,2017-06-01
山　　　口,4126,1502,2624,462960169,199132417,263827752,2017-06-01
徳　　　島,2578,1064,1514,290753403,138414383,152339020,2017-06-01
香　　　川,3286,1238,2048,373150050,159780988,213369062,2017-06-01
愛　　　媛,4392,1701,2691,500134089,225754133,274379956,2017-06-01
高　　　知,3052,1149,1903,332386461,143146476,189239985,2017-06-01
福　　　岡,19905,7191,12714,2293881249,961247313,1332633936,2017-06-01
佐　　　賀,3169,1115,2054,340839605,137649713,203189892,2017-06-01
長　　　崎,5360,1910,3450,579684539,242245264,337439275,2017-06-01
熊　　　本,8597,3031,5566,937345380,382822307,554523073,2017-06-01
大　　　分,4881,1785,3096,519677461,220478231,299199230,2017-06-01
宮　　　崎,4290,1642,2648,451604919,202072235,249532684,2017-06-01
鹿　児　島,6471,2419,4052,686315403,303732202,382583201,2017-06-01
沖　　　縄,5006,2046,2960,565686330,262586775,303099555,2017-06-01
