都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,420686,162589,258097,53960743485,23901795065,30058948420,2018-08-01
北　海　道,21246,7180,14066,2527573643,996792825,1530780818,2018-08-01
青　　　森,5585,2152,3433,646411089,294672710,351738379,2018-08-01
岩　　　手,4504,1836,2668,528820601,240712896,288107705,2018-08-01
宮　　　城,8071,3057,5014,999256397,437102001,562154396,2018-08-01
秋　　　田,3614,1438,2176,422245829,188111972,234133857,2018-08-01
山　　　形,3531,1298,2233,426099866,176088021,250011845,2018-08-01
福　　　島,6543,2819,3724,829521415,407286599,422234816,2018-08-01
茨　　　城,7845,3194,4651,1039677158,483541861,556135297,2018-08-01
栃　　　木,5692,2373,3319,731587015,349130749,382456266,2018-08-01
群　　　馬,5166,2230,2936,665836467,328445498,337390969,2018-08-01
埼　　　玉,20868,8813,12055,2818348980,1358148096,1460200884,2018-08-01
千　　　葉,16789,6934,9855,2328343730,1094434843,1233908887,2018-08-01
東　　　京,39400,16023,23377,5608955943,2510728244,3098227699,2018-08-01
神　奈　川,25918,11174,14744,3723795532,1826038828,1897756704,2018-08-01
新　　　潟,7238,2808,4430,855644726,378390557,477254169,2018-08-01
富　　　山,2922,1126,1796,367525425,165073616,202451809,2018-08-01
石　　　川,3770,1339,2431,465516703,188888423,276628280,2018-08-01
福　　　井,2346,784,1562,283042400,108407710,174634690,2018-08-01
山　　　梨,2371,963,1408,308356587,143174338,165182249,2018-08-01
長　　　野,6764,2560,4204,821195173,353617491,467577682,2018-08-01
岐　　　阜,6166,2382,3784,787275611,345036611,442239000,2018-08-01
静　　　岡,11411,4482,6929,1440250676,644866605,795384071,2018-08-01
愛　　　知,22149,8532,13617,3027099092,1346507387,1680591705,2018-08-01
三　　　重,6455,2521,3934,808976546,367401672,441574874,2018-08-01
滋　　　賀,4798,1795,3003,606562982,265792056,340770926,2018-08-01
京　　　都,9185,3328,5857,1174895475,486432673,688462802,2018-08-01
大　　　阪,29838,11396,18442,3875788635,1678919052,2196869583,2018-08-01
兵　　　庫,20678,7674,13004,2660187689,1146937609,1513250080,2018-08-01
奈　　　良,4318,1772,2546,539549948,258176914,281373034,2018-08-01
和　歌　山,3128,1209,1919,364666028,164422815,200243213,2018-08-01
鳥　　　取,2303,922,1381,271660297,120276702,151383595,2018-08-01
島　　　根,2429,936,1493,276937283,118957109,157980174,2018-08-01
岡　　　山,7710,3015,4695,986281400,423569172,562712228,2018-08-01
広　　　島,11583,4157,7426,1512060426,618821655,893238771,2018-08-01
山　　　口,4545,1564,2981,553502754,225272918,328229836,2018-08-01
徳　　　島,2627,1072,1555,315138247,145014532,170123715,2018-08-01
香　　　川,3428,1309,2119,406829599,175549043,231280556,2018-08-01
愛　　　媛,5296,1986,3310,644501944,282090916,362411028,2018-08-01
高　　　知,3222,1280,1942,385561328,171342497,214218831,2018-08-01
福　　　岡,21800,7619,14181,2677630388,1093564989,1584065399,2018-08-01
佐　　　賀,3471,1204,2267,390602848,159873899,230728949,2018-08-01
長　　　崎,5572,1922,3650,634367434,250851615,383515819,2018-08-01
熊　　　本,6892,2515,4377,799609407,343707730,455901677,2018-08-01
大　　　分,4883,1735,3148,545877604,229650213,316227391,2018-08-01
宮　　　崎,4607,1692,2915,513695576,224503888,289191688,2018-08-01
鹿　児　島,6861,2461,4400,774719963,325619602,449100361,2018-08-01
沖　　　縄,5148,2008,3140,588759626,259847913,328911713,2018-08-01
