統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,川越市,NA,3418,3414,4,4396,4391,5,44,38,2020-03-01
NA,越谷市,NA,3340,3326,14,4374,4349,25,48,43,2020-03-01
NA,川口市,NA,8982,8951,31,11551,11505,46,83,86,2020-03-01
NA,船橋市,NA,7162,7138,24,9117,9082,35,61,45,2020-03-01
NA,柏市,NA,3737,3725,12,4767,4750,17,64,63,2020-03-01
NA,八王子市,NA,7420,7409,11,9420,9409,11,84,53,2020-03-01
NA,横須賀市,NA,4094,4063,31,5223,5177,46,46,75,2020-03-01
NA,富山市,NA,1847,1840,7,2117,2110,7,27,23,2020-03-01
NA,金沢市,NA,3537,3521,16,4093,4074,19,38,36,2020-03-01
NA,福井市,NA,2064,2045,19,2564,2543,21,35,29,2020-03-01
NA,甲府市,NA,2346,2328,18,2851,2827,24,29,19,2020-03-01
NA,長野市,NA,2643,2609,34,3315,3258,57,30,50,2020-03-01
NA,岐阜市,NA,5190,5148,42,6273,6215,58,54,63,2020-03-01
NA,豊橋市,NA,1704,1690,14,2029,2015,14,16,24,2020-03-01
NA,豊田市,NA,1726,1716,10,2285,2270,15,19,18,2020-03-01
NA,岡崎市,NA,1600,1590,10,2020,2008,12,21,22,2020-03-01
NA,大津市,NA,3020,3005,15,3932,3910,22,32,36,2020-03-01
NA,高槻市,NA,4266,4259,7,5838,5823,15,39,51,2020-03-01
NA,東大阪市,NA,14053,14002,51,18197,18124,73,126,169,2020-03-01
NA,豊中市,NA,7567,7549,18,9853,9824,29,60,59,2020-03-01
NA,枚方市,NA,5740,5714,26,7629,7585,44,51,73,2020-03-01
NA,八尾市,NA,5905,5902,3,7819,7815,4,72,74,2020-03-01
NA,寝屋川市,NA,5442,5410,32,7227,7176,51,56,46,2020-03-01
NA,姫路市,NA,6687,6674,13,8380,8362,18,68,79,2020-03-01
NA,西宮市,NA,5915,5855,60,7847,7752,95,50,57,2020-03-01
NA,尼崎市,NA,13770,13746,24,17712,17679,33,149,153,2020-03-01
NA,明石市,NA,3917,3902,15,5165,5144,21,40,35,2020-03-01
NA,奈良市,NA,5402,5337,65,7271,7152,119,38,52,2020-03-01
NA,和歌山市,NA,7430,7401,29,9008,8963,45,77,78,2020-03-01
NA,鳥取市,NA,2199,2180,19,2919,2898,21,18,28,2020-03-01
NA,松江市,NA,2068,2058,10,2663,2651,12,29,30,2020-03-01
NA,倉敷市,NA,5296,5290,6,7123,7116,7,76,60,2020-03-01
NA,福山市,NA,4793,4782,11,6167,6156,11,51,46,2020-03-01
NA,呉市,NA,2763,2740,23,3497,3463,34,19,22,2020-03-01
NA,下関市,NA,3217,3204,13,3943,3926,17,19,29,2020-03-01
NA,高松市,NA,4916,4874,42,6205,6158,47,49,50,2020-03-01
NA,松山市,NA,9708,9697,11,11762,11749,13,85,100,2020-03-01
NA,高知市,NA,8940,8905,35,11406,11362,44,70,105,2020-03-01
NA,久留米市,NA,5193,5179,14,6582,6563,19,56,57,2020-03-01
NA,長崎市,NA,9448,9390,58,12363,12283,80,85,92,2020-03-01
NA,佐世保市,NA,4036,4028,8,5135,5127,8,36,50,2020-03-01
NA,大分市,NA,7019,6966,53,8537,8468,69,66,69,2020-03-01
NA,宮崎市,NA,6873,6842,31,8617,8583,34,88,102,2020-03-01
NA,鹿児島市,NA,11695,11604,91,15043,14918,125,92,122,2020-03-01
NA,那覇市,NA,10207,10201,6,13089,13083,6,122,99,2020-03-01
