統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,前橋市,NA,3414,3361,53,4142,4074,68,30,33,2020-02-01
NA,高崎市,NA,2891,2879,12,3465,3452,13,21,22,2020-02-01
NA,川越市,NA,3399,3395,4,4376,4370,6,30,25,2020-02-01
NA,越谷市,NA,3324,3305,19,4353,4320,33,45,32,2020-02-01
NA,川口市,NA,8986,8949,37,11572,11523,49,60,87,2020-02-01
NA,船橋市,NA,7168,7143,25,9137,9100,37,52,67,2020-02-01
NA,柏市,NA,3699,3689,10,4709,4694,15,41,26,2020-02-01
NA,八王子市,NA,7391,7380,11,9390,9378,12,60,55,2020-02-01
NA,横須賀市,NA,4091,4059,32,5215,5170,45,46,43,2020-02-01
NA,富山市,NA,1841,1836,5,2110,2105,5,28,21,2020-02-01
NA,金沢市,NA,3531,3511,20,4098,4074,24,24,32,2020-02-01
NA,福井市,NA,2051,2028,23,2553,2520,33,18,22,2020-02-01
NA,甲府市,NA,2337,2317,20,2840,2815,25,18,20,2020-02-01
NA,長野市,NA,2651,2617,34,3329,3275,54,25,38,2020-02-01
NA,岐阜市,NA,5184,5136,48,6271,6211,60,29,48,2020-02-01
NA,豊橋市,NA,1710,1695,15,2042,2025,17,20,22,2020-02-01
NA,豊田市,NA,1736,1729,7,2313,2303,10,16,29,2020-02-01
NA,岡崎市,NA,1599,1588,11,2015,2002,13,22,20,2020-02-01
NA,大津市,NA,3022,3005,17,3947,3923,24,28,34,2020-02-01
NA,高槻市,NA,4267,4253,14,5851,5824,27,41,40,2020-02-01
NA,東大阪市,NA,14045,13993,52,18213,18133,80,113,118,2020-02-01
NA,豊中市,NA,7562,7545,17,9841,9818,23,58,55,2020-02-01
NA,枚方市,NA,5730,5705,25,7622,7580,42,41,41,2020-02-01
NA,八尾市,NA,5887,5885,2,7799,7795,4,45,54,2020-02-01
NA,寝屋川市,NA,5441,5403,38,7227,7167,60,40,55,2020-02-01
NA,姫路市,NA,6674,6660,14,8389,8368,21,45,55,2020-02-01
NA,西宮市,NA,5909,5842,67,7834,7715,119,38,44,2020-02-01
NA,尼崎市,NA,13750,13727,23,17690,17657,33,88,129,2020-02-01
NA,明石市,NA,3916,3895,21,5176,5146,30,31,39,2020-02-01
NA,奈良市,NA,5396,5326,70,7270,7144,126,26,32,2020-02-01
NA,和歌山市,NA,7433,7410,23,9025,8985,40,62,80,2020-02-01
NA,鳥取市,NA,2192,2169,23,2916,2883,33,15,11,2020-02-01
NA,松江市,NA,2057,2043,14,2650,2636,14,16,18,2020-02-01
NA,倉敷市,NA,5262,5253,9,7077,7066,11,39,42,2020-02-01
NA,福山市,NA,4766,4754,12,6128,6116,12,33,24,2020-02-01
NA,呉市,NA,2770,2745,25,3511,3472,39,17,26,2020-02-01
NA,下関市,NA,3234,3220,14,3964,3946,18,22,36,2020-02-01
NA,高松市,NA,4909,4863,46,6196,6146,50,43,42,2020-02-01
NA,松山市,NA,9694,9683,11,11744,11730,14,67,71,2020-02-01
NA,高知市,NA,8944,8898,46,11408,11353,55,54,74,2020-02-01
NA,久留米市,NA,5190,5175,15,6613,6593,20,84,53,2020-02-01
NA,長崎市,NA,9410,9353,57,12322,12240,82,47,47,2020-02-01
NA,佐世保市,NA,4050,4040,10,5152,5137,15,24,50,2020-02-01
NA,大分市,NA,7007,6951,56,8520,8447,73,48,54,2020-02-01
NA,宮崎市,NA,6849,6825,24,8589,8563,26,50,64,2020-02-01
NA,鹿児島市,NA,11700,11599,101,15061,14914,147,66,97,2020-02-01
NA,那覇市,NA,10162,10154,8,13030,13022,8,80,77,2020-02-01
