統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1632904,1625020,7884,2064214,2053421,10793,15042,16414,2020-02-01
NA,北海道,NA,48127,48044,83,61644,61537,107,331,389,2020-02-01
NA,青森,NA,13656,13624,32,16552,16516,36,105,97,2020-02-01
NA,岩手,NA,6694,6659,35,8345,8294,51,56,63,2020-02-01
NA,宮城,NA,8519,8471,48,11058,10992,66,91,116,2020-02-01
NA,秋田,NA,6920,6896,24,8721,8687,34,61,63,2020-02-01
NA,山形,NA,4781,4742,39,5798,5744,54,46,52,2020-02-01
NA,福島,NA,5453,5421,32,6631,6593,38,65,48,2020-02-01
NA,茨城,NA,22639,22521,118,28130,27986,144,214,241,2020-02-01
NA,栃木,NA,9715,9670,45,11802,11738,64,76,110,2020-02-01
NA,群馬,NA,6223,6191,32,7355,7315,40,60,74,2020-02-01
NA,埼玉,NA,44471,44326,145,57077,56867,210,445,418,2020-02-01
NA,千葉,NA,40871,40675,196,51982,51709,273,427,403,2020-02-01
NA,東京,NA,223716,222637,1079,274882,273319,1563,1879,2256,2020-02-01
NA,神奈川,NA,27257,27103,154,34993,34761,232,296,252,2020-02-01
NA,新潟,NA,7081,7040,41,8867,8802,65,76,76,2020-02-01
NA,富山,NA,1421,1382,39,1620,1574,46,13,23,2020-02-01
NA,石川,NA,2564,2537,27,2960,2928,32,24,28,2020-02-01
NA,福井,NA,1399,1384,15,1629,1612,17,16,24,2020-02-01
NA,山梨,NA,3355,3328,27,4132,4101,31,34,41,2020-02-01
NA,長野,NA,6323,6277,46,7698,7633,65,61,85,2020-02-01
NA,岐阜,NA,4414,4368,46,5368,5316,52,65,61,2020-02-01
NA,静岡,NA,12290,12198,92,14948,14827,121,160,138,2020-02-01
NA,愛知,NA,17650,17530,120,22260,22117,143,184,205,2020-02-01
NA,三重,NA,12499,12405,94,15576,15446,130,115,137,2020-02-01
NA,滋賀,NA,5176,5138,38,7045,6986,59,66,61,2020-02-01
NA,京都,NA,10067,9993,74,13932,13811,121,89,91,2020-02-01
NA,大阪,NA,44869,44752,117,59085,58908,177,404,441,2020-02-01
NA,兵庫,NA,13861,13753,108,18017,17865,152,136,139,2020-02-01
NA,奈良,NA,9171,9110,61,12098,12002,96,64,94,2020-02-01
NA,和歌山,NA,4837,4815,22,5838,5813,25,59,49,2020-02-01
NA,鳥取,NA,3242,3231,11,3979,3960,19,33,37,2020-02-01
NA,島根,NA,2394,2388,6,2937,2931,6,19,28,2020-02-01
NA,岡山,NA,3627,3608,19,4455,4430,25,27,57,2020-02-01
NA,広島,NA,5648,5600,48,7349,7279,70,47,65,2020-02-01
NA,山口,NA,8420,8368,52,10324,10262,62,61,93,2020-02-01
NA,徳島,NA,10413,10368,45,13019,12964,55,91,86,2020-02-01
NA,香川,NA,3248,3231,17,4079,4050,29,31,35,2020-02-01
NA,愛媛,NA,7549,7467,82,9189,9088,101,63,64,2020-02-01
NA,高知,NA,5775,5724,51,7107,7039,68,59,91,2020-02-01
NA,福岡,NA,37310,37170,140,50562,50338,224,247,315,2020-02-01
NA,佐賀,NA,6519,6483,36,7807,7766,41,69,65,2020-02-01
NA,長崎,NA,7874,7835,39,10065,10015,50,59,89,2020-02-01
NA,熊本,NA,7453,7416,37,9378,9324,54,84,85,2020-02-01
NA,大分,NA,9081,9007,74,11112,11018,94,54,95,2020-02-01
NA,宮崎,NA,7408,7387,21,9161,9130,31,66,76,2020-02-01
NA,鹿児島,NA,11766,11616,150,15019,14836,183,113,121,2020-02-01
NA,沖縄,NA,19614,19520,94,24984,24846,138,195,195,2020-02-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01
NA,札幌市,NA,55361,55261,100,71761,71634,127,591,552,2020-02-01
NA,仙台市,NA,14074,13986,88,18323,18201,122,179,170,2020-02-01
NA,さいたま市,NA,15423,15363,60,19694,19599,95,154,163,2020-02-01
NA,千葉市,NA,17009,16814,195,20966,20684,282,292,288,2020-02-01
NA,横浜市,NA,53995,53890,105,68774,68630,144,619,567,2020-02-01
NA,川崎市,NA,23722,23692,30,30142,30103,39,253,276,2020-02-01
NA,相模原市,NA,10303,10279,24,13712,13674,38,90,90,2020-02-01
NA,新潟市,NA,9257,9232,25,11906,11875,31,107,82,2020-02-01
NA,静岡市,NA,7322,7268,54,9222,9159,63,75,68,2020-02-01
NA,浜松市,NA,5663,5601,62,7126,7048,78,78,81,2020-02-01
NA,名古屋市,NA,38228,37996,232,47271,46991,280,485,558,2020-02-01
NA,京都市,NA,32217,31793,424,42615,42011,604,291,298,2020-02-01
NA,大阪市,NA,112577,112009,568,135740,135053,687,1081,1257,2020-02-01
NA,堺市,NA,19228,19197,31,25080,25035,45,187,180,2020-02-01
NA,神戸市,NA,34040,33852,188,44774,44525,249,279,298,2020-02-01
NA,岡山市,NA,9916,9878,38,13008,12960,48,87,113,2020-02-01
NA,広島市,NA,18476,18427,49,24128,24057,71,149,175,2020-02-01
NA,北九州市,NA,18362,18287,75,22854,22774,80,149,163,2020-02-01
NA,福岡市,NA,33536,33382,154,42793,42589,204,372,349,2020-02-01
NA,熊本市,NA,11897,11851,46,15084,15029,55,137,157,2020-02-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01
NA,旭川市,NA,9923,9901,22,12401,12376,25,67,75,2020-02-01
NA,函館市,NA,9362,9350,12,11641,11627,14,75,76,2020-02-01
NA,青森市,NA,6766,6762,4,8400,8396,4,43,45,2020-02-01
NA,八戸市,NA,3488,3480,8,4299,4285,14,13,26,2020-02-01
NA,盛岡市,NA,3834,3812,22,4672,4645,27,27,31,2020-02-01
NA,秋田市,NA,4329,4325,4,5370,5362,8,29,37,2020-02-01
NA,山形市,NA,1790,1764,26,2176,2142,34,17,21,2020-02-01
NA,郡山市,NA,2665,2662,3,3254,3251,3,19,20,2020-02-01
NA,いわき市,NA,3332,3328,4,4301,4297,4,36,46,2020-02-01
NA,福島市,NA,2515,2511,4,3092,3088,4,23,22,2020-02-01
NA,宇都宮市,NA,6703,6667,36,8371,8316,55,56,54,2020-02-01
