統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,横須賀市,NA,4059,4032,27,5195,5154,41,43,40,2019-07-01
NA,富山市,NA,1786,1780,6,2043,2037,6,28,25,2019-07-01
NA,金沢市,NA,3568,3541,27,4154,4119,35,25,41,2019-07-01
NA,福井市,NA,2025,2000,25,2518,2491,27,28,22,2019-07-01
NA,甲府市,NA,2356,2336,20,2886,2861,25,23,19,2019-07-01
NA,長野市,NA,2667,2647,20,3372,3340,32,37,27,2019-07-01
NA,岐阜市,NA,5277,5216,61,6399,6321,78,54,46,2019-07-01
NA,豊橋市,NA,1706,1692,14,2036,2019,17,13,17,2019-07-01
NA,豊田市,NA,1742,1733,9,2343,2332,11,29,12,2019-07-01
NA,岡崎市,NA,1593,1584,9,2031,2018,13,35,18,2019-07-01
NA,大津市,NA,3042,3021,21,3985,3948,37,21,24,2019-07-01
NA,高槻市,NA,4258,4246,12,5921,5897,24,34,37,2019-07-01
NA,東大阪市,NA,14191,14144,47,18555,18489,66,154,139,2019-07-01
NA,豊中市,NA,7600,7562,38,9906,9839,67,71,69,2019-07-01
NA,枚方市,NA,5799,5765,34,7778,7723,55,56,60,2019-07-01
NA,八尾市,NA,5810,5807,3,7740,7736,4,62,42,2019-07-01
NA,寝屋川市,NA,5455,5416,39,7272,7226,46,60,56,2019-07-01
NA,姫路市,NA,6728,6711,17,8477,8455,22,54,59,2019-07-01
NA,西宮市,NA,5919,5843,76,7918,7781,137,46,51,2019-07-01
NA,尼崎市,NA,13816,13793,23,17854,17825,29,138,106,2019-07-01
NA,明石市,NA,3953,3931,22,5227,5195,32,42,31,2019-07-01
NA,奈良市,NA,5415,5346,69,7338,7232,106,39,34,2019-07-01
NA,和歌山市,NA,7564,7546,18,9173,9145,28,67,78,2019-07-01
NA,鳥取市,NA,2229,2203,26,3015,2978,37,22,25,2019-07-01
NA,松江市,NA,2090,2079,11,2723,2701,22,28,26,2019-07-01
NA,倉敷市,NA,5237,5227,10,7106,7093,13,52,34,2019-07-01
NA,福山市,NA,4806,4797,9,6212,6198,14,40,26,2019-07-01
NA,呉市,NA,2798,2771,27,3551,3507,44,19,19,2019-07-01
NA,下関市,NA,3286,3276,10,4040,4029,11,25,29,2019-07-01
NA,高松市,NA,4919,4862,57,6211,6143,68,50,42,2019-07-01
NA,松山市,NA,9758,9743,15,11854,11837,17,83,63,2019-07-01
NA,高知市,NA,9049,9005,44,11549,11493,56,63,79,2019-07-01
NA,久留米市,NA,5097,5081,16,6533,6516,17,32,43,2019-07-01
NA,長崎市,NA,9473,9413,60,12444,12371,73,77,54,2019-07-01
NA,佐世保市,NA,4097,4090,7,5216,5209,7,41,33,2019-07-01
NA,大分市,NA,7023,6972,51,8580,8511,69,61,58,2019-07-01
NA,宮崎市,NA,6881,6868,13,8685,8672,13,70,52,2019-07-01
NA,鹿児島市,NA,11725,11617,108,15148,14972,176,111,79,2019-07-01
NA,那覇市,NA,10067,10050,17,12921,12904,17,95,69,2019-07-01
