統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,京都,NA,10180,10112,68,14280,14167,113,102,106,2019-03-01
NA,大阪,NA,50582,50401,181,67651,67420,231,528,588,2019-03-01
NA,兵庫,NA,13870,13769,101,18214,18075,139,143,177,2019-03-01
NA,奈良,NA,9413,9365,48,12580,12505,75,72,102,2019-03-01
NA,和歌山,NA,4888,4842,46,5927,5866,61,60,57,2019-03-01
NA,鳥取,NA,3300,3288,12,4065,4045,20,43,39,2019-03-01
NA,島根,NA,2405,2398,7,2988,2978,10,24,27,2019-03-01
NA,岡山,NA,3739,3714,25,4664,4633,31,47,67,2019-03-01
NA,広島,NA,5731,5701,30,7537,7497,40,64,76,2019-03-01
NA,山口,NA,8626,8578,48,10680,10620,60,84,93,2019-03-01
NA,徳島,NA,10511,10472,39,13330,13280,50,75,118,2019-03-01
NA,香川,NA,3344,3319,25,4254,4217,37,42,54,2019-03-01
NA,愛媛,NA,7556,7485,71,9260,9163,97,67,83,2019-03-01
NA,高知,NA,5835,5799,36,7202,7156,46,72,65,2019-03-01
NA,福岡,NA,37760,37608,152,51722,51472,250,298,328,2019-03-01
NA,佐賀,NA,6484,6444,40,7852,7809,43,84,72,2019-03-01
NA,長崎,NA,8018,7983,35,10375,10324,51,72,90,2019-03-01
NA,熊本,NA,7458,7423,35,9452,9407,45,88,95,2019-03-01
NA,大分,NA,9013,8934,79,11110,11001,109,105,82,2019-03-01
NA,宮崎,NA,7369,7351,18,9133,9107,26,101,79,2019-03-01
NA,鹿児島,NA,11862,11738,124,15268,15112,156,127,211,2019-03-01
NA,沖縄,NA,19203,19108,95,24775,24623,152,222,214,2019-03-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-01
NA,札幌市,NA,55250,55166,84,72584,72480,104,671,696,2019-03-01
NA,仙台市,NA,13807,13730,77,18221,18114,107,178,155,2019-03-01
NA,さいたま市,NA,15308,15251,57,19753,19673,80,160,211,2019-03-01
NA,千葉市,NA,16802,16614,188,20859,20583,276,246,231,2019-03-01
NA,横浜市,NA,53889,53781,108,69633,69477,156,588,613,2019-03-01
NA,川崎市,NA,23864,23814,50,30681,30615,66,271,341,2019-03-01
NA,相模原市,NA,10257,10226,31,13981,13935,46,91,114,2019-03-01
NA,新潟市,NA,9248,9216,32,12018,11980,38,100,80,2019-03-01
NA,静岡市,NA,7249,7202,47,9226,9165,61,85,88,2019-03-01
NA,浜松市,NA,5669,5583,86,7191,7087,104,85,76,2019-03-01
NA,名古屋市,NA,38241,38040,201,47691,47442,249,557,568,2019-03-01
NA,京都市,NA,32506,32130,376,43552,43038,514,303,317,2019-03-01
NA,大阪市,NA,113543,112886,657,138184,137372,812,1209,1413,2019-03-01
NA,堺市,NA,19260,19226,34,25499,25451,48,211,199,2019-03-01
NA,神戸市,NA,34263,34118,145,45647,45449,198,301,350,2019-03-01
NA,岡山市,NA,9956,9927,29,13174,13136,38,95,121,2019-03-01
NA,広島市,NA,18626,18552,74,24659,24567,92,228,240,2019-03-01
NA,北九州市,NA,18351,18273,78,23049,22964,85,173,196,2019-03-01
NA,福岡市,NA,33533,33419,114,43180,43026,154,314,331,2019-03-01
NA,熊本市,NA,11989,11933,56,15341,15273,68,182,224,2019-03-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-01
NA,旭川市,NA,9954,9936,18,12624,12597,27,91,101,2019-03-01
NA,函館市,NA,9366,9358,8,11800,11792,8,77,81,2019-03-01
NA,青森市,NA,6746,6737,9,8465,8456,9,48,41,2019-03-01
NA,八戸市,NA,3564,3556,8,4424,4415,9,25,25,2019-03-01
NA,盛岡市,NA,3826,3818,8,4768,4758,10,53,37,2019-03-01
NA,秋田市,NA,4351,4344,7,5420,5413,7,37,57,2019-03-01
NA,郡山市,NA,2686,2683,3,3322,3319,3,29,27,2019-03-01
NA,いわき市,NA,3325,3318,7,4294,4287,7,46,43,2019-03-01
NA,福島市,NA,2444,2441,3,3026,3023,3,32,30,2019-03-01
NA,宇都宮市,NA,6661,6623,38,8406,8354,52,61,78,2019-03-01
NA,前橋市,NA,3332,3287,45,4027,3972,55,36,38,2019-03-01
NA,高崎市,NA,2942,2921,21,3534,3508,26,39,39,2019-03-01
NA,川越市,NA,3365,3360,5,4393,4388,5,26,37,2019-03-01
NA,越谷市,NA,3175,3154,21,4230,4205,25,33,36,2019-03-01
NA,川口市,NA,8962,8941,21,11598,11572,26,105,98,2019-03-01
NA,船橋市,NA,7094,7052,42,9096,9037,59,98,82,2019-03-01
NA,柏市,NA,3633,3631,2,4682,4678,4,48,71,2019-03-01
NA,八王子市,NA,7398,7388,10,9463,9450,13,63,73,2019-03-01
NA,横須賀市,NA,4042,4016,26,5188,5151,37,41,40,2019-03-01
NA,富山市,NA,1749,1748,1,2011,2010,1,39,14,2019-03-01
NA,金沢市,NA,3583,3556,27,4211,4177,34,37,38,2019-03-01
NA,長野市,NA,2648,2627,21,3364,3339,25,36,31,2019-03-01
NA,岐阜市,NA,5242,5187,55,6410,6334,76,41,46,2019-03-01
NA,豊橋市,NA,1695,1681,14,2014,1998,16,19,13,2019-03-01
NA,豊田市,NA,1740,1734,6,2356,2348,8,30,27,2019-03-01
NA,岡崎市,NA,1592,1580,12,2038,2024,14,28,36,2019-03-01
NA,大津市,NA,3056,3034,22,4034,4004,30,33,35,2019-03-01
NA,高槻市,NA,4254,4243,11,5977,5963,14,36,45,2019-03-01
NA,東大阪市,NA,14273,14213,60,18852,18742,110,108,149,2019-03-01
NA,豊中市,NA,7570,7541,29,9989,9939,50,55,82,2019-03-01
NA,枚方市,NA,5794,5766,28,7855,7817,38,57,69,2019-03-01
NA,八尾市,NA,5797,5795,2,7809,7805,4,66,59,2019-03-01
NA,姫路市,NA,6756,6739,17,8574,8553,21,50,71,2019-03-01
NA,西宮市,NA,5925,5849,76,7967,7835,132,35,52,2019-03-01
NA,尼崎市,NA,13837,13811,26,18010,17972,38,126,145,2019-03-01
NA,明石市,NA,3932,3911,21,5252,5216,36,32,34,2019-03-01
NA,奈良市,NA,5407,5357,50,7365,7301,64,35,40,2019-03-01
NA,和歌山市,NA,7650,7629,21,9281,9248,33,82,91,2019-03-01
NA,鳥取市,NA,2232,2201,31,3057,2997,60,17,28,2019-03-01
NA,松江市,NA,2101,2098,3,2750,2744,6,31,28,2019-03-01
NA,倉敷市,NA,5258,5241,17,7175,7152,23,61,61,2019-03-01
NA,福山市,NA,4837,4816,21,6304,6267,37,47,66,2019-03-01
NA,呉市,NA,2811,2768,43,3568,3517,51,14,29,2019-03-01
NA,下関市,NA,3342,3326,16,4134,4115,19,30,37,2019-03-01
NA,高松市,NA,4883,4837,46,6207,6149,58,49,65,2019-03-01
NA,松山市,NA,9771,9760,11,11946,11931,15,80,88,2019-03-01
NA,高知市,NA,9085,9032,53,11688,11621,67,74,78,2019-03-01
NA,久留米市,NA,5130,5118,12,6607,6590,17,36,55,2019-03-01
NA,長崎市,NA,9491,9429,62,12574,12505,69,87,85,2019-03-01
NA,佐世保市,NA,4094,4088,6,5262,5256,6,39,36,2019-03-01
NA,大分市,NA,6941,6894,47,8522,8462,60,55,54,2019-03-01
NA,宮崎市,NA,6889,6876,13,8739,8725,14,62,78,2019-03-01
NA,鹿児島市,NA,11687,11582,105,15146,15024,122,107,121,2019-03-01
NA,那覇市,NA,9974,9957,17,12911,12893,18,93,69,2019-03-01
