統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1636334,1628654,7680,2090578,2080121,10457,17591,18896,2019-03-01
NA,北海道,NA,48715,48652,63,63315,63228,87,476,512,2019-03-01
NA,青森,NA,13684,13662,22,16687,16663,24,128,138,2019-03-01
NA,岩手,NA,6751,6721,30,8499,8451,48,92,83,2019-03-01
NA,宮城,NA,8377,8339,38,11007,10956,51,124,100,2019-03-01
NA,秋田,NA,7073,7057,16,9012,8993,19,65,81,2019-03-01
NA,山形,NA,6472,6406,66,7906,7820,86,80,72,2019-03-01
NA,福島,NA,5475,5437,38,6688,6641,47,69,62,2019-03-01
NA,茨城,NA,22468,22359,109,28174,28031,143,314,263,2019-03-01
NA,栃木,NA,9813,9757,56,12091,12011,80,107,127,2019-03-01
NA,群馬,NA,6228,6192,36,7465,7419,46,67,77,2019-03-01
NA,埼玉,NA,44090,43933,157,57261,57064,197,524,537,2019-03-01
NA,千葉,NA,40434,40244,190,51874,51610,264,511,489,2019-03-01
NA,東京,NA,224682,223736,946,278159,276761,1398,2305,2507,2019-03-01
NA,神奈川,NA,26945,26835,110,34921,34765,156,308,327,2019-03-01
NA,新潟,NA,7115,7086,29,8967,8917,50,119,81,2019-03-01
NA,富山,NA,1465,1429,36,1677,1630,47,33,25,2019-03-01
NA,石川,NA,2588,2563,25,3011,2975,36,33,29,2019-03-01
NA,福井,NA,3391,3340,51,4138,4074,64,39,43,2019-03-01
NA,山梨,NA,5724,5662,62,7026,6953,73,63,74,2019-03-01
NA,長野,NA,6340,6294,46,7760,7694,66,94,95,2019-03-01
NA,岐阜,NA,4380,4324,56,5354,5289,65,62,58,2019-03-01
NA,静岡,NA,12104,12019,85,14815,14704,111,150,159,2019-03-01
NA,愛知,NA,17697,17550,147,22629,22416,213,229,259,2019-03-01
NA,三重,NA,12512,12430,82,15840,15732,108,126,143,2019-03-01
NA,滋賀,NA,5161,5120,41,7141,7072,69,90,79,2019-03-01
