統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1634303,1626256,8047,2075282,2064278,11004,16158,15788,2019-06-01
NA,北海道,NA,48405,48322,83,62294,62187,107,336,447,2019-06-01
NA,青森,NA,13656,13631,25,16551,16525,26,119,103,2019-06-01
NA,岩手,NA,6733,6699,34,8419,8381,38,57,85,2019-06-01
NA,宮城,NA,8410,8377,33,10979,10932,47,107,67,2019-06-01
NA,秋田,NA,7022,6998,24,8888,8855,33,54,74,2019-06-01
NA,山形,NA,4739,4695,44,5751,5692,59,49,67,2019-06-01
NA,福島,NA,5504,5467,37,6699,6651,48,93,56,2019-06-01
NA,茨城,NA,22537,22417,120,28132,27987,145,268,241,2019-06-01
NA,栃木,NA,9781,9732,49,11964,11885,79,110,101,2019-06-01
NA,群馬,NA,6230,6201,29,7413,7377,36,70,73,2019-06-01
NA,埼玉,NA,44173,44005,168,57035,56808,227,499,339,2019-06-01
NA,千葉,NA,40630,40430,200,51869,51592,277,477,380,2019-06-01
NA,東京,NA,224334,223331,1003,276517,275102,1415,2034,2027,2019-06-01
NA,神奈川,NA,27043,26936,107,34922,34761,161,365,292,2019-06-01
NA,新潟,NA,7111,7071,40,8912,8850,62,77,95,2019-06-01
NA,富山,NA,1463,1428,35,1664,1624,40,20,16,2019-06-01
NA,石川,NA,2581,2549,32,2993,2950,43,21,32,2019-06-01
NA,福井,NA,1389,1370,19,1624,1602,22,16,15,2019-06-01
NA,山梨,NA,3360,3319,41,4144,4095,49,41,32,2019-06-01
NA,長野,NA,6343,6308,35,7740,7693,47,73,77,2019-06-01
NA,岐阜,NA,4366,4315,51,5315,5251,64,50,44,2019-06-01
NA,静岡,NA,12144,12043,101,14845,14706,139,147,121,2019-06-01
NA,愛知,NA,17629,17490,139,22378,22188,190,201,227,2019-06-01
NA,三重,NA,12535,12445,90,15714,15598,116,140,142,2019-06-01
NA,滋賀,NA,5136,5097,39,7050,6988,62,61,65,2019-06-01
NA,京都,NA,10155,10088,67,14072,13965,107,77,108,2019-06-01
NA,大阪,NA,45020,44864,156,59735,59530,205,439,448,2019-06-01
NA,兵庫,NA,13861,13751,110,18062,17901,161,162,140,2019-06-01
NA,奈良,NA,9334,9283,51,12404,12325,79,65,82,2019-06-01
NA,和歌山,NA,4876,4838,38,5877,5831,46,47,48,2019-06-01
NA,鳥取,NA,3296,3284,12,4054,4041,13,40,55,2019-06-01
NA,島根,NA,2435,2431,4,3007,3002,5,29,38,2019-06-01
NA,岡山,NA,3693,3672,21,4540,4516,24,44,40,2019-06-01
NA,広島,NA,5681,5642,39,7409,7349,60,51,64,2019-06-01
NA,山口,NA,8583,8526,57,10583,10514,69,72,75,2019-06-01
NA,徳島,NA,10469,10429,40,13165,13114,51,92,76,2019-06-01
NA,香川,NA,3319,3287,32,4197,4144,53,41,36,2019-06-01
NA,愛媛,NA,7566,7485,81,9223,9117,106,73,64,2019-06-01
NA,高知,NA,5805,5753,52,7129,7055,74,56,63,2019-06-01
NA,福岡,NA,37630,37492,138,51170,50944,226,266,293,2019-06-01
NA,佐賀,NA,6494,6437,57,7831,7764,67,72,54,2019-06-01
NA,長崎,NA,7998,7963,35,10292,10244,48,78,62,2019-06-01
NA,熊本,NA,7473,7430,43,9439,9384,55,89,89,2019-06-01
NA,大分,NA,9021,8948,73,11099,11010,89,85,67,2019-06-01
NA,宮崎,NA,7402,7380,22,9160,9128,32,91,66,2019-06-01
NA,鹿児島,NA,11820,11700,120,15110,14949,161,113,117,2019-06-01
NA,沖縄,NA,19272,19164,108,24700,24508,192,198,156,2019-06-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01
NA,札幌市,NA,55129,54938,191,71752,71510,242,545,519,2019-06-01
