統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,長崎,NA,7991,7952,39,10269,10221,48,69,80,2019-10-01
NA,熊本,NA,7494,7461,33,9470,9415,55,101,91,2019-10-01
NA,大分,NA,9137,9066,71,11199,11103,96,94,69,2019-10-01
NA,宮崎,NA,7451,7425,26,9211,9173,38,95,93,2019-10-01
NA,鹿児島,NA,11832,11697,135,15160,14989,171,129,129,2019-10-01
NA,沖縄,NA,19476,19375,101,24864,24692,172,203,178,2019-10-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01
NA,札幌市,NA,55270,55136,134,71745,71582,163,632,617,2019-10-01
NA,仙台市,NA,13985,13873,112,18276,18130,146,181,151,2019-10-01
NA,さいたま市,NA,15419,15363,56,19731,19646,85,211,157,2019-10-01
NA,千葉市,NA,16991,16809,182,20991,20729,262,254,253,2019-10-01
NA,横浜市,NA,54024,53891,133,69102,68920,182,673,682,2019-10-01
NA,川崎市,NA,23737,23692,45,30253,30193,60,297,286,2019-10-01
NA,相模原市,NA,10322,10291,31,13828,13777,51,118,101,2019-10-01
NA,新潟市,NA,9245,9205,40,11911,11857,54,107,89,2019-10-01
NA,静岡市,NA,7351,7282,69,9258,9163,95,112,84,2019-10-01
NA,浜松市,NA,5689,5618,71,7182,7091,91,83,83,2019-10-01
NA,名古屋市,NA,38363,38111,252,47515,47191,324,549,569,2019-10-01
NA,京都市,NA,32332,31915,417,42860,42256,604,308,342,2019-10-01
NA,大阪市,NA,113051,112398,653,136529,135739,790,1253,1407,2019-10-01
NA,堺市,NA,19329,19298,31,25299,25258,41,233,219,2019-10-01
NA,神戸市,NA,34142,33988,154,45058,44854,204,323,315,2019-10-01
NA,岡山市,NA,9905,9859,46,13042,12983,59,87,98,2019-10-01
NA,広島市,NA,18597,18541,56,24380,24299,81,209,180,2019-10-01
NA,北九州市,NA,18415,18345,70,22975,22900,75,193,174,2019-10-01
NA,福岡市,NA,33661,33522,139,42974,42800,174,428,394,2019-10-01
NA,熊本市,NA,11899,11852,47,15077,15012,65,167,143,2019-10-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01
NA,旭川市,NA,9912,9866,46,12403,12352,51,79,82,2019-10-01
NA,函館市,NA,9385,9370,15,11700,11681,19,78,98,2019-10-01
NA,青森市,NA,6768,6765,3,8419,8416,3,49,43,2019-10-01
NA,八戸市,NA,3523,3501,22,4354,4325,29,23,30,2019-10-01
NA,盛岡市,NA,3833,3804,29,4703,4661,42,34,43,2019-10-01
NA,秋田市,NA,4339,4333,6,5395,5389,6,39,37,2019-10-01
NA,山形市,NA,1768,1739,29,2159,2122,37,18,19,2019-10-01
NA,郡山市,NA,2687,2681,6,3288,3282,6,28,18,2019-10-01
NA,いわき市,NA,3352,3346,6,4357,4350,7,47,40,2019-10-01
NA,福島市,NA,2508,2507,1,3081,3080,1,39,18,2019-10-01
NA,宇都宮市,NA,6703,6669,34,8366,8319,47,68,52,2019-10-01
NA,前橋市,NA,3381,3326,55,4082,4017,65,38,38,2019-10-01
NA,高崎市,NA,2932,2914,18,3511,3491,20,32,30,2019-10-01
NA,川越市,NA,3389,3382,7,4377,4365,12,42,25,2019-10-01
NA,越谷市,NA,3259,3244,15,4296,4273,23,51,21,2019-10-01
NA,川口市,NA,8979,8949,30,11573,11527,46,86,87,2019-10-01
NA,船橋市,NA,7169,7121,48,9139,9057,82,103,67,2019-10-01
NA,柏市,NA,3677,3670,7,4707,4694,13,37,26,2019-10-01
NA,八王子市,NA,7404,7395,9,9397,9385,12,64,69,2019-10-01
NA,横須賀市,NA,4073,4052,21,5184,5155,29,42,32,2019-10-01
NA,富山市,NA,1809,1808,1,2072,2071,1,30,20,2019-10-01
NA,金沢市,NA,3549,3524,25,4139,4110,29,30,35,2019-10-01
NA,福井市,NA,2041,2020,21,2536,2510,26,24,14,2019-10-01
NA,甲府市,NA,2351,2333,18,2872,2848,24,28,22,2019-10-01
NA,長野市,NA,2653,2619,34,3342,3291,51,24,29,2019-10-01
NA,岐阜市,NA,5239,5185,54,6337,6262,75,29,38,2019-10-01
NA,豊橋市,NA,1697,1680,17,2033,2015,18,25,15,2019-10-01
NA,豊田市,NA,1741,1738,3,2339,2332,7,16,23,2019-10-01
NA,岡崎市,NA,1593,1583,10,2007,1992,15,22,15,2019-10-01
NA,大津市,NA,3018,2996,22,3944,3913,31,12,27,2019-10-01
NA,高槻市,NA,4268,4259,9,5905,5889,16,56,29,2019-10-01
NA,東大阪市,NA,14118,14056,62,18400,18318,82,121,139,2019-10-01
NA,豊中市,NA,7578,7544,34,9885,9829,56,49,54,2019-10-01
NA,枚方市,NA,5784,5738,46,7703,7630,73,62,66,2019-10-01
NA,八尾市,NA,5878,5875,3,7791,7787,4,62,51,2019-10-01
NA,寝屋川市,NA,5464,5430,34,7266,7215,51,41,45,2019-10-01
NA,姫路市,NA,6698,6684,14,8411,8393,18,59,54,2019-10-01
NA,西宮市,NA,5926,5858,68,7884,7757,127,59,47,2019-10-01
NA,尼崎市,NA,13815,13790,25,17803,17768,35,138,119,2019-10-01
NA,明石市,NA,3945,3924,21,5218,5190,28,35,42,2019-10-01
NA,奈良市,NA,5407,5326,81,7314,7179,135,39,33,2019-10-01
NA,和歌山市,NA,7505,7487,18,9115,9084,31,70,65,2019-10-01
NA,鳥取市,NA,2216,2183,33,2983,2935,48,18,25,2019-10-01
NA,松江市,NA,2074,2062,12,2684,2665,19,20,21,2019-10-01
NA,倉敷市,NA,5269,5259,10,7129,7112,17,64,53,2019-10-01
NA,福山市,NA,4813,4801,12,6201,6188,13,47,33,2019-10-01
NA,呉市,NA,2796,2769,27,3551,3504,47,23,28,2019-10-01
NA,下関市,NA,3271,3257,14,4024,4009,15,28,28,2019-10-01
NA,高松市,NA,4911,4850,61,6206,6129,77,46,46,2019-10-01
NA,松山市,NA,9754,9744,10,11826,11814,12,67,95,2019-10-01
NA,高知市,NA,9023,8954,69,11514,11422,92,66,85,2019-10-01
NA,久留米市,NA,5095,5080,15,6543,6525,18,47,34,2019-10-01
NA,長崎市,NA,9472,9396,76,12454,12354,100,82,54,2019-10-01
NA,佐世保市,NA,4089,4080,9,5201,5189,12,40,52,2019-10-01
NA,大分市,NA,7039,6986,53,8568,8501,67,62,57,2019-10-01
NA,宮崎市,NA,6890,6874,16,8691,8675,16,72,78,2019-10-01
NA,鹿児島市,NA,11748,11643,105,15148,14992,156,115,93,2019-10-01
NA,那覇市,NA,10151,10136,15,13017,13001,16,89,79,2019-10-01
