統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
全国,NA,NA,1637637,1629206,8431,2074149,2062473,11676,17523,17166,2019-10-01
NA,北海道,NA,48192,48113,79,61781,61680,101,388,407,2019-10-01
NA,青森,NA,13677,13645,32,16584,16547,37,130,106,2019-10-01
NA,岩手,NA,6726,6682,44,8393,8333,60,82,73,2019-10-01
NA,宮城,NA,8510,8472,38,11101,11037,64,121,97,2019-10-01
NA,秋田,NA,6984,6966,18,8811,8786,25,70,74,2019-10-01
NA,山形,NA,4780,4734,46,5783,5715,68,55,61,2019-10-01
NA,福島,NA,5529,5511,18,6710,6688,22,64,68,2019-10-01
NA,茨城,NA,22696,22569,127,28241,28075,166,265,199,2019-10-01
NA,栃木,NA,9808,9748,60,11945,11859,86,108,100,2019-10-01
NA,群馬,NA,6237,6207,30,7391,7355,36,68,70,2019-10-01
NA,埼玉,NA,44552,44367,185,57288,57039,249,505,445,2019-10-01
NA,千葉,NA,40903,40715,188,52144,51875,269,502,433,2019-10-01
NA,東京,NA,224601,223471,1130,276132,274514,1618,2182,2326,2019-10-01
NA,神奈川,NA,27153,27018,135,34962,34757,205,302,299,2019-10-01
NA,新潟,NA,7111,7062,49,8920,8857,63,98,84,2019-10-01
NA,富山,NA,1446,1409,37,1648,1606,42,20,29,2019-10-01
NA,石川,NA,2573,2543,30,2983,2940,43,17,20,2019-10-01
NA,福井,NA,1401,1377,24,1634,1607,27,16,16,2019-10-01
NA,山梨,NA,3377,3347,30,4172,4126,46,52,41,2019-10-01
NA,長野,NA,6371,6308,63,7743,7653,90,90,80,2019-10-01
NA,岐阜,NA,4391,4343,48,5319,5266,53,54,52,2019-10-01
NA,静岡,NA,12247,12158,89,14916,14804,112,148,122,2019-10-01
NA,愛知,NA,17717,17593,124,22383,22206,177,218,213,2019-10-01
NA,三重,NA,12599,12502,97,15713,15568,145,153,163,2019-10-01
NA,滋賀,NA,5179,5154,25,7082,7048,34,79,70,2019-10-01
NA,京都,NA,10081,10016,65,13947,13841,106,85,93,2019-10-01
NA,大阪,NA,45053,44882,171,59479,59225,254,465,512,2019-10-01
NA,兵庫,NA,13908,13787,121,18105,17933,172,169,146,2019-10-01
NA,奈良,NA,9276,9220,56,12307,12206,101,57,83,2019-10-01
NA,和歌山,NA,4862,4828,34,5877,5834,43,40,61,2019-10-01
NA,鳥取,NA,3266,3252,14,4006,3990,16,40,37,2019-10-01
NA,島根,NA,2421,2413,8,2973,2964,9,19,27,2019-10-01
NA,岡山,NA,3695,3670,25,4540,4512,28,40,55,2019-10-01
NA,広島,NA,5704,5657,47,7435,7365,70,79,70,2019-10-01
NA,山口,NA,8541,8491,50,10496,10432,64,89,106,2019-10-01
NA,徳島,NA,10417,10376,41,13036,12982,54,88,90,2019-10-01
NA,香川,NA,3308,3272,36,4180,4124,56,43,47,2019-10-01
NA,愛媛,NA,7592,7520,72,9232,9131,101,80,79,2019-10-01
NA,高知,NA,5800,5750,50,7147,7079,68,58,44,2019-10-01
NA,福岡,NA,37562,37419,143,51017,50770,247,277,303,2019-10-01
NA,佐賀,NA,6554,6509,45,7887,7832,55,84,63,2019-10-01
