"unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","id","date","year","prefec_kanji","prefec"
2878,1127,1751,311084118,136448777,174635341,41,"2021-12-01",2021,"佐賀","Saga"
4858,1987,2871,517759676,241638732,276120944,42,"2021-12-01",2021,"長崎","Nagasaki"
6395,2709,3686,757029643,361301369,395728274,43,"2021-12-01",2021,"熊本","Kumamoto"
4625,1861,2764,518508463,242188176,276320287,44,"2021-12-01",2021,"大分","Oita"
4189,1735,2454,467462995,221574812,245888183,45,"2021-12-01",2021,"宮崎","Miyazaki"
6058,2357,3701,658278803,295086523,363192280,46,"2021-12-01",2021,"鹿児島","Kagoshima"
5383,2300,3083,643476156,309514458,333961698,47,"2021-12-01",2021,"沖縄","Okinawa"
396398,176017,220381,52373706442,25981157566,26392548876,99,"2022-01-01",2022,"全国","zenkoku"
18970,7522,11448,2405656927,1081845987,1323810940,1,"2022-01-01",2022,"北海道","Hokkaido"
4746,2024,2722,538967448,262117099,276850349,2,"2022-01-01",2022,"青森","Aomori"
3750,1618,2132,424134604,206536754,217597850,3,"2022-01-01",2022,"岩手","Iwate"
7569,3241,4328,983977588,475404158,508573430,4,"2022-01-01",2022,"宮城","Miyagi"
3082,1292,1790,363969459,171231791,192737668,5,"2022-01-01",2022,"秋田","Akita"
3003,1339,1664,348697507,171455570,177241937,6,"2022-01-01",2022,"山形","Yamagata"
6042,2790,3252,777929289,397771415,380157874,7,"2022-01-01",2022,"福島","Fukushima"
7820,3745,4075,1033961983,557620328,476341655,8,"2022-01-01",2022,"茨城","Ibaraki"
5899,2890,3009,764460375,426138971,338321404,9,"2022-01-01",2022,"栃木","Tochigi"
5371,2564,2807,662812630,349471455,313341175,10,"2022-01-01",2022,"群馬","Gunma"
21943,10803,11140,2999921802,1624423321,1375498481,11,"2022-01-01",2022,"埼玉","Saitama"
17591,8452,9139,2458318552,1295179489,1163139063,12,"2022-01-01",2022,"千葉","Chiba"
41587,19015,22572,6607764753,3244026810,3363737943,13,"2022-01-01",2022,"東京","Tokyo"
25545,12354,13191,3744214289,1983391687,1760822602,14,"2022-01-01",2022,"神奈川","Kanagawa"
6407,2780,3627,812611415,392384829,420226586,15,"2022-01-01",2022,"新潟","Niigata"
2733,1200,1533,336174477,166972689,169201788,16,"2022-01-01",2022,"富山","Toyama"
3526,1446,2080,456170650,210647415,245523235,17,"2022-01-01",2022,"石川","Ishikawa"
2186,919,1267,252870647,118295237,134575410,18,"2022-01-01",2022,"福井","Fukui"
2206,1005,1201,275255624,139295022,135960602,19,"2022-01-01",2022,"山梨","Yamanashi"
6256,2752,3504,777173818,383291583,393882235,20,"2022-01-01",2022,"長野","Nagano"
5621,2492,3129,674553299,340313031,334240268,21,"2022-01-01",2022,"岐阜","Gifu"
11018,4999,6019,1440415329,732762019,707653310,22,"2022-01-01",2022,"静岡","Shizuoka"
21797,9809,11988,3033652405,1525772873,1507879532,23,"2022-01-01",2022,"愛知","Aichi"
5794,2642,3152,727365388,377248599,350116789,24,"2022-01-01",2022,"三重","Mie"
4713,2052,2661,572691021,286546091,286144930,25,"2022-01-01",2022,"滋賀","Shiga"
8224,3518,4706,1075897025,512742638,563154387,26,"2022-01-01",2022,"京都","Kyoto"
29859,13078,16781,4002427196,1951354380,2051072816,27,"2022-01-01",2022,"大阪","Osaka"
18292,7801,10491,2340475754,1126274468,1214201286,28,"2022-01-01",2022,"兵庫","Hyogo"
3859,1753,2106,496602653,254173886,242428767,29,"2022-01-01",2022,"奈良","Nara"
2919,1290,1629,343534621,177271386,166263235,30,"2022-01-01",2022,"和歌山","Wakayama"
1843,837,1006,209225240,102408633,106816607,31,"2022-01-01",2022,"鳥取","Tottori"
2014,851,1163,227520675,105931044,121589631,32,"2022-01-01",2022,"島根","Shimane"
6274,2807,3467,737228727,368184149,369044578,33,"2022-01-01",2022,"岡山","Okayama"
9235,3853,5382,1133098068,539927852,593170216,34,"2022-01-01",2022,"広島","Hiroshima"
3965,1632,2333,491844020,235146018,256698002,35,"2022-01-01",2022,"山口","Yamaguchi"
2211,1050,1161,277143348,148818802,128324546,36,"2022-01-01",2022,"徳島","Tokushima"
3060,1322,1738,373804086,184456552,189347534,37,"2022-01-01",2022,"香川","Kagawa"
4243,1745,2498,497605800,232981978,264623822,38,"2022-01-01",2022,"愛媛","Ehime"
2384,1012,1372,291771012,137381145,154389867,39,"2022-01-01",2022,"高知","Kochi"
19448,7962,11486,2455975797,1139819262,1316156535,40,"2022-01-01",2022,"福岡","Fukuoka"
2911,1176,1735,346011003,159248426,186762577,41,"2022-01-01",2022,"佐賀","Saga"
4925,2035,2890,599795789,280417353,319378436,42,"2022-01-01",2022,"長崎","Nagasaki"
6141,2627,3514,715403738,347509460,367894278,43,"2022-01-01",2022,"熊本","Kumamoto"
4573,1817,2756,522613255,238038032,284575223,44,"2022-01-01",2022,"大分","Oita"
4014,1654,2360,464230125,218917847,245312278,45,"2022-01-01",2022,"宮崎","Miyazaki"
5912,2330,3582,714753438,323088078,391665360,46,"2022-01-01",2022,"鹿児島","Kagoshima"
4917,2122,2795,583023793,276921954,306101839,47,"2022-01-01",2022,"沖縄","Okinawa"
376271,167770,208501,44751082714,22343647031,22407435683,99,"2022-02-01",2022,"全国","zenkoku"
18077,7276,10801,2028835797,928586996,1100248801,1,"2022-02-01",2022,"北海道","Hokkaido"
4642,2028,2614,495610568,248593827,247016741,2,"2022-02-01",2022,"青森","Aomori"
3493,1493,2000,367969555,180947794,187021761,3,"2022-02-01",2022,"岩手","Iwate"
7249,3111,4138,829727198,401936888,427790310,4,"2022-02-01",2022,"宮城","Miyagi"
2864,1208,1656,301775186,142029943,159745243,5,"2022-02-01",2022,"秋田","Akita"
2892,1268,1624,312568829,153622625,158946204,6,"2022-02-01",2022,"山形","Yamagata"
5681,2624,3057,665574394,347695271,317879123,7,"2022-02-01",2022,"福島","Fukushima"
7426,3523,3903,898631399,482641439,415989960,8,"2022-02-01",2022,"茨城","Ibaraki"
5620,2764,2856,660508143,369000096,291508047,9,"2022-02-01",2022,"栃木","Tochigi"
5086,2471,2615,598407072,327283209,271123863,10,"2022-02-01",2022,"群馬","Gunma"
20540,10154,10386,2573689596,1404687985,1169001611,11,"2022-02-01",2022,"埼玉","Saitama"
16888,8138,8750,2190484606,1163268213,1027216393,12,"2022-02-01",2022,"千葉","Chiba"
38634,17681,20953,5158290308,2534251357,2624038951,13,"2022-02-01",2022,"東京","Tokyo"
24678,11914,12764,3181349706,1677424570,1503925136,14,"2022-02-01",2022,"神奈川","Kanagawa"
6207,2752,3455,695943611,344454427,351489184,15,"2022-02-01",2022,"新潟","Niigata"
2552,1142,1410,296839753,148995057,147844696,16,"2022-02-01",2022,"富山","Toyama"
3385,1399,1986,392236057,182148689,210087368,17,"2022-02-01",2022,"石川","Ishikawa"
2041,844,1197,224766938,103793946,120972992,18,"2022-02-01",2022,"福井","Fukui"
2182,985,1197,253853663,126058368,127795295,19,"2022-02-01",2022,"山梨","Yamanashi"
5952,2609,3343,658133841,323656958,334476883,20,"2022-02-01",2022,"長野","Nagano"
5404,2403,3001,618204383,311537570,306666813,21,"2022-02-01",2022,"岐阜","Gifu"
10544,4782,5762,1212891642,615996289,596895353,22,"2022-02-01",2022,"静岡","Shizuoka"
20696,9279,11417,2522334824,1263255808,1259079016,23,"2022-02-01",2022,"愛知","Aichi"
5492,2556,2936,635263722,338176013,297087709,24,"2022-02-01",2022,"三重","Mie"
4514,1966,2548,517233569,255969419,261264150,25,"2022-02-01",2022,"滋賀","Shiga"
7692,3285,4407,922920963,443634097,479286866,26,"2022-02-01",2022,"京都","Kyoto"
28614,12594,16020,3487888586,1708878199,1779010387,27,"2022-02-01",2022,"大阪","Osaka"
17398,7548,9850,2061724641,1013152417,1048572224,28,"2022-02-01",2022,"兵庫","Hyogo"
3598,1645,1953,431288270,226132290,205155980,29,"2022-02-01",2022,"奈良","Nara"
2844,1278,1566,307737316,159833143,147904173,30,"2022-02-01",2022,"和歌山","Wakayama"
1706,767,939,181516839,92136675,89380164,31,"2022-02-01",2022,"鳥取","Tottori"
1868,795,1073,199436220,93720043,105716177,32,"2022-02-01",2022,"島根","Shimane"
5701,2569,3132,628487928,317337507,311150421,33,"2022-02-01",2022,"岡山","Okayama"
8706,3702,5004,991286680,481006955,510279725,34,"2022-02-01",2022,"広島","Hiroshima"
3758,1533,2225,424086141,199967083,224119058,35,"2022-02-01",2022,"山口","Yamaguchi"
2068,986,1082,237862671,126050747,111811924,36,"2022-02-01",2022,"徳島","Tokushima"
2815,1225,1590,314544995,153863285,160681710,37,"2022-02-01",2022,"香川","Kagawa"
4111,1709,2402,442607980,211545865,231062115,38,"2022-02-01",2022,"愛媛","Ehime"
2229,960,1269,248224944,119287055,128937889,39,"2022-02-01",2022,"高知","Kochi"
18639,7656,10983,2144055514,993028315,1151027199,40,"2022-02-01",2022,"福岡","Fukuoka"
2770,1126,1644,303355961,141726368,161629593,41,"2022-02-01",2022,"佐賀","Saga"
4618,1869,2749,488207978,231086201,257121777,42,"2022-02-01",2022,"長崎","Nagasaki"
5827,2543,3284,644601264,319439308,325161956,43,"2022-02-01",2022,"熊本","Kumamoto"
4242,1723,2519,450656410,211666963,238989447,44,"2022-02-01",2022,"大分","Oita"
3828,1570,2258,410091193,193992907,216098286,45,"2022-02-01",2022,"宮崎","Miyazaki"
5529,2133,3396,588615724,264062657,324553067,46,"2022-02-01",2022,"鹿児島","Kagoshima"
4971,2184,2787,550760136,266086194,284673942,47,"2022-02-01",2022,"沖縄","Okinawa"
377701,168936,208765,52288815842,26195107162,26093708680,99,"2022-03-01",2022,"全国","zenkoku"
18156,7461,10695,2367422846,1105531976,1261890870,1,"2022-03-01",2022,"北海道","Hokkaido"
4960,2207,2753,638448706,328473888,309974818,2,"2022-03-01",2022,"青森","Aomori"
3560,1556,2004,452064450,222173136,229891314,3,"2022-03-01",2022,"岩手","Iwate"
7300,3095,4205,975723989,470859152,504864837,4,"2022-03-01",2022,"宮城","Miyagi"
2957,1263,1694,355794689,170763217,185031472,5,"2022-03-01",2022,"秋田","Akita"
2885,1271,1614,379862826,186763213,193099613,6,"2022-03-01",2022,"山形","Yamagata"
5843,2743,3100,803194671,415333818,387860853,7,"2022-03-01",2022,"福島","Fukushima"
7308,3514,3794,1063606209,574679901,488926308,8,"2022-03-01",2022,"茨城","Ibaraki"
5598,2763,2835,779813733,435659157,344154576,9,"2022-03-01",2022,"栃木","Tochigi"
5127,2519,2608,723425641,394768016,328657625,10,"2022-03-01",2022,"群馬","Gunma"
20828,10242,10586,3064659246,1663837229,1400822017,11,"2022-03-01",2022,"埼玉","Saitama"
16800,8076,8724,2489056114,1329578890,1159477224,12,"2022-03-01",2022,"千葉","Chiba"
38775,17703,21072,5940275811,2910926336,3029349475,13,"2022-03-01",2022,"東京","Tokyo"
24327,11660,12667,3646545558,1906854595,1739690963,14,"2022-03-01",2022,"神奈川","Kanagawa"
6119,2739,3380,779412657,390580778,388831879,15,"2022-03-01",2022,"新潟","Niigata"
2610,1175,1435,351406207,174227522,177178685,16,"2022-03-01",2022,"富山","Toyama"
3329,1381,1948,444391488,208172925,236218563,17,"2022-03-01",2022,"石川","Ishikawa"
2157,878,1279,283986142,126192322,157793820,18,"2022-03-01",2022,"福井","Fukui"
2170,981,1189,300562483,154023958,146538525,19,"2022-03-01",2022,"山梨","Yamanashi"
5998,2666,3332,783100673,387534163,395566510,20,"2022-03-01",2022,"長野","Nagano"
5347,2436,2911,733167639,380392014,352775625,21,"2022-03-01",2022,"岐阜","Gifu"
10596,4797,5799,1443805539,726195782,717609757,22,"2022-03-01",2022,"静岡","Shizuoka"
20584,9261,11323,2958364346,1482726151,1475638195,23,"2022-03-01",2022,"愛知","Aichi"
5637,2648,2989,742440330,401789184,340651146,24,"2022-03-01",2022,"三重","Mie"
4618,2041,2577,630615794,317295346,313320448,25,"2022-03-01",2022,"滋賀","Shiga"
7648,3251,4397,1043290121,501694563,541595558,26,"2022-03-01",2022,"京都","Kyoto"
28515,12528,15987,3965456570,1949299719,2016156851,27,"2022-03-01",2022,"大阪","Osaka"
17324,7524,9800,2398730492,1184553384,1214177108,28,"2022-03-01",2022,"兵庫","Hyogo"
3661,1687,1974,494097260,262346722,231750538,29,"2022-03-01",2022,"奈良","Nara"
2807,1271,1536,358097864,187691491,170406373,30,"2022-03-01",2022,"和歌山","Wakayama"
1776,777,999,222130032,108287669,113842363,31,"2022-03-01",2022,"鳥取","Tottori"
1904,827,1077,241487727,118488368,122999359,32,"2022-03-01",2022,"島根","Shimane"
5898,2631,3267,760178996,383343626,376835370,33,"2022-03-01",2022,"岡山","Okayama"
8838,3846,4992,1198893024,591689820,607203204,34,"2022-03-01",2022,"広島","Hiroshima"
3674,1521,2153,488288860,231570340,256718520,35,"2022-03-01",2022,"山口","Yamaguchi"
2113,1013,1100,278949668,148403654,130546014,36,"2022-03-01",2022,"徳島","Tokushima"
2905,1270,1635,376237386,188175725,188061661,37,"2022-03-01",2022,"香川","Kagawa"
4051,1669,2382,523208652,245530274,277678378,38,"2022-03-01",2022,"愛媛","Ehime"
2310,1012,1298,295187110,143461514,151725596,39,"2022-03-01",2022,"高知","Kochi"
18534,7624,10910,2472186107,1161018069,1311168038,40,"2022-03-01",2022,"福岡","Fukuoka"
2761,1124,1637,340225554,161669733,178555821,41,"2022-03-01",2022,"佐賀","Saga"
4677,1928,2749,591270851,276092351,315178500,42,"2022-03-01",2022,"長崎","Nagasaki"
5896,2528,3368,773067999,380677160,392390839,43,"2022-03-01",2022,"熊本","Kumamoto"
4343,1781,2562,526387547,244584404,281803143,44,"2022-03-01",2022,"大分","Oita"
3858,1608,2250,485164717,230974870,254189847,45,"2022-03-01",2022,"宮崎","Miyazaki"
5657,2240,3417,687253012,313670324,373582688,46,"2022-03-01",2022,"鹿児島","Kagoshima"
4962,2200,2762,637878506,316550713,321327793,47,"2022-03-01",2022,"沖縄","Okinawa"
365713,162401,203312,45268765363,22440274734,22828490629,99,"2022-04-01",2022,"全国","zenkoku"
17799,7265,10534,2042083341,943022520,1099060821,1,"2022-04-01",2022,"北海道","Hokkaido"
4787,2087,2700,517310257,258748428,258561829,2,"2022-04-01",2022,"青森","Aomori"
3428,1511,1917,362585701,179779909,182805792,3,"2022-04-01",2022,"岩手","Iwate"
7180,3078,4102,863104307,419831487,443272820,4,"2022-04-01",2022,"宮城","Miyagi"
2966,1227,1739,316529979,151239384,165290595,5,"2022-04-01",2022,"秋田","Akita"
2777,1246,1531,304178375,150492423,153685952,6,"2022-04-01",2022,"山形","Yamagata"
5749,2673,3076,703971511,367868881,336102630,7,"2022-04-01",2022,"福島","Fukushima"
6714,3196,3518,838831838,447783338,391048500,8,"2022-04-01",2022,"茨城","Ibaraki"
5383,2659,2724,669937215,372729272,297207943,9,"2022-04-01",2022,"栃木","Tochigi"
4912,2390,2522,586723274,319350038,267373236,10,"2022-04-01",2022,"群馬","Gunma"
19665,9623,10042,2518852280,1343868080,1174984200,11,"2022-04-01",2022,"埼玉","Saitama"
16211,7765,8446,2228586263,1176481587,1052104676,12,"2022-04-01",2022,"千葉","Chiba"
37366,16834,20532,5333292610,2555940410,2777352200,13,"2022-04-01",2022,"東京","Tokyo"
23592,11210,12382,3332063120,1715858827,1616204293,14,"2022-04-01",2022,"神奈川","Kanagawa"
6127,2674,3453,717433224,351086216,366347008,15,"2022-04-01",2022,"新潟","Niigata"
2481,1077,1404,281486584,138166877,143319707,16,"2022-04-01",2022,"富山","Toyama"
3285,1373,1912,391298582,182065463,209233119,17,"2022-04-01",2022,"石川","Ishikawa"
2091,842,1249,233357933,105297424,128060509,18,"2022-04-01",2022,"福井","Fukui"
2026,939,1087,246884012,129252857,117631155,19,"2022-04-01",2022,"山梨","Yamanashi"
5591,2444,3147,620728326,305107997,315620329,20,"2022-04-01",2022,"長野","Nagano"
5240,2359,2881,568904263,295106050,273798213,21,"2022-04-01",2022,"岐阜","Gifu"
10013,4487,5526,1235761513,616979898,618781615,22,"2022-04-01",2022,"静岡","Shizuoka"
19983,8951,11032,2503483642,1246542069,1256941573,23,"2022-04-01",2022,"愛知","Aichi"
5409,2495,2914,624996005,327061021,297934984,24,"2022-04-01",2022,"三重","Mie"
4304,1877,2427,481483069,238903675,242579394,25,"2022-04-01",2022,"滋賀","Shiga"
7291,3178,4113,876193334,424821977,451371357,26,"2022-04-01",2022,"京都","Kyoto"
28171,12414,15757,3692933540,1809656013,1883277527,27,"2022-04-01",2022,"大阪","Osaka"
16658,7119,9539,2023834209,985423628,1038410581,28,"2022-04-01",2022,"兵庫","Hyogo"
3562,1639,1923,445570789,229547537,216023252,29,"2022-04-01",2022,"奈良","Nara"
2827,1264,1563,325021794,169089488,155932306,30,"2022-04-01",2022,"和歌山","Wakayama"
1896,800,1096,200087097,95279570,104807527,31,"2022-04-01",2022,"鳥取","Tottori"
1972,834,1138,201620748,95848063,105772685,32,"2022-04-01",2022,"島根","Shimane"
5502,2431,3071,600045389,299687994,300357395,33,"2022-04-01",2022,"岡山","Okayama"
8361,3636,4725,954962270,477917042,477045228,34,"2022-04-01",2022,"広島","Hiroshima"
3626,1518,2108,435355655,209934111,225421544,35,"2022-04-01",2022,"山口","Yamaguchi"
2046,949,1097,234692037,122022076,112669961,36,"2022-04-01",2022,"徳島","Tokushima"
2919,1268,1651,340730632,163071136,177659496,37,"2022-04-01",2022,"香川","Kagawa"
3962,1637,2325,457562603,218838486,238724117,38,"2022-04-01",2022,"愛媛","Ehime"
2318,1002,1316,264323763,129815559,134508204,39,"2022-04-01",2022,"高知","Kochi"
18056,7361,10695,2185843861,1007954717,1177889144,40,"2022-04-01",2022,"福岡","Fukuoka"
2681,1089,1592,299147711,140990421,158157290,41,"2022-04-01",2022,"佐賀","Saga"
4687,1893,2794,509327239,235201841,274125398,42,"2022-04-01",2022,"長崎","Nagasaki"
5720,2413,3307,650567049,311559229,339007820,43,"2022-04-01",2022,"熊本","Kumamoto"
4054,1688,2366,432709520,206361211,226348309,44,"2022-04-01",2022,"大分","Oita"
3891,1616,2275,434104992,209686061,224418931,45,"2022-04-01",2022,"宮崎","Miyazaki"
5628,2225,3403,622935415,282522145,340413270,46,"2022-04-01",2022,"鹿児島","Kagoshima"
4806,2145,2661,557328492,276482298,280846194,47,"2022-04-01",2022,"沖縄","Okinawa"
386617,167652,218965,47654708746,23205091635,24449617111,99,"2022-05-01",2022,"全国","zenkoku"
19349,7581,11768,2234527722,1006825793,1227701929,1,"2022-05-01",2022,"北海道","Hokkaido"
5063,2133,2930,555441371,266728283,288713088,2,"2022-05-01",2022,"青森","Aomori"
3830,1615,2215,413783566,200981775,212801791,3,"2022-05-01",2022,"岩手","Iwate"
7513,3096,4417,879742588,408452148,471290440,4,"2022-05-01",2022,"宮城","Miyagi"
3141,1301,1840,341232968,159135645,182097323,5,"2022-05-01",2022,"秋田","Akita"
3174,1351,1823,350912192,168018552,182893640,6,"2022-05-01",2022,"山形","Yamagata"
5942,2675,3267,703009320,356608508,346400812,7,"2022-05-01",2022,"福島","Fukushima"
7465,3448,4017,942156759,493422610,448734149,8,"2022-05-01",2022,"茨城","Ibaraki"
5404,2582,2822,644258746,343684045,300574701,9,"2022-05-01",2022,"栃木","Tochigi"
5245,2439,2806,633926454,331570677,302355777,10,"2022-05-01",2022,"群馬","Gunma"
20512,9888,10624,2675708231,1418872313,1256835918,11,"2022-05-01",2022,"埼玉","Saitama"
16263,7666,8597,2168766209,1131967721,1036798488,12,"2022-05-01",2022,"千葉","Chiba"
38235,16852,21383,5306106665,2520719921,2785386744,13,"2022-05-01",2022,"東京","Tokyo"
23675,11247,12428,3202140468,1668684341,1533456127,14,"2022-05-01",2022,"神奈川","Kanagawa"
6499,2714,3785,747418421,350376650,397041771,15,"2022-05-01",2022,"新潟","Niigata"
2803,1187,1616,323083070,156341913,166741157,16,"2022-05-01",2022,"富山","Toyama"
3388,1396,1992,391152444,180967875,210184569,17,"2022-05-01",2022,"石川","Ishikawa"
2112,833,1279,238996718,106987449,132009269,18,"2022-05-01",2022,"福井","Fukui"
2076,933,1143,248796548,125194699,123601849,19,"2022-05-01",2022,"山梨","Yamanashi"
6423,2781,3642,750607216,366813477,383793739,20,"2022-05-01",2022,"長野","Nagano"
5551,2474,3077,657166759,330906594,326260165,21,"2022-05-01",2022,"岐阜","Gifu"
10380,4543,5837,1248715098,612664766,636050332,22,"2022-05-01",2022,"静岡","Shizuoka"
21619,9579,12040,2787168866,1376531301,1410637565,23,"2022-05-01",2022,"愛知","Aichi"
5517,2506,3011,668423101,342866341,325556760,24,"2022-05-01",2022,"三重","Mie"
4776,2024,2752,575213885,278853996,296359889,25,"2022-05-01",2022,"滋賀","Shiga"
