"id","date","koguchi_apply","koguchi_number","koguchi_payment_amount","sogo_apply","sogo_number","sogo_payment_amount","jukyo_apply","jukyo_number","jukyo_payment_amount","year","month","koguchi_number_19Jan","sogo_number_19Jan","jukyo_number_19Jan","koguchi_number_base19Jan","sogo_number_base19Jan","jukyo_number_base19Jan","prefec_kanji","prefec"
17,"2020-11-01",220,207,37070,198,208,190740,28,47,17883.7,2020,11,3,1,1,69,208,47,"石川","Ishikawa"
17,"2020-12-01",210,221,40210,173,171,264950,33,36,16191.7,2020,12,3,1,1,73.66666666666667,171,36,"石川","Ishikawa"
17,"2021-01-01",232,230,42160,214,151,172470,39,39,16066.1,2021,1,3,1,1,76.66666666666667,151,39,"石川","Ishikawa"
17,"2021-02-01",375,356,65500,506,184,142360,40,32,13366.4,2021,2,3,1,1,118.66666666666667,184,32,"石川","Ishikawa"
17,"2021-03-01",570,565,103065,2485,1908,1042170,58,56,13157.7,2021,3,3,1,1,188.33333333333334,1908,56,"石川","Ishikawa"
17,"2021-04-01",416,436,81440,802,1667,936340,27,16,12463.1,2021,4,3,1,1,145.33333333333334,1667,16,"石川","Ishikawa"
17,"2021-05-01",328,329,61430,414,349,269050,37,44,9234.8,2021,5,3,1,1,109.66666666666667,349,44,"石川","Ishikawa"
18,"2019-01-01",NA,3,190,NA,0,0,2,1,129,2019,1,3,0,1,1,NA,1,"福井","Fukui"
18,"2019-02-01",NA,2,145,NA,0,0,3,3,200,2019,2,3,0,1,0.6666666666666666,NA,3,"福井","Fukui"
18,"2019-03-01",NA,2,132,NA,0,0,0,0,137,2019,3,3,0,1,0.6666666666666666,NA,0,"福井","Fukui"
18,"2019-04-01",NA,5,468,NA,0,0,NA,NA,NA,2019,4,3,0,1,1.6666666666666667,NA,NA,"福井","Fukui"
18,"2019-05-01",NA,8,528,NA,0,0,NA,NA,NA,2019,5,3,0,1,2.6666666666666665,NA,NA,"福井","Fukui"
18,"2019-06-01",NA,5,0,NA,1,0,NA,NA,NA,2019,6,3,0,1,1.6666666666666667,Inf,NA,"福井","Fukui"
18,"2019-07-01",NA,4,250,NA,0,0,NA,NA,NA,2019,7,3,0,1,1.3333333333333333,NA,NA,"福井","Fukui"
18,"2019-08-01",NA,5,405,NA,0,0,NA,NA,NA,2019,8,3,0,1,1.6666666666666667,NA,NA,"福井","Fukui"
18,"2019-09-01",NA,5,290,NA,1,240,NA,NA,NA,2019,9,3,0,1,1.6666666666666667,Inf,NA,"福井","Fukui"
18,"2019-10-01",NA,3,250,NA,0,0,NA,NA,NA,2019,10,3,0,1,1,NA,NA,"福井","Fukui"
18,"2019-11-01",NA,4,185,NA,0,0,NA,NA,NA,2019,11,3,0,1,1.3333333333333333,NA,NA,"福井","Fukui"
18,"2019-12-01",NA,2,164,NA,0,0,NA,NA,NA,2019,12,3,0,1,0.6666666666666666,NA,NA,"福井","Fukui"
18,"2020-01-01",NA,2,195,NA,0,0,NA,NA,NA,2020,1,3,0,1,0.6666666666666666,NA,NA,"福井","Fukui"
18,"2020-04-01",409,367,59245,2,1,600,40,34,87,2020,4,3,0,1,122.33333333333333,Inf,34,"福井","Fukui"
18,"2020-05-01",574,567,101260,52,40,21450,126,123,3050.52,2020,5,3,0,1,189,Inf,123,"福井","Fukui"
18,"2020-06-01",466,440,81370,106,81,42370,41,39,5444.87,2020,6,3,0,1,146.66666666666666,Inf,39,"福井","Fukui"
18,"2020-07-01",446,459,86450,180,199,101480,33,33,6784.39,2020,7,3,0,1,153,Inf,33,"福井","Fukui"
18,"2020-08-01",327,342,64680,166,156,80810,14,18,5521.19,2020,8,3,0,1,114,Inf,18,"福井","Fukui"
18,"2020-09-01",268,243,45980,193,200,147480,18,14,5952.99,2020,9,3,0,1,81,Inf,14,"福井","Fukui"
18,"2020-10-01",252,288,54930,197,217,168610,9,12,5449.29,2020,10,3,0,1,96,Inf,12,"福井","Fukui"
18,"2020-11-01",139,127,24625,123,109,77750,12,10,5553.19,2020,11,3,0,1,42.333333333333336,Inf,10,"福井","Fukui"
18,"2020-12-01",147,145,28050,121,112,126740,7,8,4898.7,2020,12,3,0,1,48.333333333333336,Inf,8,"福井","Fukui"
18,"2021-01-01",137,140,26800,112,116,88560,5,5,4462,2021,1,3,0,1,46.666666666666664,Inf,5,"福井","Fukui"
18,"2021-02-01",234,229,43130,141,107,99600,10,7,3610.4,2021,2,3,0,1,76.33333333333333,Inf,7,"福井","Fukui"
18,"2021-03-01",227,223,42320,495,500,274900,27,28,5422.4,2021,3,3,0,1,74.33333333333333,Inf,28,"福井","Fukui"
18,"2021-04-01",243,225,43040,379,386,231010,9,6,4096.4,2021,4,3,0,1,75,Inf,6,"福井","Fukui"
18,"2021-05-01",187,208,39650,235,262,189970,5,5,4182.7,2021,5,3,0,1,69.33333333333333,Inf,5,"福井","Fukui"
19,"2019-01-01",NA,0,0,NA,0,0,4,3,349,2019,1,0,0,3,NA,NA,1,"山梨","Yamanashi"
19,"2019-02-01",NA,0,0,NA,0,0,0,0,319,2019,2,0,0,3,NA,NA,0,"山梨","Yamanashi"
19,"2019-03-01",NA,0,0,NA,0,0,2,2,244,2019,3,0,0,3,NA,NA,0.6666666666666666,"山梨","Yamanashi"
19,"2019-04-01",NA,0,0,NA,0,0,NA,NA,NA,2019,4,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-05-01",NA,0,0,NA,0,0,NA,NA,NA,2019,5,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-06-01",NA,0,0,NA,0,0,NA,NA,NA,2019,6,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-07-01",NA,0,0,NA,0,0,NA,NA,NA,2019,7,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-08-01",NA,0,0,NA,0,0,NA,NA,NA,2019,8,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-09-01",NA,1,100,NA,0,0,NA,NA,NA,2019,9,0,0,3,Inf,NA,NA,"山梨","Yamanashi"
19,"2019-10-01",NA,0,0,NA,0,0,NA,NA,NA,2019,10,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-11-01",NA,0,0,NA,0,0,NA,NA,NA,2019,11,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2019-12-01",NA,1,60,NA,0,0,NA,NA,NA,2019,12,0,0,3,Inf,NA,NA,"山梨","Yamanashi"
19,"2020-01-01",NA,0,0,NA,0,0,NA,NA,NA,2020,1,0,0,3,NA,NA,NA,"山梨","Yamanashi"
19,"2020-04-01",1467,1340,207330,38,26,13800,32,11,442.3,2020,4,0,0,3,Inf,Inf,3.6666666666666665,"山梨","Yamanashi"
19,"2020-05-01",1343,1339,226030,442,184,98300,96,76,2191.6,2020,5,0,0,3,Inf,Inf,25.333333333333332,"山梨","Yamanashi"
19,"2020-06-01",1057,1121,202060,619,576,302950,118,123,5817.212,2020,6,0,0,3,Inf,Inf,41,"山梨","Yamanashi"
19,"2020-07-01",906,903,164990,688,1000,535180,49,62,7887.99,2020,7,0,0,3,Inf,Inf,20.666666666666668,"山梨","Yamanashi"
19,"2020-08-01",645,661,122070,487,244,153600,49,50,9448.35,2020,8,0,0,3,Inf,Inf,16.666666666666668,"山梨","Yamanashi"
19,"2020-09-01",599,577,105670,528,517,423820,37,44,9033.2,2020,9,0,0,3,Inf,Inf,14.666666666666666,"山梨","Yamanashi"
19,"2020-10-01",451,494,92480,460,570,578660,45,23,9062.82,2020,10,0,0,3,Inf,Inf,7.666666666666667,"山梨","Yamanashi"
19,"2020-11-01",240,233,43250,205,245,204400,19,19,5843.66,2020,11,0,0,3,Inf,Inf,6.333333333333333,"山梨","Yamanashi"
19,"2020-12-01",240,241,45010,212,201,204500,22,21,5342.86,2020,12,0,0,3,Inf,Inf,7,"山梨","Yamanashi"
19,"2021-01-01",269,268,48660,238,215,309230,14,13,5293.36,2021,1,0,0,3,Inf,Inf,4.333333333333333,"山梨","Yamanashi"
19,"2021-02-01",334,322,58810,432,251,222510,25,23,5244.46,2021,2,0,0,3,Inf,Inf,7.666666666666667,"山梨","Yamanashi"
19,"2021-03-01",515,507,95590,1044,925,592590,21,19,4193.2,2021,3,0,0,3,Inf,Inf,6.333333333333333,"山梨","Yamanashi"
19,"2021-04-01",418,430,81070,700,954,645260,16,12,3829.1,2021,4,0,0,3,Inf,Inf,4,"山梨","Yamanashi"
19,"2021-05-01",245,253,47510,385,337,252150,24,11,3651.34,2021,5,0,0,3,Inf,Inf,3.6666666666666665,"山梨","Yamanashi"
20,"2019-01-01",NA,5,312,NA,0,0,1,2,217,2019,1,5,0,2,1,NA,1,"長野","Nagano"
20,"2019-02-01",NA,10,793,NA,0,0,3,1,279,2019,2,5,0,2,2,NA,0.5,"長野","Nagano"
20,"2019-03-01",NA,14,1120,NA,2,480,3,4,234,2019,3,5,0,2,2.8,Inf,2,"長野","Nagano"
20,"2019-04-01",NA,10,884,NA,1,300,NA,NA,NA,2019,4,5,0,2,2,Inf,NA,"長野","Nagano"
20,"2019-05-01",NA,10,919,NA,1,348,NA,NA,NA,2019,5,5,0,2,2,Inf,NA,"長野","Nagano"
20,"2019-06-01",NA,3,190,NA,0,0,NA,NA,NA,2019,6,5,0,2,0.6,NA,NA,"長野","Nagano"
20,"2019-07-01",NA,10,859,NA,0,0,NA,NA,NA,2019,7,5,0,2,2,NA,NA,"長野","Nagano"
20,"2019-08-01",NA,3,211,NA,2,776,NA,NA,NA,2019,8,5,0,2,0.6,Inf,NA,"長野","Nagano"
20,"2019-09-01",NA,5,384,NA,0,0,NA,NA,NA,2019,9,5,0,2,1,NA,NA,"長野","Nagano"
20,"2019-10-01",NA,2,200,NA,1,564,NA,NA,NA,2019,10,5,0,2,0.4,Inf,NA,"長野","Nagano"
20,"2019-11-01",NA,26,2719,NA,2,627,NA,NA,NA,2019,11,5,0,2,5.2,Inf,NA,"長野","Nagano"
20,"2019-12-01",NA,19,2118,NA,3,1100,NA,NA,NA,2019,12,5,0,2,3.8,Inf,NA,"長野","Nagano"
20,"2020-01-01",NA,9,975,NA,1,237,NA,NA,NA,2020,1,5,0,2,1.8,Inf,NA,"長野","Nagano"
20,"2020-04-01",2009,2004,328855,63,58,29325,97,41,660.29,2020,4,5,0,2,400.8,Inf,20.5,"長野","Nagano"
20,"2020-05-01",1506,1506,231870,483,487,251510,275,236,7440.2,2020,5,5,0,2,301.2,Inf,118,"長野","Nagano"
20,"2020-06-01",1310,1309,202970,692,691,358080,164,203,15153.8,2020,6,5,0,2,261.8,Inf,101.5,"長野","Nagano"
20,"2020-07-01",1123,1121,174580,1059,1058,590961,85,109,18100.9,2020,7,5,0,2,224.2,Inf,54.5,"長野","Nagano"
20,"2020-08-01",632,631,98640,659,657,413455,57,55,16047,2020,8,5,0,2,126.2,Inf,27.5,"長野","Nagano"
20,"2020-09-01",582,581,90910,649,648,438742,56,57,12599.249,2020,9,5,0,2,116.2,Inf,28.5,"長野","Nagano"
20,"2020-10-01",430,430,64152,479,477,370329,43,47,13475.3,2020,10,5,0,2,86,Inf,23.5,"長野","Nagano"
20,"2020-11-01",235,235,36710,250,250,187862,41,60,11554.4,2020,11,5,0,2,47,Inf,30,"長野","Nagano"
20,"2020-12-01",231,231,35600,303,301,239141,48,49,11905.15,2020,12,5,0,2,46.2,Inf,24.5,"長野","Nagano"
20,"2021-01-01",177,177,24248,184,183,138567,31,32,10352.75,2021,1,5,0,2,35.4,Inf,16,"長野","Nagano"
20,"2021-02-01",238,238,32985,425,424,284568,64,54,9052.55,2021,2,5,0,2,47.6,Inf,27,"長野","Nagano"
20,"2021-03-01",245,244,34952,908,905,563646,60,67,10954.287,2021,3,5,0,2,48.8,Inf,33.5,"長野","Nagano"
20,"2021-04-01",272,273,45750,717,717,491632,34,36,7235.9,2021,4,5,0,2,54.6,Inf,18,"長野","Nagano"
20,"2021-05-01",186,186,29728,401,400,305551,20,26,7037.3,2021,5,5,0,2,37.2,Inf,13,"長野","Nagano"
21,"2019-01-01",NA,13,835,NA,0,0,3,3,329,2019,1,13,0,3,1,NA,1,"岐阜","Gifu"
21,"2019-02-01",NA,13,972,NA,0,0,4,4,406,2019,2,13,0,3,1,NA,1.3333333333333333,"岐阜","Gifu"
21,"2019-03-01",NA,22,1605,NA,0,0,2,4,431,2019,3,13,0,3,1.6923076923076923,NA,1.3333333333333333,"岐阜","Gifu"
21,"2019-04-01",NA,20,1362,NA,2,597,NA,NA,NA,2019,4,13,0,3,1.5384615384615385,Inf,NA,"岐阜","Gifu"
21,"2019-05-01",NA,22,1498,NA,1,150,NA,NA,NA,2019,5,13,0,3,1.6923076923076923,Inf,NA,"岐阜","Gifu"
21,"2019-06-01",NA,12,941,NA,0,0,NA,NA,NA,2019,6,13,0,3,0.9230769230769231,NA,NA,"岐阜","Gifu"
21,"2019-07-01",NA,23,1831,NA,1,369,NA,NA,NA,2019,7,13,0,3,1.7692307692307692,Inf,NA,"岐阜","Gifu"
21,"2019-08-01",NA,9,655,NA,1,369,NA,NA,NA,2019,8,13,0,3,0.6923076923076923,Inf,NA,"岐阜","Gifu"
21,"2019-09-01",NA,21,1511,NA,0,0,NA,NA,NA,2019,9,13,0,3,1.6153846153846154,NA,NA,"岐阜","Gifu"
21,"2019-10-01",NA,16,1327,NA,0,0,NA,NA,NA,2019,10,13,0,3,1.2307692307692308,NA,NA,"岐阜","Gifu"
21,"2019-11-01",NA,17,1204,NA,2,603,NA,NA,NA,2019,11,13,0,3,1.3076923076923077,Inf,NA,"岐阜","Gifu"
21,"2019-12-01",NA,14,1169,NA,1,243,NA,NA,NA,2019,12,13,0,3,1.0769230769230769,Inf,NA,"岐阜","Gifu"
21,"2020-01-01",NA,17,1470,NA,0,0,NA,NA,NA,2020,1,13,0,3,1.3076923076923077,NA,NA,"岐阜","Gifu"
21,"2020-04-01",1125,1109,183780,14,14,7479,44,16,730.9,2020,4,13,0,3,85.3076923076923,Inf,5.333333333333333,"岐阜","Gifu"
21,"2020-05-01",1982,1975,348175,392,260,130211,288,235,8938.833,2020,5,13,0,3,151.92307692307693,Inf,78.33333333333333,"岐阜","Gifu"
21,"2020-06-01",1944,1925,369230,475,429,207247,271,262,19332.117,2020,6,13,0,3,148.07692307692307,Inf,87.33333333333333,"岐阜","Gifu"
21,"2020-07-01",2227,2227,433550,798,967,444356,161,139,20421.757,2020,7,13,0,3,171.30769230769232,Inf,46.333333333333336,"岐阜","Gifu"
21,"2020-08-01",1537,1533,300480,657,526,251485,94,92,13734.645,2020,8,13,0,3,117.92307692307692,Inf,30.666666666666668,"岐阜","Gifu"
21,"2020-09-01",989,986,193230,629,635,352855,64,90,18934.21,2020,9,13,0,3,75.84615384615384,Inf,30,"岐阜","Gifu"
21,"2020-10-01",868,867,170360,534,661,379374,48,47,17508.949,2020,10,13,0,3,66.6923076923077,Inf,15.666666666666666,"岐阜","Gifu"
21,"2020-11-01",279,278,54300,197,155,145352,36,40,16000.367,2020,11,13,0,3,21.384615384615383,Inf,13.333333333333334,"岐阜","Gifu"
21,"2020-12-01",354,345,67580,216,238,160968,43,43,13792.27,2020,12,13,0,3,26.53846153846154,Inf,14.333333333333334,"岐阜","Gifu"
21,"2021-01-01",337,346,66770,221,201,141741,45,32,14057.564,2021,1,13,0,3,26.615384615384617,Inf,10.666666666666666,"岐阜","Gifu"
21,"2021-02-01",580,584,112840,434,195,103480,54,45,12090.875,2021,2,13,0,3,44.92307692307692,Inf,15,"岐阜","Gifu"
21,"2021-03-01",708,709,138000,2105,1373,789991,60,64,14684.65,2021,3,13,0,3,54.53846153846154,Inf,21.333333333333332,"岐阜","Gifu"
21,"2021-04-01",886,859,168540,901,1781,834204,35,26,10360.617,2021,4,13,0,3,66.07692307692308,Inf,8.666666666666666,"岐阜","Gifu"
21,"2021-05-01",431,431,85100,423,475,269244,25,25,9981.517,2021,5,13,0,3,33.15384615384615,Inf,8.333333333333334,"岐阜","Gifu"
22,"2019-01-01",NA,8,456,NA,1,198,11,11,1494,2019,1,8,1,11,1,1,1,"静岡","Shizuoka"
22,"2019-02-01",NA,8,400,NA,0,0,12,13,1615,2019,2,8,1,11,1,0,1.1818181818181819,"静岡","Shizuoka"
22,"2019-03-01",NA,15,1049,NA,0,0,13,13,1484,2019,3,8,1,11,1.875,0,1.1818181818181819,"静岡","Shizuoka"
22,"2019-04-01",NA,12,888,NA,0,0,NA,NA,NA,2019,4,8,1,11,1.5,0,NA,"静岡","Shizuoka"
22,"2019-05-01",NA,23,1395,NA,0,0,NA,NA,NA,2019,5,8,1,11,2.875,0,NA,"静岡","Shizuoka"
22,"2019-06-01",NA,9,503,NA,0,0,NA,NA,NA,2019,6,8,1,11,1.125,0,NA,"静岡","Shizuoka"
22,"2019-07-01",NA,14,822,NA,0,0,NA,NA,NA,2019,7,8,1,11,1.75,0,NA,"静岡","Shizuoka"
22,"2019-08-01",NA,11,652,NA,0,0,NA,NA,NA,2019,8,8,1,11,1.375,0,NA,"静岡","Shizuoka"
22,"2019-09-01",NA,13,767,NA,1,384,NA,NA,NA,2019,9,8,1,11,1.625,1,NA,"静岡","Shizuoka"
22,"2019-10-01",NA,6,430,NA,0,0,NA,NA,NA,2019,10,8,1,11,0.75,0,NA,"静岡","Shizuoka"
22,"2019-11-01",NA,12,860,NA,0,0,NA,NA,NA,2019,11,8,1,11,1.5,0,NA,"静岡","Shizuoka"
22,"2019-12-01",NA,2,130,NA,0,0,NA,NA,NA,2019,12,8,1,11,0.25,0,NA,"静岡","Shizuoka"
22,"2020-01-01",NA,16,1020,NA,0,0,NA,NA,NA,2020,1,8,1,11,2,0,NA,"静岡","Shizuoka"
22,"2020-04-01",2527,1600,247000,8,5,1572,137,65,2509.5,2020,4,8,1,11,200,5,5.909090909090909,"静岡","Shizuoka"
22,"2020-05-01",2788,2396,350900,18,15,6198,635,357,15364.8,2020,5,8,1,11,299.5,15,32.45454545454545,"静岡","Shizuoka"
22,"2020-06-01",2657,3142,522250,407,327,165904,699,701,48010.105,2020,6,8,1,11,392.75,327,63.72727272727273,"静岡","Shizuoka"
22,"2020-07-01",3238,3062,556480,746,563,299866,426,548,65393.663,2020,7,8,1,11,382.75,563,49.81818181818182,"静岡","Shizuoka"
22,"2020-08-01",2165,2166,394120,762,638,352933,331,232,56212.289,2020,8,8,1,11,270.75,638,21.09090909090909,"静岡","Shizuoka"
22,"2020-09-01",1660,1578,289930,722,445,282330,172,191,46969.246,2020,9,8,1,11,197.25,445,17.363636363636363,"静岡","Shizuoka"
22,"2020-10-01",1251,1332,244880,591,758,416440,116,134,48145.297,2020,10,8,1,11,166.5,758,12.181818181818182,"静岡","Shizuoka"
22,"2020-11-01",477,403,73900,261,366,191921,117,89,37144.005,2020,11,8,1,11,50.375,366,8.090909090909092,"静岡","Shizuoka"
22,"2020-12-01",519,437,79720,247,264,173660,84,82,34610.574,2020,12,8,1,11,54.625,264,7.454545454545454,"静岡","Shizuoka"
22,"2021-01-01",681,553,100500,290,149,124991,81,61,30515.202,2021,1,8,1,11,69.125,149,5.545454545454546,"静岡","Shizuoka"
22,"2021-02-01",939,703,126900,405,253,191535,96,95,25815.83,2021,2,8,1,11,87.875,253,8.636363636363637,"静岡","Shizuoka"
22,"2021-03-01",1155,944,173970,923,409,319805,156,98,24984.117,2021,3,8,1,11,118,409,8.909090909090908,"静岡","Shizuoka"
22,"2021-04-01",1058,1366,252570,985,1362,754094,64,71,24948.2,2021,4,8,1,11,170.75,1362,6.454545454545454,"静岡","Shizuoka"
22,"2021-05-01",618,605,112000,494,550,368699,87,61,22398.9,2021,5,8,1,11,75.625,550,5.545454545454546,"静岡","Shizuoka"
23,"2019-01-01",NA,7,167,NA,0,0,31,28,3272,2019,1,7,0,28,1,NA,1,"愛知","Aichi"
23,"2019-02-01",NA,7,366,NA,0,0,25,32,3388,2019,2,7,0,28,1,NA,1.1428571428571428,"愛知","Aichi"
23,"2019-03-01",NA,25,1478,NA,0,0,20,18,3174,2019,3,7,0,28,3.5714285714285716,NA,0.6428571428571429,"愛知","Aichi"
23,"2019-04-01",NA,7,310,NA,0,0,NA,NA,NA,2019,4,7,0,28,1,NA,NA,"愛知","Aichi"
23,"2019-05-01",NA,7,310,NA,0,0,NA,NA,NA,2019,5,7,0,28,1,NA,NA,"愛知","Aichi"
23,"2019-06-01",NA,10,458,NA,0,0,NA,NA,NA,2019,6,7,0,28,1.4285714285714286,NA,NA,"愛知","Aichi"
23,"2019-07-01",NA,11,430,NA,0,0,NA,NA,NA,2019,7,7,0,28,1.5714285714285714,NA,NA,"愛知","Aichi"
23,"2019-08-01",NA,12,720,NA,0,0,NA,NA,NA,2019,8,7,0,28,1.7142857142857142,NA,NA,"愛知","Aichi"
23,"2019-09-01",NA,14,981,NA,0,0,NA,NA,NA,2019,9,7,0,28,2,NA,NA,"愛知","Aichi"
23,"2019-10-01",NA,7,300,NA,0,0,NA,NA,NA,2019,10,7,0,28,1,NA,NA,"愛知","Aichi"
23,"2019-11-01",NA,4,112,NA,0,0,NA,NA,NA,2019,11,7,0,28,0.5714285714285714,NA,NA,"愛知","Aichi"
23,"2019-12-01",NA,1,100,NA,0,0,NA,NA,NA,2019,12,7,0,28,0.14285714285714285,NA,NA,"愛知","Aichi"
23,"2020-01-01",NA,3,183,NA,0,0,NA,NA,NA,2020,1,7,0,28,0.42857142857142855,NA,NA,"愛知","Aichi"
23,"2020-04-01",8043,7936,1282220,5,1,450,335,176,5953.8,2020,4,7,0,28,1133.7142857142858,Inf,6.285714285714286,"愛知","Aichi"
23,"2020-05-01",8603,7980,1341690,727,218,108433,1686,994,42840.464,2020,5,7,0,28,1140,Inf,35.5,"愛知","Aichi"
23,"2020-06-01",11878,11667,2124900,1893,1666,734369,1513,1416,118828.361,2020,6,7,0,28,1666.7142857142858,Inf,50.57142857142857,"愛知","Aichi"
23,"2020-07-01",10415,10304,1921310,2212,2358,914679,756,1208,159554.417,2020,7,7,0,28,1472,Inf,43.142857142857146,"愛知","Aichi"
23,"2020-08-01",6722,6402,1198180,2011,1611,609710,436,582,125406.228,2020,8,7,0,28,914.5714285714286,Inf,20.785714285714285,"愛知","Aichi"
23,"2020-09-01",4454,4176,785480,1829,1593,855997,426,467,123753.467,2020,9,7,0,28,596.5714285714286,Inf,16.678571428571427,"愛知","Aichi"
23,"2020-10-01",3854,3669,685100,1518,1412,991844,320,374,65899.952,2020,10,7,0,28,524.1428571428571,Inf,13.357142857142858,"愛知","Aichi"
23,"2020-11-01",1729,1582,295040,757,662,400643,268,304,93929.294,2020,11,7,0,28,226,Inf,10.857142857142858,"愛知","Aichi"
23,"2020-12-01",1630,1483,276890,796,607,426903,236,265,100432.39,2020,12,7,0,28,211.85714285714286,Inf,9.464285714285714,"愛知","Aichi"
23,"2021-01-01",1844,1698,316900,773,575,436288,251,255,91602.53,2021,1,7,0,28,242.57142857142858,Inf,9.107142857142858,"愛知","Aichi"
23,"2021-02-01",3174,3016,569750,1310,998,681096,383,302,81891.442,2021,2,7,0,28,430.85714285714283,Inf,10.785714285714286,"愛知","Aichi"
23,"2021-03-01",3682,3498,663090,5095,4032,2234575,505,463,104673.58,2021,3,7,0,28,499.7142857142857,Inf,16.535714285714285,"愛知","Aichi"
23,"2021-04-01",3112,3014,569040,4260,4894,2796087,309,310,59395.45,2021,4,7,0,28,430.57142857142856,Inf,11.071428571428571,"愛知","Aichi"
23,"2021-05-01",1948,1914,361870,2057,2029,1367666,243,222,48488.216,2021,5,7,0,28,273.42857142857144,Inf,7.928571428571429,"愛知","Aichi"
24,"2019-01-01",NA,16,910,NA,0,0,3,4,625,2019,1,16,0,4,1,NA,1,"三重","Mie"
24,"2019-02-01",NA,8,570,NA,1,320,3,3,496,2019,2,16,0,4,0.5,Inf,0.75,"三重","Mie"
24,"2019-03-01",NA,16,820,NA,0,0,3,3,408,2019,3,16,0,4,1,NA,0.75,"三重","Mie"
24,"2019-04-01",NA,13,800,NA,0,0,NA,NA,NA,2019,4,16,0,4,0.8125,NA,NA,"三重","Mie"
24,"2019-05-01",NA,10,370,NA,1,210,NA,NA,NA,2019,5,16,0,4,0.625,Inf,NA,"三重","Mie"
24,"2019-06-01",NA,15,800,NA,0,0,NA,NA,NA,2019,6,16,0,4,0.9375,NA,NA,"三重","Mie"
24,"2019-07-01",NA,9,410,NA,0,0,NA,NA,NA,2019,7,16,0,4,0.5625,NA,NA,"三重","Mie"
24,"2019-08-01",NA,11,590,NA,0,0,NA,NA,NA,2019,8,16,0,4,0.6875,NA,NA,"三重","Mie"
24,"2019-09-01",NA,10,550,NA,1,240,NA,NA,NA,2019,9,16,0,4,0.625,Inf,NA,"三重","Mie"
24,"2019-10-01",NA,11,620,NA,0,0,NA,NA,NA,2019,10,16,0,4,0.6875,NA,NA,"三重","Mie"
24,"2019-11-01",NA,14,860,NA,0,0,NA,NA,NA,2019,11,16,0,4,0.875,NA,NA,"三重","Mie"
24,"2019-12-01",NA,12,680,NA,0,0,NA,NA,NA,2019,12,16,0,4,0.75,NA,NA,"三重","Mie"
24,"2020-01-01",NA,12,510,NA,0,0,NA,NA,NA,2020,1,16,0,4,0.75,NA,NA,"三重","Mie"
24,"2020-04-01",1111,824,134060,45,26,13395,84,32,924.6,2020,4,16,0,4,51.5,Inf,8,"三重","Mie"
24,"2020-05-01",1559,1473,270010,240,234,125591,221,190,7344.35,2020,5,16,0,4,92.0625,Inf,47.5,"三重","Mie"
24,"2020-06-01",1573,1304,253900,350,284,148817,192,182,14146.9,2020,6,16,0,4,81.5,Inf,45.5,"三重","Mie"
24,"2020-07-01",2045,2038,402090,746,620,328416,140,160,18122.394,2020,7,16,0,4,127.375,Inf,40,"三重","Mie"
24,"2020-08-01",1477,1352,267360,870,609,358194,94,78,14324.16,2020,8,16,0,4,84.5,Inf,19.5,"三重","Mie"
24,"2020-09-01",821,915,181130,1286,759,575133,74,59,16691.946,2020,9,16,0,4,57.1875,Inf,14.75,"三重","Mie"
24,"2020-10-01",357,430,84700,919,1437,932210,47,49,14969.15,2020,10,16,0,4,26.875,Inf,12.25,"三重","Mie"
24,"2020-11-01",197,142,28150,181,365,261630,41,37,12690.76,2020,11,16,0,4,8.875,Inf,9.25,"三重","Mie"
24,"2020-12-01",179,147,29050,183,133,123480,23,34,12586.54,2020,12,16,0,4,9.1875,Inf,8.5,"三重","Mie"
24,"2021-01-01",211,141,28050,152,130,92310,30,29,12062.45,2021,1,16,0,4,8.8125,Inf,7.25,"三重","Mie"
24,"2021-02-01",343,290,57400,387,127,75030,55,47,9929.14,2021,2,16,0,4,18.125,Inf,11.75,"三重","Mie"
24,"2021-03-01",311,224,44420,1216,666,372860,46,47,10498.8,2021,3,16,0,4,14,Inf,11.75,"三重","Mie"
24,"2021-04-01",389,339,66850,561,771,433340,33,32,9169.72,2021,4,16,0,4,21.1875,Inf,8,"三重","Mie"
24,"2021-05-01",291,202,40070,343,214,121990,40,35,9556.42,2021,5,16,0,4,12.625,Inf,8.75,"三重","Mie"
25,"2019-01-01",NA,5,483,NA,0,0,2,2,470,2019,1,5,0,2,1,NA,1,"滋賀","Shiga"
25,"2019-02-01",NA,9,769,NA,1,300,4,4,344,2019,2,5,0,2,1.8,Inf,2,"滋賀","Shiga"
25,"2019-03-01",NA,5,385,NA,0,0,5,5,538,2019,3,5,0,2,1,NA,2.5,"滋賀","Shiga"
25,"2019-04-01",NA,4,364,NA,1,432,NA,NA,NA,2019,4,5,0,2,0.8,Inf,NA,"滋賀","Shiga"
25,"2019-05-01",NA,9,756,NA,2,885,NA,NA,NA,2019,5,5,0,2,1.8,Inf,NA,"滋賀","Shiga"
25,"2019-06-01",NA,8,589,NA,0,0,NA,NA,NA,2019,6,5,0,2,1.6,NA,NA,"滋賀","Shiga"
