"id","date","koguchi_apply","koguchi_number","koguchi_payment_amount","sogo_apply","sogo_number","sogo_payment_amount","jukyo_apply","jukyo_number","jukyo_payment_amount","year","month","koguchi_number_19Jan","sogo_number_19Jan","jukyo_number_19Jan","koguchi_number_base19Jan","sogo_number_base19Jan","jukyo_number_base19Jan","prefec_kanji","prefec"
25,"2019-07-01",NA,7,690,NA,0,0,NA,NA,NA,2019,7,5,0,2,1.4,NA,NA,"滋賀","Shiga"
25,"2019-08-01",NA,9,814,NA,1,240,NA,NA,NA,2019,8,5,0,2,1.8,Inf,NA,"滋賀","Shiga"
25,"2019-09-01",NA,8,589,NA,0,0,NA,NA,NA,2019,9,5,0,2,1.6,NA,NA,"滋賀","Shiga"
25,"2019-10-01",NA,10,852,NA,0,0,NA,NA,NA,2019,10,5,0,2,2,NA,NA,"滋賀","Shiga"
25,"2019-11-01",NA,5,432,NA,0,0,NA,NA,NA,2019,11,5,0,2,1,NA,NA,"滋賀","Shiga"
25,"2019-12-01",NA,10,873,NA,0,0,NA,NA,NA,2019,12,5,0,2,2,NA,NA,"滋賀","Shiga"
25,"2020-01-01",NA,3,300,NA,0,0,NA,NA,NA,2020,1,5,0,2,0.6,NA,NA,"滋賀","Shiga"
25,"2020-04-01",1331,1167,202151,144,80,42896,58,43,564.9,2020,4,5,0,2,233.4,Inf,21.5,"滋賀","Shiga"
25,"2020-05-01",1754,1907,346470,868,857,461460,263,214,5546.17,2020,5,5,0,2,381.4,Inf,107,"滋賀","Shiga"
25,"2020-06-01",2164,2004,374300,1472,1413,750540,150,153,15659.27,2020,6,5,0,2,400.8,Inf,76.5,"滋賀","Shiga"
25,"2020-07-01",1957,1928,372440,2406,2221,1300420,108,109,19985.07,2020,7,5,0,2,385.6,Inf,54.5,"滋賀","Shiga"
25,"2020-08-01",1270,1325,259750,1338,1577,1360300,64,71,24896.64,2020,8,5,0,2,265,Inf,35.5,"滋賀","Shiga"
25,"2020-09-01",1211,1195,234610,1487,1433,1561290,60,50,20196.33,2020,9,5,0,2,239,Inf,25,"滋賀","Shiga"
25,"2020-10-01",1062,1150,226290,1324,1321,1192870,43,41,18694.47,2020,10,5,0,2,230,Inf,20.5,"滋賀","Shiga"
25,"2020-11-01",483,483,95110,474,572,819080,46,48,15734.6,2020,11,5,0,2,96.6,Inf,24,"滋賀","Shiga"
25,"2020-12-01",475,461,89010,535,528,673670,41,32,16396.4,2020,12,5,0,2,92.2,Inf,16,"滋賀","Shiga"
25,"2021-01-01",393,400,77340,466,450,472050,23,22,14621.4,2021,1,5,0,2,80,Inf,11,"滋賀","Shiga"
25,"2021-02-01",578,539,104840,1645,1114,793690,34,31,11835.9,2021,2,5,0,2,107.8,Inf,15.5,"滋賀","Shiga"
25,"2021-03-01",1274,1213,236990,5012,5447,3010070,45,42,13718.6,2021,3,5,0,2,242.6,Inf,21,"滋賀","Shiga"
25,"2021-04-01",923,1005,195280,2021,2015,1263520,21,17,10423.4,2021,4,5,0,2,201,Inf,8.5,"滋賀","Shiga"
25,"2021-05-01",513,499,97370,831,911,788880,30,27,9720.5,2021,5,5,0,2,99.8,Inf,13.5,"滋賀","Shiga"
26,"2019-01-01",NA,5,500,NA,1,450,5,4,607,2019,1,5,1,4,1,1,1,"京都","Kyoto"
26,"2019-02-01",NA,3,300,NA,1,450,3,6,623,2019,2,5,1,4,0.6,1,1.5,"京都","Kyoto"
26,"2019-03-01",NA,6,600,NA,0,0,0,1,538,2019,3,5,1,4,1.2,0,0.25,"京都","Kyoto"
26,"2019-04-01",NA,4,400,NA,1,600,NA,NA,NA,2019,4,5,1,4,0.8,1,NA,"京都","Kyoto"
26,"2019-05-01",NA,6,527,NA,2,750,NA,NA,NA,2019,5,5,1,4,1.2,2,NA,"京都","Kyoto"
26,"2019-06-01",NA,8,737,NA,1,450,NA,NA,NA,2019,6,5,1,4,1.6,1,NA,"京都","Kyoto"
26,"2019-07-01",NA,9,830,NA,1,450,NA,NA,NA,2019,7,5,1,4,1.8,1,NA,"京都","Kyoto"
26,"2019-08-01",NA,6,597,NA,2,819,NA,NA,NA,2019,8,5,1,4,1.2,2,NA,"京都","Kyoto"
26,"2019-09-01",NA,9,885,NA,5,2139,NA,NA,NA,2019,9,5,1,4,1.8,5,NA,"京都","Kyoto"
26,"2019-10-01",NA,11,1004,NA,3,978,NA,NA,NA,2019,10,5,1,4,2.2,3,NA,"京都","Kyoto"
26,"2019-11-01",NA,6,369,NA,2,837,NA,NA,NA,2019,11,5,1,4,1.2,2,NA,"京都","Kyoto"
26,"2019-12-01",NA,4,373,NA,0,0,NA,NA,NA,2019,12,5,1,4,0.8,0,NA,"京都","Kyoto"
26,"2020-01-01",NA,4,369,NA,0,0,NA,NA,NA,2020,1,5,1,4,0.8,0,NA,"京都","Kyoto"
26,"2020-04-01",3399,2670,521347,157,52,27993,262,30,883.7,2020,4,5,1,4,534,52,7.5,"京都","Kyoto"
26,"2020-05-01",6119,6068,1152210,4678,1819,968040,397,359,14090.5,2020,5,5,1,4,1213.6,1819,89.75,"京都","Kyoto"
26,"2020-06-01",4175,4255,807880,3741,4731,2488124,1210,1243,66091.8,2020,6,5,1,4,851,4731,310.75,"京都","Kyoto"
26,"2020-07-01",3010,3360,645460,3752,3895,2018550,745,738,93688,2020,7,5,1,4,672,3895,184.5,"京都","Kyoto"
26,"2020-08-01",2053,2153,416920,1382,2067,3342500,290,341,100810.9,2020,8,5,1,4,430.6,2067,85.25,"京都","Kyoto"
26,"2020-09-01",1586,1622,313130,1609,1960,2817420,219,240,93137,2020,9,5,1,4,324.4,1960,60,"京都","Kyoto"
26,"2020-10-01",1468,1606,308623,1850,1880,2457180,181,217,95134.2,2020,10,5,1,4,321.2,1880,54.25,"京都","Kyoto"
26,"2020-11-01",641,609,116450,297,688,847860,118,134,93718.3,2020,11,5,1,4,121.8,688,33.5,"京都","Kyoto"
26,"2020-12-01",763,824,158800,692,750,1045055,127,104,89286.1,2020,12,5,1,4,164.8,750,26,"京都","Kyoto"
26,"2021-01-01",801,735,140840,750,765,775470,131,127,88889.1,2021,1,5,1,4,147,765,31.75,"京都","Kyoto"
26,"2021-02-01",1120,1144,217670,1253,824,667350,176,137,88639.47,2021,2,5,1,4,228.8,824,34.25,"京都","Kyoto"
26,"2021-03-01",2178,2055,393520,9023,6233,3680417,210,173,86832.936,2021,3,5,1,4,411,6233,43.25,"京都","Kyoto"
26,"2021-04-01",1828,1948,377230,7858,9880,5558328,133,187,83419.7,2021,4,5,1,4,389.6,9880,46.75,"京都","Kyoto"
26,"2021-05-01",1140,1076,207710,1075,1961,1396240,136,115,79771.82,2021,5,5,1,4,215.2,1961,28.75,"京都","Kyoto"
27,"2019-01-01",NA,25,2265,NA,6,2958,36,26,2877,2019,1,25,6,26,1,1,1,"大阪","Osaka"
27,"2019-02-01",NA,24,1933,NA,2,870,28,30,3688,2019,2,25,6,26,0.96,0.3333333333333333,1.1538461538461537,"大阪","Osaka"
27,"2019-03-01",NA,50,4325,NA,8,2970,21,16,3112,2019,3,25,6,26,2,1.3333333333333333,0.6153846153846154,"大阪","Osaka"
27,"2019-04-01",NA,40,3544,NA,7,2715,NA,NA,NA,2019,4,25,6,26,1.6,1.1666666666666667,NA,"大阪","Osaka"
27,"2019-05-01",NA,37,3164,NA,1,500,NA,NA,NA,2019,5,25,6,26,1.48,0.16666666666666666,NA,"大阪","Osaka"
27,"2019-06-01",NA,39,3341,NA,3,1350,NA,NA,NA,2019,6,25,6,26,1.56,0.5,NA,"大阪","Osaka"
27,"2019-07-01",NA,65,5477,NA,4,1344,NA,NA,NA,2019,7,25,6,26,2.6,0.6666666666666666,NA,"大阪","Osaka"
27,"2019-08-01",NA,31,2713,NA,2,810,NA,NA,NA,2019,8,25,6,26,1.24,0.3333333333333333,NA,"大阪","Osaka"
27,"2019-09-01",NA,41,3591,NA,3,1800,NA,NA,NA,2019,9,25,6,26,1.64,0.5,NA,"大阪","Osaka"
27,"2019-10-01",NA,39,3529,NA,3,1369,NA,NA,NA,2019,10,25,6,26,1.56,0.5,NA,"大阪","Osaka"
27,"2019-11-01",NA,50,4546,NA,5,2346,NA,NA,NA,2019,11,25,6,26,2,0.8333333333333334,NA,"大阪","Osaka"
27,"2019-12-01",NA,43,3958,NA,7,2719,NA,NA,NA,2019,12,25,6,26,1.72,1.1666666666666667,NA,"大阪","Osaka"
27,"2020-01-01",NA,31,2750,NA,3,1432,NA,NA,NA,2020,1,25,6,26,1.24,0.5,NA,"大阪","Osaka"
27,"2020-04-01",19047,10414,1684980,2595,518,280780,979,228,5873,2020,4,25,6,26,416.56,86.33333333333333,8.76923076923077,"大阪","Osaka"
27,"2020-05-01",23586,22164,3915280,10450,4855,2598780,5112,2253,79742.641,2020,5,25,6,26,886.56,809.1666666666666,86.65384615384616,"大阪","Osaka"
27,"2020-06-01",18999,24805,4720380,15237,13693,7262205,3324,3541,302558.208,2020,6,25,6,26,992.2,2282.1666666666665,136.19230769230768,"大阪","Osaka"
27,"2020-07-01",14300,13926,2671360,16483,18434,9721890,1305,2161,377699.908,2020,7,25,6,26,557.04,3072.3333333333335,83.11538461538461,"大阪","Osaka"
27,"2020-08-01",9010,9926,1936610,6824,10115,8789770,1001,910,273886.651,2020,8,25,6,26,397.04,1685.8333333333333,35,"大阪","Osaka"
27,"2020-09-01",7613,8864,1734620,7739,8140,8938330,713,739,289556.822,2020,9,25,6,26,354.56,1356.6666666666667,28.423076923076923,"大阪","Osaka"
27,"2020-10-01",6349,7074,1382240,7517,8370,12699600,577,585,285212.101,2020,10,25,6,26,282.96,1395,22.5,"大阪","Osaka"
27,"2020-11-01",3464,3287,643210,2849,3252,4207300,467,395,222412.519,2020,11,25,6,26,131.48,542,15.192307692307692,"大阪","Osaka"
27,"2020-12-01",4168,4305,840100,3835,4017,4987850,427,369,235631.525,2020,12,25,6,26,172.2,669.5,14.192307692307692,"大阪","Osaka"
27,"2021-01-01",4460,3792,740740,3492,3323,4159350,435,364,225534.83,2021,1,25,6,26,151.68,553.8333333333334,14,"大阪","Osaka"
27,"2021-02-01",7484,6830,1326910,10521,4221,3716860,697,465,177087.38,2021,2,25,6,26,273.2,703.5,17.884615384615383,"大阪","Osaka"
27,"2021-03-01",9503,7062,1378100,43331,20394,12593080,886,631,207555.757,2021,3,25,6,26,282.48,3399,24.26923076923077,"大阪","Osaka"
27,"2021-04-01",8237,9334,1831950,19031,40825,23063430,425,638,200332.647,2021,4,25,6,26,373.36,6804.166666666667,24.53846153846154,"大阪","Osaka"
27,"2021-05-01",6486,6478,1273850,8178,9029,6567580,784,601,179520.103,2021,5,25,6,26,259.12,1504.8333333333333,23.115384615384617,"大阪","Osaka"
28,"2019-01-01",NA,9,690,NA,0,0,12,13,2206,2019,1,9,0,13,1,NA,1,"兵庫","Hyogo"
28,"2019-02-01",NA,14,986,NA,3,1200,15,15,2212,2019,2,9,0,13,1.5555555555555556,Inf,1.1538461538461537,"兵庫","Hyogo"
28,"2019-03-01",NA,15,932,NA,4,960,19,13,2070,2019,3,9,0,13,1.6666666666666667,Inf,1,"兵庫","Hyogo"
28,"2019-04-01",NA,17,1367,NA,1,330,NA,NA,NA,2019,4,9,0,13,1.8888888888888888,Inf,NA,"兵庫","Hyogo"
28,"2019-05-01",NA,20,1192,NA,1,100,NA,NA,NA,2019,5,9,0,13,2.2222222222222223,Inf,NA,"兵庫","Hyogo"
28,"2019-06-01",NA,15,1231,NA,1,190,NA,NA,NA,2019,6,9,0,13,1.6666666666666667,Inf,NA,"兵庫","Hyogo"
28,"2019-07-01",NA,18,1209,NA,0,0,NA,NA,NA,2019,7,9,0,13,2,NA,NA,"兵庫","Hyogo"
28,"2019-08-01",NA,17,1232,NA,3,1140,NA,NA,NA,2019,8,9,0,13,1.8888888888888888,Inf,NA,"兵庫","Hyogo"
28,"2019-09-01",NA,15,1132,NA,1,330,NA,NA,NA,2019,9,9,0,13,1.6666666666666667,Inf,NA,"兵庫","Hyogo"
28,"2019-10-01",NA,10,795,NA,0,0,NA,NA,NA,2019,10,9,0,13,1.1111111111111112,NA,NA,"兵庫","Hyogo"
28,"2019-11-01",NA,18,1363,NA,3,1260,NA,NA,NA,2019,11,9,0,13,2,Inf,NA,"兵庫","Hyogo"
28,"2019-12-01",NA,9,487,NA,1,100,NA,NA,NA,2019,12,9,0,13,1,Inf,NA,"兵庫","Hyogo"
28,"2020-01-01",NA,12,488,NA,3,610,NA,NA,NA,2020,1,9,0,13,1.3333333333333333,Inf,NA,"兵庫","Hyogo"
28,"2020-04-01",10403,8858,1430679,281,171,94800,623,127,2565.1,2020,4,9,0,13,984.2222222222222,Inf,9.76923076923077,"兵庫","Hyogo"
28,"2020-05-01",9769,10070,1670795,3657,2655,1409390,1785,1176,32112.2,2020,5,9,0,13,1118.888888888889,Inf,90.46153846153847,"兵庫","Hyogo"
28,"2020-06-01",7877,8883,1606930,5564,5691,3042920,1059,1100,122513.756,2020,6,9,0,13,987,Inf,84.61538461538461,"兵庫","Hyogo"
28,"2020-07-01",6186,6142,1150210,6176,5968,3750170,505,1131,142285.658,2020,7,9,0,13,682.4444444444445,Inf,87,"兵庫","Hyogo"
28,"2020-08-01",4054,4004,765810,3831,3803,3687400,328,364,137244.122,2020,8,9,0,13,444.8888888888889,Inf,28,"兵庫","Hyogo"
28,"2020-09-01",3104,3066,591030,3583,3764,4498830,245,247,123856.292,2020,9,9,0,13,340.6666666666667,Inf,19,"兵庫","Hyogo"
28,"2020-10-01",2597,2575,493550,2992,3365,1996870,188,198,118941.302,2020,10,9,0,13,286.1111111111111,Inf,15.23076923076923,"兵庫","Hyogo"
28,"2020-11-01",1514,1467,275784,1526,1689,1960400,133,115,109292.422,2020,11,9,0,13,163,Inf,8.846153846153847,"兵庫","Hyogo"
28,"2020-12-01",1599,1562,293870,1505,1469,2236700,156,143,104289.679,2020,12,9,0,13,173.55555555555554,Inf,11,"兵庫","Hyogo"
28,"2021-01-01",1885,1841,341850,1367,1523,1462560,129,123,96887.643,2021,1,9,0,13,204.55555555555554,Inf,9.461538461538462,"兵庫","Hyogo"
28,"2021-02-01",3462,3346,632960,3728,1804,1713120,305,176,86463.279,2021,2,9,0,13,371.77777777777777,Inf,13.538461538461538,"兵庫","Hyogo"
28,"2021-03-01",3903,3832,744510,16734,14314,8068470,264,249,91515.156,2021,3,9,0,13,425.77777777777777,Inf,19.153846153846153,"兵庫","Hyogo"
28,"2021-04-01",2860,2772,539440,5905,9100,6315910,182,169,85010.813,2021,4,9,0,13,308,Inf,13,"兵庫","Hyogo"
28,"2021-05-01",2455,2387,460480,3726,3772,2154740,185,146,80584.02,2021,5,9,0,13,265.22222222222223,Inf,11.23076923076923,"兵庫","Hyogo"
29,"2019-01-01",NA,20,1398,NA,0,0,4,5,541,2019,1,20,0,5,1,NA,1,"奈良","Nara"
29,"2019-02-01",NA,5,478,NA,0,0,5,5,436,2019,2,20,0,5,0.25,NA,1,"奈良","Nara"
29,"2019-03-01",NA,9,681,NA,0,0,3,3,531,2019,3,20,0,5,0.45,NA,0.6,"奈良","Nara"
29,"2019-04-01",NA,7,525,NA,0,0,NA,NA,NA,2019,4,20,0,5,0.35,NA,NA,"奈良","Nara"
29,"2019-05-01",NA,4,285,NA,0,0,NA,NA,NA,2019,5,20,0,5,0.2,NA,NA,"奈良","Nara"
29,"2019-06-01",NA,3,144,NA,1,300,NA,NA,NA,2019,6,20,0,5,0.15,Inf,NA,"奈良","Nara"
29,"2019-07-01",NA,7,498,NA,0,0,NA,NA,NA,2019,7,20,0,5,0.35,NA,NA,"奈良","Nara"
29,"2019-08-01",NA,9,490,NA,1,480,NA,NA,NA,2019,8,20,0,5,0.45,Inf,NA,"奈良","Nara"
29,"2019-09-01",NA,7,570,NA,0,0,NA,NA,NA,2019,9,20,0,5,0.35,NA,NA,"奈良","Nara"
29,"2019-10-01",NA,5,365,NA,1,70,NA,NA,NA,2019,10,20,0,5,0.25,Inf,NA,"奈良","Nara"
29,"2019-11-01",NA,10,767,NA,1,210,NA,NA,NA,2019,11,20,0,5,0.5,Inf,NA,"奈良","Nara"
29,"2019-12-01",NA,7,632,NA,0,0,NA,NA,NA,2019,12,20,0,5,0.35,NA,NA,"奈良","Nara"
29,"2020-01-01",NA,3,200,NA,1,381,NA,NA,NA,2020,1,20,0,5,0.15,Inf,NA,"奈良","Nara"
29,"2020-04-01",1109,909,163260,32,8,4500,67,25,849.2,2020,4,20,0,5,45.45,Inf,5,"奈良","Nara"
29,"2020-05-01",1629,1536,293540,591,353,191110,244,168,3944.5,2020,5,20,0,5,76.8,Inf,33.6,"奈良","Nara"
29,"2020-06-01",1157,1265,244370,905,919,494400,136,173,12154.2,2020,6,20,0,5,63.25,Inf,34.6,"奈良","Nara"
29,"2020-07-01",993,1007,197930,998,974,566678,56,70,14361.5,2020,7,20,0,5,50.35,Inf,14,"奈良","Nara"
29,"2020-08-01",667,704,136670,711,695,616020,41,46,15164.4,2020,8,20,0,5,35.2,Inf,9.2,"奈良","Nara"
29,"2020-09-01",549,547,106840,560,717,608190,39,36,12206.3,2020,9,20,0,5,27.35,Inf,7.2,"奈良","Nara"
29,"2020-10-01",499,568,110820,551,608,504260,34,37,16623,2020,10,20,0,5,28.4,Inf,7.4,"奈良","Nara"
29,"2020-11-01",237,247,48500,269,298,246410,20,29,12481.5,2020,11,20,0,5,12.35,Inf,5.8,"奈良","Nara"
29,"2020-12-01",268,289,56400,280,276,316025,20,21,13564.2,2020,12,20,0,5,14.45,Inf,4.2,"奈良","Nara"
29,"2021-01-01",307,269,52630,245,223,217550,24,20,8597.1,2021,1,20,0,5,13.45,Inf,4,"奈良","Nara"
29,"2021-02-01",528,456,89630,797,341,290750,30,18,8116.4,2021,2,20,0,5,22.8,Inf,3.6,"奈良","Nara"
29,"2021-03-01",773,741,145630,2206,1634,1030910,31,32,11448.2,2021,3,20,0,5,37.05,Inf,6.4,"奈良","Nara"
29,"2021-04-01",683,749,147500,1126,1970,1174340,17,17,10473.7,2021,4,20,0,5,37.45,Inf,3.4,"奈良","Nara"
29,"2021-05-01",473,480,94880,647,652,432650,15,15,15644.1,2021,5,20,0,5,24,Inf,3,"奈良","Nara"
30,"2019-01-01",NA,1,20,NA,1,300,0,0,0,2019,1,1,1,0,1,1,NA,"和歌山","Wakayama"
30,"2019-02-01",NA,1,100,NA,1,97,0,0,0,2019,2,1,1,0,1,1,NA,"和歌山","Wakayama"
30,"2019-03-01",NA,1,50,NA,1,350,0,0,0,2019,3,1,1,0,1,1,NA,"和歌山","Wakayama"
30,"2019-04-01",NA,1,56,NA,2,247,NA,NA,NA,2019,4,1,1,0,1,2,NA,"和歌山","Wakayama"
30,"2019-05-01",NA,2,200,NA,1,212,NA,NA,NA,2019,5,1,1,0,2,1,NA,"和歌山","Wakayama"
30,"2019-06-01",NA,0,0,NA,1,200,NA,NA,NA,2019,6,1,1,0,0,1,NA,"和歌山","Wakayama"
30,"2019-07-01",NA,5,450,NA,4,1119,NA,NA,NA,2019,7,1,1,0,5,4,NA,"和歌山","Wakayama"
30,"2019-08-01",NA,1,100,NA,1,450,NA,NA,NA,2019,8,1,1,0,1,1,NA,"和歌山","Wakayama"
30,"2019-09-01",NA,0,0,NA,1,360,NA,NA,NA,2019,9,1,1,0,0,1,NA,"和歌山","Wakayama"
30,"2019-10-01",NA,0,0,NA,0,0,NA,NA,NA,2019,10,1,1,0,0,0,NA,"和歌山","Wakayama"
30,"2019-11-01",NA,2,160,NA,0,0,NA,NA,NA,2019,11,1,1,0,2,0,NA,"和歌山","Wakayama"
30,"2019-12-01",NA,1,100,NA,1,100,NA,NA,NA,2019,12,1,1,0,1,1,NA,"和歌山","Wakayama"
30,"2020-01-01",NA,0,0,NA,0,0,NA,NA,NA,2020,1,1,1,0,0,0,NA,"和歌山","Wakayama"
30,"2020-04-01",931,786,117866,400,271,142171,60,48,919.6,2020,4,1,1,0,786,271,Inf,"和歌山","Wakayama"
30,"2020-05-01",1091,1100,192490,948,745,398880,193,181,5554.4,2020,5,1,1,0,1100,745,Inf,"和歌山","Wakayama"
30,"2020-06-01",1170,1234,232846,1213,1393,746920,128,129,8223.9,2020,6,1,1,0,1234,1393,Inf,"和歌山","Wakayama"
30,"2020-07-01",1148,1069,203340,1274,1103,594340,51,49,8346.8,2020,7,1,1,0,1069,1103,Inf,"和歌山","Wakayama"
30,"2020-08-01",496,575,108054,519,685,531810,34,34,9964.313,2020,8,1,1,0,575,685,Inf,"和歌山","Wakayama"
30,"2020-09-01",472,461,87950,549,546,769090,59,34,11228.393,2020,9,1,1,0,461,546,Inf,"和歌山","Wakayama"
30,"2020-10-01",396,421,78672,505,531,922489,12,12,8836.593,2020,10,1,1,0,421,531,Inf,"和歌山","Wakayama"
30,"2020-11-01",160,185,31960,134,202,139944,12,12,7848.7,2020,11,1,1,0,185,202,Inf,"和歌山","Wakayama"
30,"2020-12-01",224,224,39283,219,205,236902,17,16,6986.8,2020,12,1,1,0,224,205,Inf,"和歌山","Wakayama"
30,"2021-01-01",233,227,39490,242,246,293592,19,17,6252.7,2021,1,1,1,0,227,246,Inf,"和歌山","Wakayama"
30,"2021-02-01",298,277,48322,486,253,234805,575,17,5415.88,2021,2,1,1,0,277,253,Inf,"和歌山","Wakayama"
30,"2021-03-01",449,428,71186,1521,1288,756759,13,11,4776.08,2021,3,1,1,0,428,1288,Inf,"和歌山","Wakayama"
30,"2021-04-01",429,441,78572,1338,1444,950067,25,21,3995.78,2021,4,1,1,0,441,1444,Inf,"和歌山","Wakayama"
30,"2021-05-01",446,403,75841,896,903,655700,14,11,4185.92,2021,5,1,1,0,403,903,Inf,"和歌山","Wakayama"
31,"2019-01-01",NA,2,180,NA,1,295,1,1,41,2019,1,2,1,1,1,1,1,"鳥取","Tottori"
31,"2019-02-01",NA,4,300,NA,1,297,2,2,115,2019,2,2,1,1,2,1,2,"鳥取","Tottori"
31,"2019-03-01",NA,6,500,NA,0,0,3,2,116,2019,3,2,1,1,3,0,2,"鳥取","Tottori"
31,"2019-04-01",NA,5,394,NA,0,0,NA,NA,NA,2019,4,2,1,1,2.5,0,NA,"鳥取","Tottori"
31,"2019-05-01",NA,3,267,NA,0,0,NA,NA,NA,2019,5,2,1,1,1.5,0,NA,"鳥取","Tottori"
31,"2019-06-01",NA,1,100,NA,0,0,NA,NA,NA,2019,6,2,1,1,0.5,0,NA,"鳥取","Tottori"
31,"2019-07-01",NA,2,152,NA,1,240,NA,NA,NA,2019,7,2,1,1,1,1,NA,"鳥取","Tottori"
31,"2019-08-01",NA,2,200,NA,0,0,NA,NA,NA,2019,8,2,1,1,1,0,NA,"鳥取","Tottori"
31,"2019-09-01",NA,4,400,NA,1,384,NA,NA,NA,2019,9,2,1,1,2,1,NA,"鳥取","Tottori"
31,"2019-10-01",NA,1,100,NA,2,624,NA,NA,NA,2019,10,2,1,1,0.5,2,NA,"鳥取","Tottori"
31,"2019-11-01",NA,0,0,NA,0,0,NA,NA,NA,2019,11,2,1,1,0,0,NA,"鳥取","Tottori"
31,"2019-12-01",NA,5,406,NA,4,1021,NA,NA,NA,2019,12,2,1,1,2.5,4,NA,"鳥取","Tottori"
31,"2020-01-01",NA,0,0,NA,1,156,NA,NA,NA,2020,1,2,1,1,0,1,NA,"鳥取","Tottori"
31,"2020-04-01",405,396,68060,35,31,16197,46,35,566.5,2020,4,2,1,1,198,31,35,"鳥取","Tottori"
31,"2020-05-01",529,519,83810,166,158,83690,100,101,4213.4,2020,5,2,1,1,259.5,158,101,"鳥取","Tottori"
31,"2020-06-01",348,353,58080,226,231,125950,46,46,6104.8,2020,6,2,1,1,176.5,231,46,"鳥取","Tottori"
31,"2020-07-01",293,273,44860,292,252,141900,28,31,6608.356,2020,7,2,1,1,136.5,252,31,"鳥取","Tottori"
31,"2020-08-01",186,201,33050,146,185,157550,19,19,5185.929,2020,8,2,1,1,100.5,185,19,"鳥取","Tottori"
31,"2020-09-01",137,127,22070,190,189,173950,23,25,4857.783,2020,9,2,1,1,63.5,189,25,"鳥取","Tottori"
31,"2020-10-01",133,145,25760,206,212,199820,10,11,5049.329,2020,10,2,1,1,72.5,212,11,"鳥取","Tottori"
31,"2020-11-01",70,70,12350,68,60,86080,15,12,5268.891,2020,11,2,1,1,35,60,12,"鳥取","Tottori"
31,"2020-12-01",89,87,15050,112,115,136590,13,10,5270.491,2020,12,2,1,1,43.5,115,10,"鳥取","Tottori"
31,"2021-01-01",143,131,24520,117,113,115280,23,20,5522.191,2021,1,2,1,1,65.5,113,20,"鳥取","Tottori"
31,"2021-02-01",193,198,36560,379,243,179100,21,23,5678.891,2021,2,2,1,1,99,243,23,"鳥取","Tottori"
31,"2021-03-01",224,213,36400,647,672,424670,16,13,5830.891,2021,3,2,1,1,106.5,672,13,"鳥取","Tottori"
31,"2021-04-01",184,191,32550,366,445,313320,15,19,5878.931,2021,4,2,1,1,95.5,445,19,"鳥取","Tottori"
31,"2021-05-01",136,135,25130,194,184,147290,6,5,4450.731,2021,5,2,1,1,67.5,184,5,"鳥取","Tottori"
32,"2019-01-01",NA,6,529,NA,0,0,1,1,27,2019,1,6,0,1,1,NA,1,"島根","Shimane"
32,"2019-02-01",NA,6,565,NA,0,0,0,0,0,2019,2,6,0,1,1,NA,0,"島根","Shimane"
32,"2019-03-01",NA,3,296,NA,0,0,2,2,88,2019,3,6,0,1,0.5,NA,2,"島根","Shimane"
32,"2019-04-01",NA,1,64,NA,0,0,NA,NA,NA,2019,4,6,0,1,0.16666666666666666,NA,NA,"島根","Shimane"
32,"2019-05-01",NA,5,493,NA,1,290,NA,NA,NA,2019,5,6,0,1,0.8333333333333334,Inf,NA,"島根","Shimane"
32,"2019-06-01",NA,0,0,NA,0,0,NA,NA,NA,2019,6,6,0,1,0,NA,NA,"島根","Shimane"
32,"2019-07-01",NA,4,287,NA,0,0,NA,NA,NA,2019,7,6,0,1,0.6666666666666666,NA,NA,"島根","Shimane"
32,"2019-08-01",NA,1,100,NA,1,154,NA,NA,NA,2019,8,6,0,1,0.16666666666666666,Inf,NA,"島根","Shimane"
32,"2019-09-01",NA,2,199,NA,1,276,NA,NA,NA,2019,9,6,0,1,0.3333333333333333,Inf,NA,"島根","Shimane"
32,"2019-10-01",NA,0,0,NA,0,0,NA,NA,NA,2019,10,6,0,1,0,NA,NA,"島根","Shimane"
32,"2019-11-01",NA,1,99,NA,0,0,NA,NA,NA,2019,11,6,0,1,0.16666666666666666,NA,NA,"島根","Shimane"
32,"2019-12-01",NA,2,180,NA,0,0,NA,NA,NA,2019,12,6,0,1,0.3333333333333333,NA,NA,"島根","Shimane"
32,"2020-01-01",NA,3,279,NA,1,173,NA,NA,NA,2020,1,6,0,1,0.5,Inf,NA,"島根","Shimane"
32,"2020-04-01",464,425,69660,15,12,4893,25,22,782.9,2020,4,6,0,1,70.83333333333333,Inf,22,"島根","Shimane"
32,"2020-05-01",606,582,106020,89,78,39460,99,95,3476.1,2020,5,6,0,1,97,Inf,95,"島根","Shimane"
32,"2020-06-01",518,523,97410,131,122,63034,35,36,4657.8,2020,6,6,0,1,87.16666666666667,Inf,36,"島根","Shimane"
32,"2020-07-01",649,644,117450,201,200,118655,19,18,4544.246,2020,7,6,0,1,107.33333333333333,Inf,18,"島根","Shimane"
32,"2020-08-01",522,518,98190,153,159,120670,44,6,2065.771,2020,8,6,0,1,86.33333333333333,Inf,6,"島根","Shimane"
32,"2020-09-01",352,389,73740,136,134,89550,12,11,1617.884,2020,9,6,0,1,64.83333333333333,Inf,11,"島根","Shimane"
32,"2020-10-01",265,262,49950,135,136,90397,7,8,1487.673,2020,10,6,0,1,43.666666666666664,Inf,8,"島根","Shimane"
