都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,535676,225817,309859,71252782547,33639871408,37612911139,2020-10-01
北　海　道,22908,8562,14346,2776454756,1195094432,1581360324,2020-10-01
青　　　森,6041,2416,3625,696651183,326010204,370640979,2020-10-01
岩　　　手,4744,2069,2675,567272680,284095772,283176908,2020-10-01
宮　　　城,10092,4303,5789,1274305112,618482664,655822448,2020-10-01
秋　　　田,4225,1895,2330,497543813,258068120,239475693,2020-10-01
山　　　形,4773,2003,2770,593220832,276780669,316440163,2020-10-01
福　　　島,8024,3439,4585,1011631127,495019079,516612048,2020-10-01
茨　　　城,10202,4661,5541,1353018235,697480771,655537464,2020-10-01
栃　　　木,8208,3769,4439,1085351186,552755987,532595199,2020-10-01
群　　　馬,8075,3754,4321,1032687129,528855227,503831902,2020-10-01
埼　　　玉,29341,13801,15540,4074697247,2117428707,1957268540,2020-10-01
千　　　葉,22855,10285,12570,3322522645,1652480883,1670041762,2020-10-01
東　　　京,58885,25153,33732,9057384637,4156136665,4901247972,2020-10-01
神　奈　川,35137,15786,19351,5274524644,2596689976,2677834668,2020-10-01
新　　　潟,8638,3461,5177,1072586520,484557853,588028667,2020-10-01
富　　　山,3965,1669,2296,503404734,236909065,266495669,2020-10-01
石　　　川,5014,1936,3078,628515368,277298969,351216399,2020-10-01
福　　　井,2826,1115,1711,330535550,145017986,185517564,2020-10-01
山　　　梨,3441,1576,1865,459008789,237867619,221141170,2020-10-01
長　　　野,9226,4022,5204,1142092375,557763918,584328457,2020-10-01
岐　　　阜,8759,3727,5032,1103843499,531429768,572413731,2020-10-01
静　　　岡,15940,7227,8713,2076363607,1044531831,1031831776,2020-10-01
愛　　　知,31236,13390,17846,4292269736,2042089012,2250180724,2020-10-01
三　　　重,7810,3239,4571,964360678,448909752,515450926,2020-10-01
滋　　　賀,6641,2869,3772,834662379,411233975,423428404,2020-10-01
京　　　都,11360,4522,6838,1485054948,669633088,815421860,2020-10-01
大　　　阪,40520,16467,24053,5546985963,2514480748,3032505215,2020-10-01
兵　　　庫,23907,9711,14196,3231243911,1493151269,1738092642,2020-10-01
奈　　　良,5037,2156,2881,662292965,322479748,339813217,2020-10-01
和　歌　山,3692,1515,2177,445565612,209521226,236044386,2020-10-01
鳥　　　取,2376,1024,1352,283887241,136015675,147871566,2020-10-01
島　　　根,2714,1145,1569,311356049,147591021,163765028,2020-10-01
岡　　　山,7345,2996,4349,892079824,406215995,485863829,2020-10-01
広　　　島,11798,4538,7260,1480770623,645896502,834874121,2020-10-01
山　　　口,5095,1941,3154,624037087,274542254,349494833,2020-10-01
徳　　　島,3083,1243,1840,361532585,169868614,191663971,2020-10-01
香　　　川,3741,1559,2182,450594361,211060420,239533941,2020-10-01
愛　　　媛,5383,2097,3286,634698602,284485706,350212896,2020-10-01
高　　　知,3137,1286,1851,373208183,173784945,199423238,2020-10-01
福　　　岡,25472,10008,15464,3275622710,1467742912,1807879798,2020-10-01
佐　　　賀,3510,1369,2141,408958978,178343607,230615371,2020-10-01
長　　　崎,6312,2384,3928,714299163,305102068,409197095,2020-10-01
熊　　　本,8722,3589,5133,1034680796,480938040,553742756,2020-10-01
大　　　分,5780,2232,3548,662523759,297390378,365133381,2020-10-01
宮　　　崎,4939,1884,3055,578450048,255368847,323081201,2020-10-01
鹿　児　島,7605,2933,4672,897775547,397636572,500138975,2020-10-01
沖　　　縄,7142,3091,4051,872255131,425632869,446622262,2020-10-01
