都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,392176,157306,234870,45868783207,21286926726,24581856481,2017-05-01
北　海　道,21015,7526,13489,2306047117,978767192,1327279925,2017-05-01
青　　　森,5586,2272,3314,608195156,287009205,321185951,2017-05-01
岩　　　手,4414,1786,2628,459872008,219036276,240835732,2017-05-01
宮　　　城,7537,2912,4625,843854204,387279264,456574940,2017-05-01
秋　　　田,3594,1575,2019,376952439,189600096,187352343,2017-05-01
山　　　形,3667,1489,2178,405683143,187347683,218335460,2017-05-01
福　　　島,6895,3211,3684,821936106,442518348,379417758,2017-05-01
茨　　　城,7664,3317,4347,931885510,472488043,459397467,2017-05-01
栃　　　木,5414,2373,3041,638799478,317634985,321164493,2017-05-01
群　　　馬,4984,2113,2871,589041826,288101998,300939828,2017-05-01
埼　　　玉,19253,8596,10657,2431191226,1247895174,1183296052,2017-05-01
千　　　葉,15373,6650,8723,1970266619,977101849,993164770,2017-05-01
東　　　京,36945,15298,21647,4884321684,2241156605,2643165079,2017-05-01
神　奈　川,23052,10133,12919,2981422561,1489536967,1491885594,2017-05-01
新　　　潟,7082,2824,4258,761541956,344237507,417304449,2017-05-01
富　　　山,2996,1134,1862,343299883,147844845,195455038,2017-05-01
石　　　川,3649,1303,2346,410175408,164369562,245805846,2017-05-01
福　　　井,2075,795,1280,231519302,105851446,125667856,2017-05-01
山　　　梨,2189,879,1310,250181869,115204724,134977145,2017-05-01
長　　　野,6699,2686,4013,744654151,341066440,403587711,2017-05-01
岐　　　阜,5356,2132,3224,607413033,282880938,324532095,2017-05-01
静　　　岡,10898,4517,6381,1282850861,617623626,665227235,2017-05-01
愛　　　知,19991,7955,12036,2372802856,1082653597,1290149259,2017-05-01
三　　　重,6320,2500,3820,724223015,331214417,393008598,2017-05-01
滋　　　賀,5032,1937,3095,579385203,264377114,315008089,2017-05-01
京　　　都,8025,3055,4970,931861004,406495770,525365234,2017-05-01
大　　　阪,27080,10753,16327,3211595453,1461415690,1750179763,2017-05-01
兵　　　庫,18265,7197,11068,2176564771,1006913991,1169650780,2017-05-01
奈　　　良,4064,1734,2330,479875902,237814053,242061849,2017-05-01
和　歌　山,3005,1193,1812,326970416,155762144,171208272,2017-05-01
鳥　　　取,2185,873,1312,229040348,106334499,122705849,2017-05-01
島　　　根,2377,915,1462,254432253,111504299,142927954,2017-05-01
岡　　　山,6417,2520,3897,723601262,333883831,389717431,2017-05-01
広　　　島,9501,3540,5961,1085655310,473089736,612565574,2017-05-01
山　　　口,4091,1476,2615,442523529,184867497,257656032,2017-05-01
徳　　　島,2474,992,1482,274830400,123564724,151265676,2017-05-01
香　　　川,3268,1229,2039,351065028,151810725,199254303,2017-05-01
愛　　　媛,4257,1686,2571,471098761,215569586,255529175,2017-05-01
高　　　知,3019,1100,1919,318509022,132957022,185552000,2017-05-01
福　　　岡,19401,7163,12238,2188574807,945971512,1242603295,2017-05-01
佐　　　賀,3145,1113,2032,335745861,144076711,191669150,2017-05-01
長　　　崎,5207,1911,3296,526673957,227367643,299306314,2017-05-01
熊　　　本,8237,3008,5229,843600299,368030234,475570065,2017-05-01
大　　　分,4803,1779,3024,499566871,217396445,282170426,2017-05-01
宮　　　崎,4395,1693,2702,468949853,216211900,252737953,2017-05-01
鹿　児　島,6393,2430,3963,651271448,296609905,354661543,2017-05-01
沖　　　縄,4887,2033,2854,519260038,246480908,272779130,2017-05-01
