都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,556126,234970,321156,74994957725,35695157399,39299800326,2020-09-01
北　海　道,23876,9034,14842,3062707908,1330333300,1732374608,2020-09-01
青　　　森,6209,2557,3652,752727914,361570265,391157649,2020-09-01
岩　　　手,4950,2215,2735,627200808,311631193,315569615,2020-09-01
宮　　　城,10777,4507,6270,1405338729,679946528,725392201,2020-09-01
秋　　　田,4411,1905,2506,534464595,260683858,273780737,2020-09-01
山　　　形,4887,2022,2865,639254188,295219060,344035128,2020-09-01
福　　　島,8440,3731,4709,1097894095,547222215,550671880,2020-09-01
茨　　　城,10926,4944,5982,1515779345,778071185,737708160,2020-09-01
栃　　　木,8542,3873,4669,1131422416,571770486,559651930,2020-09-01
群　　　馬,8674,3923,4751,1137019486,579724886,557294600,2020-09-01
埼　　　玉,30531,14251,16280,4387601837,2271053092,2116548745,2020-09-01
千　　　葉,23855,10770,13085,3477139124,1743799830,1733339294,2020-09-01
東　　　京,60750,26090,34660,9045922003,4213890431,4832031572,2020-09-01
神　奈　川,36067,16263,19804,5242218323,2625572975,2616645348,2020-09-01
新　　　潟,9229,3639,5590,1152700406,514571823,638128583,2020-09-01
富　　　山,4187,1734,2453,544182096,253346352,290835744,2020-09-01
石　　　川,5049,2029,3020,651429165,305486909,345942256,2020-09-01
福　　　井,2988,1167,1821,380064851,161053904,219010947,2020-09-01
山　　　梨,3634,1664,1970,492829789,255379621,237450168,2020-09-01
長　　　野,9827,4212,5615,1259674051,610948056,648725995,2020-09-01
岐　　　阜,9113,3937,5176,1201225784,584581749,616644035,2020-09-01
静　　　岡,16697,7610,9087,2220757499,1139545677,1081211822,2020-09-01
愛　　　知,32977,14264,18713,4653876935,2249533022,2404343913,2020-09-01
三　　　重,8128,3418,4710,1044060267,498129942,545930325,2020-09-01
滋　　　賀,6702,2981,3721,890794060,446122135,444671925,2020-09-01
京　　　都,11756,4720,7036,1606662250,732251366,874410884,2020-09-01
大　　　阪,41442,16918,24524,5556969994,2559770483,2997199511,2020-09-01
兵　　　庫,24396,9929,14467,3285888672,1525650298,1760238374,2020-09-01
奈　　　良,5163,2175,2988,675861590,327173913,348687677,2020-09-01
和　歌　山,3769,1561,2208,455533089,216155792,239377297,2020-09-01
鳥　　　取,2382,1034,1348,286609931,137826895,148783036,2020-09-01
島　　　根,2848,1181,1667,349585978,163550041,186035937,2020-09-01
岡　　　山,7591,3146,4445,955612319,447798630,507813689,2020-09-01
広　　　島,12346,4806,7540,1623307516,725069140,898238376,2020-09-01
山　　　口,5349,2036,3313,666486177,296127769,370358408,2020-09-01
徳　　　島,3044,1327,1717,395439998,191705443,203734555,2020-09-01
香　　　川,3804,1553,2251,478973758,224159047,254814711,2020-09-01
愛　　　媛,5492,2174,3318,684691824,311690410,373001414,2020-09-01
高　　　知,3250,1340,1910,390890489,180031899,210858590,2020-09-01
福　　　岡,26328,10231,16097,3429936681,1524463970,1905472711,2020-09-01
佐　　　賀,3606,1377,2229,442795705,193775931,249019774,2020-09-01
長　　　崎,6671,2564,4107,799463527,346855307,452608220,2020-09-01
熊　　　本,9067,3672,5395,1144007936,533388987,610618949,2020-09-01
大　　　分,5918,2290,3628,707755421,318410438,389344983,2020-09-01
宮　　　崎,5222,1997,3225,635631746,282044322,353587424,2020-09-01
鹿　児　島,7722,2953,4769,938688488,417570895,521117593,2020-09-01
沖　　　縄,7534,3246,4288,935878962,450497929,485381033,2020-09-01
