都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,361170,146881,214289,49772470232,23060286384,26712183848,2019-01-01
北　海　道,18041,6693,11348,2301851256,985273049,1316578207,2019-01-01
青　　　森,4622,1846,2776,561516407,263973450,297542957,2019-01-01
岩　　　手,4025,1688,2337,490092149,236040906,254051243,2019-01-01
宮　　　城,6816,2677,4139,885694876,405388037,480306839,2019-01-01
秋　　　田,3017,1237,1780,363388210,169639698,193748512,2019-01-01
山　　　形,2968,1177,1791,391074525,176180015,214894510,2019-01-01
福　　　島,5366,2235,3131,700355211,331118372,369236839,2019-01-01
茨　　　城,6747,2843,3904,980850506,474404059,506446447,2019-01-01
栃　　　木,4889,2193,2696,665423124,335989867,329433257,2019-01-01
群　　　馬,4546,2000,2546,629867040,318917084,310949956,2019-01-01
埼　　　玉,18706,8242,10464,2742520973,1361444294,1381076679,2019-01-01
千　　　葉,14673,6325,8348,2142751956,1035768919,1106983037,2019-01-01
東　　　京,35368,14895,20473,5783470122,2672993547,3110476575,2019-01-01
神　奈　川,22198,9877,12321,3457667495,1734743968,1722923527,2019-01-01
新　　　潟,5977,2376,3601,774714259,348491595,426222664,2019-01-01
富　　　山,2483,972,1511,333632624,146151761,187480863,2019-01-01
石　　　川,3118,1191,1927,415616263,182716492,232899771,2019-01-01
福　　　井,2070,773,1297,239991884,103671962,136319922,2019-01-01
山　　　梨,2102,863,1239,277167689,127520548,149647141,2019-01-01
長　　　野,5972,2411,3561,781875109,355685981,426189128,2019-01-01
岐　　　阜,5218,2147,3071,704042142,329472493,374569649,2019-01-01
静　　　岡,9922,4147,5775,1355277853,639086734,716191119,2019-01-01
愛　　　知,18992,7760,11232,2758907270,1283516436,1475390834,2019-01-01
三　　　重,5615,2346,3269,740849116,354750875,386098241,2019-01-01
滋　　　賀,4310,1676,2634,566093785,259465397,306628388,2019-01-01
京　　　都,7814,3129,4685,1076660996,493314880,583346116,2019-01-01
大　　　阪,25139,10020,15119,3558785652,1604921074,1953864578,2019-01-01
兵　　　庫,17212,6821,10391,2381325405,1083192019,1298133386,2019-01-01
奈　　　良,3406,1410,1996,453485754,213915622,239570132,2019-01-01
和　歌　山,2896,1122,1774,353656179,163248965,190407214,2019-01-01
鳥　　　取,1865,821,1044,227755601,114266762,113488839,2019-01-01
島　　　根,1967,809,1158,237970664,108342180,129628484,2019-01-01
岡　　　山,6663,2692,3971,832777132,380051457,452725675,2019-01-01
広　　　島,10006,3948,6058,1345969616,601595952,744373664,2019-01-01
山　　　口,3737,1423,2314,500616852,223086806,277530046,2019-01-01
徳　　　島,2256,972,1284,299544277,142387914,157156363,2019-01-01
香　　　川,3000,1212,1788,381152449,175499513,205652936,2019-01-01
愛　　　媛,4444,1698,2746,566764235,249663237,317100998,2019-01-01
高　　　知,2621,1090,1531,326812698,152296884,174515814,2019-01-01
福　　　岡,17946,6732,11214,2290801551,999526134,1291275417,2019-01-01
佐　　　賀,2896,1041,1855,349343864,146744843,202599021,2019-01-01
長　　　崎,4889,1815,3074,582562015,250201294,332360721,2019-01-01
熊　　　本,6424,2576,3848,792957756,369528805,423428951,2019-01-01
大　　　分,4163,1537,2626,493658941,212538962,281119979,2019-01-01
宮　　　崎,3839,1449,2390,458280306,198604826,259675480,2019-01-01
鹿　児　島,5989,2194,3795,716291281,307185839,409105442,2019-01-01
沖　　　縄,4237,1780,2457,500605164,237766877,262838287,2019-01-01
