都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,388677,154110,234567,48351996604,22127057405,26224939199,2018-05-01
北　海　道,20630,7484,13146,2409253349,1036324523,1372928826,2018-05-01
青　　　森,5420,2124,3296,625516297,294612069,330904228,2018-05-01
岩　　　手,4433,1692,2741,487407188,218224704,269182484,2018-05-01
宮　　　城,7580,2919,4661,899972898,402577922,497394976,2018-05-01
秋　　　田,3378,1422,1956,374888832,184103865,190784967,2018-05-01
山　　　形,3669,1398,2271,431142038,191254377,239887661,2018-05-01
福　　　島,6647,2899,3748,804151313,402442496,401708817,2018-05-01
茨　　　城,7365,3130,4235,955525383,474208641,481316742,2018-05-01
栃　　　木,5216,2267,2949,640596762,319918456,320678306,2018-05-01
群　　　馬,4762,2064,2698,612144717,303759701,308385016,2018-05-01
埼　　　玉,19262,8301,10961,2600590173,1280376995,1320213178,2018-05-01
千　　　葉,15642,6646,8996,2116425936,1017729521,1098696415,2018-05-01
東　　　京,35918,14799,21119,4990286104,2284890797,2705395307,2018-05-01
神　奈　川,22778,10026,12752,3100908573,1544593538,1556315035,2018-05-01
新　　　潟,6716,2596,4120,751993218,332199299,419793919,2018-05-01
富　　　山,2754,1042,1712,331390877,146373664,185017213,2018-05-01
石　　　川,3667,1395,2272,430531080,188764679,241766401,2018-05-01
福　　　井,2211,800,1411,262264009,109612647,152651362,2018-05-01
山　　　梨,2305,977,1328,294004422,140208704,153795718,2018-05-01
長　　　野,6640,2551,4089,775649839,346566676,429083163,2018-05-01
岐　　　阜,5404,2132,3272,663387242,308717919,354669323,2018-05-01
静　　　岡,10841,4447,6394,1354061412,629791019,724270393,2018-05-01
愛　　　知,20240,8122,12118,2643718507,1219893863,1423824644,2018-05-01
三　　　重,6103,2433,3670,761133683,351136889,409996794,2018-05-01
滋　　　賀,4638,1749,2889,572723594,256745904,315977690,2018-05-01
京　　　都,8401,3205,5196,1040696482,458740469,581956013,2018-05-01
大　　　阪,26944,10668,16276,3382294555,1537742768,1844551787,2018-05-01
兵　　　庫,18885,7248,11637,2396164010,1067604793,1328559217,2018-05-01
奈　　　良,3843,1610,2233,480261669,233898452,246363217,2018-05-01
和　歌　山,3030,1219,1811,359185870,169449800,189736070,2018-05-01
鳥　　　取,2058,848,1210,239230222,111519648,127710574,2018-05-01
島　　　根,2288,900,1388,262626707,114345955,148280752,2018-05-01
岡　　　山,6264,2460,3804,744618143,334126092,410492051,2018-05-01
広　　　島,9742,3493,6249,1191120834,500762539,690358295,2018-05-01
山　　　口,4185,1528,2657,489936461,208211461,281725000,2018-05-01
徳　　　島,2604,1078,1526,316473868,150175691,166298177,2018-05-01
香　　　川,3279,1292,1987,371758609,166328737,205429872,2018-05-01
愛　　　媛,4543,1798,2745,554529827,258770124,295759703,2018-05-01
高　　　知,3020,1202,1818,344624690,154912611,189712079,2018-05-01
福　　　岡,20313,7171,13142,2399750564,994778870,1404971694,2018-05-01
佐　　　賀,3313,1152,2161,361192696,145544197,215648499,2018-05-01
長　　　崎,5047,1797,3250,553894786,229453101,324441685,2018-05-01
熊　　　本,6330,2362,3968,717350362,316155358,401195004,2018-05-01
大　　　分,4805,1720,3085,530254367,221819722,308434645,2018-05-01
宮　　　崎,4444,1687,2757,510321820,233297938,277023882,2018-05-01
鹿　児　島,6417,2335,4082,691537184,294692791,396844393,2018-05-01
沖　　　縄,4703,1922,2781,524505432,239697420,284808012,2018-05-01
