都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,401399,156087,245312,48738590316,21600989371,27137600945,2017-10-01
北　海　道,19878,6805,13073,2232249029,891603620,1340645409,2017-10-01
青　　　森,5185,2026,3159,542487078,246858683,295628395,2017-10-01
岩　　　手,4421,1776,2645,477415432,218877109,258538323,2017-10-01
宮　　　城,7724,2986,4738,919524954,411885939,507639015,2017-10-01
秋　　　田,3590,1439,2151,382424918,176911900,205513018,2017-10-01
山　　　形,3387,1370,2017,388875609,180963553,207912056,2017-10-01
福　　　島,6477,2812,3665,768070304,376107632,391962672,2017-10-01
茨　　　城,7811,3154,4657,941576334,440974588,500601746,2017-10-01
栃　　　木,5782,2514,3268,707705720,346329118,361376602,2017-10-01
群　　　馬,5208,2135,3073,634587535,295394681,339192854,2017-10-01
埼　　　玉,19823,8498,11325,2542430288,1226227491,1316202797,2017-10-01
千　　　葉,16382,6746,9636,2168597246,1009081845,1159515401,2017-10-01
東　　　京,37441,15019,22422,5207552849,2279442621,2928110228,2017-10-01
神　奈　川,25462,10752,14710,3528542418,1683902078,1844640340,2017-10-01
新　　　潟,6926,2747,4179,786852421,353789578,433062843,2017-10-01
富　　　山,2956,1055,1901,346707779,139319683,207388096,2017-10-01
石　　　川,3611,1284,2327,416781831,168347172,248434659,2017-10-01
福　　　井,2195,786,1409,247565172,103509050,144056122,2017-10-01
山　　　梨,2262,904,1358,266839725,122830163,144009562,2017-10-01
長　　　野,6337,2388,3949,717339851,307656846,409683005,2017-10-01
岐　　　阜,5896,2273,3623,687810994,299925809,387885185,2017-10-01
静　　　岡,11113,4399,6714,1312652255,589107677,723544578,2017-10-01
愛　　　知,20846,7974,12872,2580714873,1108002783,1472712090,2017-10-01
三　　　重,6020,2324,3696,704145778,311081999,393063779,2017-10-01
滋　　　賀,4723,1809,2914,548599150,238780560,309818590,2017-10-01
京　　　都,8623,3255,5368,1062328525,450761975,611566550,2017-10-01
大　　　阪,29656,11245,18411,3713224761,1605933512,2107291249,2017-10-01
兵　　　庫,19163,7255,11908,2295788269,1005979402,1289808867,2017-10-01
奈　　　良,4231,1670,2561,510134270,233135735,276998535,2017-10-01
和　歌　山,3229,1240,1989,359831873,160411476,199420397,2017-10-01
鳥　　　取,2079,878,1201,221598640,106177199,115421441,2017-10-01
島　　　根,2338,947,1391,252226373,117302991,134923382,2017-10-01
岡　　　山,6450,2558,3892,722933612,329592494,393341118,2017-10-01
広　　　島,9705,3488,6217,1127442035,466278233,661163802,2017-10-01
山　　　口,4208,1537,2671,498782417,212483009,286299408,2017-10-01
徳　　　島,2558,1068,1490,299151220,138329840,160821380,2017-10-01
香　　　川,3279,1215,2064,371161609,157439764,213721845,2017-10-01
愛　　　媛,4592,1795,2797,528144100,240934785,287209315,2017-10-01
高　　　知,2945,1163,1782,318551015,141791991,176759024,2017-10-01
福　　　岡,20516,7247,13269,2443535181,997333536,1446201645,2017-10-01
佐　　　賀,3158,1111,2047,344045197,137265041,206780156,2017-10-01
長　　　崎,5386,1928,3458,578022761,241390333,336632428,2017-10-01
熊　　　本,7147,2727,4420,760571777,338582844,421988933,2017-10-01
大　　　分,4656,1706,2950,497152035,212772931,284379104,2017-10-01
宮　　　崎,4591,1712,2879,493693640,215039310,278654330,2017-10-01
鹿　児　島,6732,2458,4274,733182958,313546185,419636773,2017-10-01
沖　　　縄,4701,1909,2792,549038505,251594607,297443898,2017-10-01
