都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,358131,152198,205933,42157272755,20427113025,21730159730,2020-02-01
北　海　道,16784,6344,10440,1842304986,817776771,1024528215,2020-02-01
青　　　森,4480,1863,2617,474429021,228289784,246139237,2020-02-01
岩　　　手,3839,1594,2245,399117460,188944218,210173242,2020-02-01
宮　　　城,7198,3065,4133,814166545,403246561,410919984,2020-02-01
秋　　　田,2936,1225,1711,309000502,147964377,161036125,2020-02-01
山　　　形,3333,1418,1915,361959637,176024022,185935615,2020-02-01
福　　　島,5953,2647,3306,675833210,341388936,334444274,2020-02-01
茨　　　城,7259,3294,3965,862328583,445370662,416957921,2020-02-01
栃　　　木,5427,2429,2998,635179068,323320619,311858449,2020-02-01
群　　　馬,5601,2758,2843,674977373,377732760,297244613,2020-02-01
埼　　　玉,20316,9543,10773,2504584074,1326191269,1178392805,2020-02-01
千　　　葉,15342,7060,8282,1964282245,1023004962,941277283,2020-02-01
東　　　京,36101,15884,20217,4831849924,2327783157,2504066767,2020-02-01
神　奈　川,23562,11030,12532,3092763090,1624417093,1468345997,2020-02-01
新　　　潟,6051,2453,3598,665267253,309550790,355716463,2020-02-01
富　　　山,2500,1071,1429,288027441,140772962,147254479,2020-02-01
石　　　川,3322,1422,1900,384051823,186580365,197471458,2020-02-01
福　　　井,2031,771,1260,221993639,96396983,125596656,2020-02-01
山　　　梨,2224,978,1246,256898883,127944521,128954362,2020-02-01
長　　　野,6765,2929,3836,756281599,374535121,381746478,2020-02-01
岐　　　阜,5029,2116,2913,566174240,273428519,292745721,2020-02-01
静　　　岡,10142,4466,5676,1172801171,578707172,594093999,2020-02-01
愛　　　知,19373,8265,11108,2339443026,1124469539,1214973487,2020-02-01
三　　　重,5449,2386,3063,608897097,300739017,308158080,2020-02-01
滋　　　賀,4205,1804,2401,473659620,235003196,238656424,2020-02-01
京　　　都,7194,2878,4316,846161834,389576793,456585041,2020-02-01
大　　　阪,25518,10351,15167,3053703005,1401708189,1651994816,2020-02-01
兵　　　庫,15602,6484,9118,1803287188,858225958,945061230,2020-02-01
奈　　　良,3403,1533,1870,392694924,205422341,187272583,2020-02-01
和　歌　山,2779,1165,1614,297508589,145934938,151573651,2020-02-01
鳥　　　取,1656,727,929,181227889,88800623,92427266,2020-02-01
島　　　根,1961,810,1151,212422426,100645412,111777014,2020-02-01
岡　　　山,5090,2083,3007,572136309,266385007,305751302,2020-02-01
広　　　島,7876,3081,4795,894352740,407435326,486917414,2020-02-01
山　　　口,3686,1422,2264,404151726,181139774,223011952,2020-02-01
徳　　　島,2000,862,1138,229492721,111552919,117939802,2020-02-01
香　　　川,2737,1073,1664,297147876,134692061,162455815,2020-02-01
愛　　　媛,3821,1447,2374,418951924,188923770,230028154,2020-02-01
高　　　知,2438,1004,1434,262071818,123254107,138817711,2020-02-01
福　　　岡,17233,6690,10543,1947488882,875865171,1071623711,2020-02-01
佐　　　賀,2480,923,1557,266061838,115876160,150185678,2020-02-01
長　　　崎,4648,1737,2911,485590779,213219269,272371510,2020-02-01
熊　　　本,5752,2361,3391,611991465,291147013,320844452,2020-02-01
大　　　分,3931,1519,2412,418818115,187942295,230875820,2020-02-01
宮　　　崎,3670,1450,2220,390684333,178737638,211946695,2020-02-01
鹿　児　島,5396,2078,3318,548453123,248384972,300068151,2020-02-01
沖　　　縄,4038,1705,2333,446601741,212659913,233941828,2020-02-01
