都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,417954,167570,250384,54147421073,24806824821,29340596252,2019-07-01
北　海　道,20481,6936,13545,2458371610,967937468,1490434142,2019-07-01
青　　　森,5522,2144,3378,610145639,278240179,331905460,2019-07-01
岩　　　手,4732,1909,2823,529291478,243209220,286082258,2019-07-01
宮　　　城,7985,3196,4789,1011495490,473932660,537562830,2019-07-01
秋　　　田,3837,1555,2282,428175124,196857306,231317818,2019-07-01
山　　　形,3806,1555,2251,458300799,210451482,247849317,2019-07-01
福　　　島,6383,2674,3709,808965328,387917846,421047482,2019-07-01
茨　　　城,7635,3259,4376,1027593808,502902885,524690923,2019-07-01
栃　　　木,5911,2571,3340,772642812,381513374,391129438,2019-07-01
群　　　馬,5228,2281,2947,681098884,338087255,343011629,2019-07-01
埼　　　玉,21086,9561,11525,2823241962,1441158868,1382083094,2019-07-01
千　　　葉,16127,6969,9158,2326450860,1138231018,1188219842,2019-07-01
東　　　京,39148,16554,22594,5915119306,2756377840,3158741466,2019-07-01
神　奈　川,25796,11717,14079,3808608203,1954404342,1854203861,2019-07-01
新　　　潟,7717,3046,4671,929603537,417082703,512520834,2019-07-01
富　　　山,2949,1146,1803,369890461,162391045,207499416,2019-07-01
石　　　川,3885,1403,2482,482270991,198158774,284112217,2019-07-01
福　　　井,2392,865,1527,283173165,117362299,165810866,2019-07-01
山　　　梨,2351,1018,1333,296433549,146340419,150093130,2019-07-01
長　　　野,7175,2894,4281,872204190,401576852,470627338,2019-07-01
岐　　　阜,6059,2381,3678,735656866,331456179,404200687,2019-07-01
静　　　岡,11426,4843,6583,1466540308,708177835,758362473,2019-07-01
愛　　　知,21469,8812,12657,2907305785,1341764059,1565541726,2019-07-01
三　　　重,6301,2624,3677,791859945,377772419,414087526,2019-07-01
滋　　　賀,4961,1904,3057,614567039,270349444,344217595,2019-07-01
京　　　都,8870,3423,5447,1159949147,518145602,641803545,2019-07-01
大　　　阪,28804,11306,17498,3783962675,1688330078,2095632597,2019-07-01
兵　　　庫,19731,7727,12004,2547682986,1129691218,1417991768,2019-07-01
奈　　　良,3989,1647,2342,517196483,245039417,272157066,2019-07-01
和　歌　山,3234,1202,2032,380768731,164944705,215824026,2019-07-01
鳥　　　取,2335,942,1393,266673923,119257468,147416455,2019-07-01
島　　　根,2527,945,1582,287929607,122472331,165457276,2019-07-01
岡　　　山,7859,2993,4866,944361453,406273308,538088145,2019-07-01
広　　　島,11810,4322,7488,1490266297,631119675,859146622,2019-07-01
山　　　口,4416,1563,2853,554612447,226794314,327818133,2019-07-01
徳　　　島,2729,1110,1619,336475493,156285373,180190120,2019-07-01
香　　　川,3485,1360,2125,401297887,181088580,220209307,2019-07-01
愛　　　媛,5115,1899,3216,614904802,264933505,349971297,2019-07-01
高　　　知,3282,1304,1978,375261164,165834700,209426464,2019-07-01
福　　　岡,21617,7871,13746,2763540542,1166285763,1597254779,2019-07-01
佐　　　賀,3327,1194,2133,378412233,160045403,218366830,2019-07-01
長　　　崎,5588,1965,3623,606853693,247465413,359388280,2019-07-01
熊　　　本,7349,2887,4462,842153650,383931336,458222314,2019-07-01
大　　　分,4890,1782,3108,567028474,242923569,324104905,2019-07-01
宮　　　崎,4566,1655,2911,510626515,216004568,294621947,2019-07-01
鹿　児　島,6842,2560,4282,758545516,335558625,422986891,2019-07-01
沖　　　縄,5227,2096,3131,649910216,290746099,359164117,2019-07-01
