都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,336632,138720,197912,41498318258,19443212756,22055105502,2018-03-01
北　海　道,17132,6541,10591,1995245326,881323831,1113921495,2018-03-01
青　　　森,4676,1957,2719,512648735,252875526,259773209,2018-03-01
岩　　　手,3680,1543,2137,417416087,199055831,218360256,2018-03-01
宮　　　城,6428,2670,3758,762731446,363445868,399285578,2018-03-01
秋　　　田,2935,1294,1641,329485233,167189554,162295679,2018-03-01
山　　　形,2934,1183,1751,336298232,151597943,184700289,2018-03-01
福　　　島,5495,2455,3040,650258365,328032814,322225551,2018-03-01
茨　　　城,6197,2644,3553,766533345,373505633,393027712,2018-03-01
栃　　　木,4797,2140,2657,602590695,299401704,303188991,2018-03-01
群　　　馬,4249,1907,2342,524992402,264050495,260941907,2018-03-01
埼　　　玉,17012,7548,9464,2203636251,1103185990,1100450261,2018-03-01
千　　　葉,13935,6134,7801,1846962091,913135155,933826936,2018-03-01
東　　　京,31726,13484,18242,4389204803,2034802450,2354402353,2018-03-01
神　奈　川,21610,9670,11940,2949951852,1488803162,1461148690,2018-03-01
新　　　潟,5772,2399,3373,679849097,318085288,361763809,2018-03-01
富　　　山,2423,960,1463,295588264,130838533,164749731,2018-03-01
石　　　川,3002,1212,1790,362474595,165397091,197077504,2018-03-01
福　　　井,1933,770,1163,209460383,97195396,112264987,2018-03-01
山　　　梨,1953,814,1139,247875772,115320068,132555704,2018-03-01
長　　　野,5573,2208,3365,674358944,307119893,367239051,2018-03-01
岐　　　阜,5002,2025,2977,590259268,278111961,312147307,2018-03-01
静　　　岡,9461,3963,5498,1178636517,555790890,622845627,2018-03-01
愛　　　知,17575,7182,10393,2265018297,1046511945,1218506352,2018-03-01
三　　　重,5106,2091,3015,607052795,285726388,321326407,2018-03-01
滋　　　賀,3883,1538,2345,470488163,211697055,258791108,2018-03-01
京　　　都,7179,2864,4315,876430035,397165725,479264310,2018-03-01
大　　　阪,24934,10285,14649,3163407238,1471050977,1692356261,2018-03-01
兵　　　庫,15852,6288,9564,1959688165,896641807,1063046358,2018-03-01
奈　　　良,3481,1454,2027,428173558,206495876,221677682,2018-03-01
和　歌　山,2803,1169,1634,318753163,155171887,163581276,2018-03-01
鳥　　　取,1691,728,963,185323967,90597886,94726081,2018-03-01
島　　　根,1861,785,1076,206296233,97570177,108726056,2018-03-01
岡　　　山,5178,2092,3086,598140237,277473103,320667134,2018-03-01
広　　　島,8151,3031,5120,946032165,398690063,547342102,2018-03-01
山　　　口,3516,1333,2183,410440575,186425754,224014821,2018-03-01
徳　　　島,2119,913,1206,240344318,119052654,121291664,2018-03-01
香　　　川,2827,1160,1667,327600724,152506765,175093959,2018-03-01
愛　　　媛,3912,1562,2350,460236396,209953772,250282624,2018-03-01
高　　　知,2534,1037,1497,288014141,136007658,152006483,2018-03-01
福　　　岡,17005,6426,10579,2012871359,886314890,1126556469,2018-03-01
佐　　　賀,2746,995,1751,306581700,125953295,180628405,2018-03-01
長　　　崎,4329,1577,2752,470231321,198348006,271883315,2018-03-01
熊　　　本,4892,1984,2908,534474629,249405985,285068644,2018-03-01
大　　　分,3805,1439,2366,425434035,185736171,239697864,2018-03-01
宮　　　崎,3670,1466,2204,404038871,186984665,217054206,2018-03-01
鹿　児　島,5532,2079,3453,601424428,263727223,337697205,2018-03-01
沖　　　縄,4126,1721,2405,465364042,219737953,245626089,2018-03-01
