都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,399241,172607,226634,48453804872,23694540787,24759264085,2020-05-01
北　海　道,19646,7824,11822,2204311866,1024221563,1180090303,2020-05-01
青　　　森,5202,2186,3016,576059190,281768834,294290356,2020-05-01
岩　　　手,4355,1808,2547,457035832,212228616,244807216,2020-05-01
宮　　　城,7871,3360,4511,926267926,457586263,468681663,2020-05-01
秋　　　田,3468,1538,1930,365421803,184008202,181413601,2020-05-01
山　　　形,3736,1561,2175,425545048,201033729,224511319,2020-05-01
福　　　島,6334,2821,3513,731181627,366005555,365176072,2020-05-01
茨　　　城,8090,3816,4274,978867714,520386868,458480846,2020-05-01
栃　　　木,6376,2914,3462,785036966,404778533,380258433,2020-05-01
群　　　馬,6194,2964,3230,744514919,398413618,346101301,2020-05-01
埼　　　玉,22527,10959,11568,2959065248,1594380148,1364685100,2020-05-01
千　　　葉,15905,7443,8462,2060765454,1076465457,984299997,2020-05-01
東　　　京,38856,17599,21257,5237196129,2560951138,2676244991,2020-05-01
神　奈　川,24936,11758,13178,3500516318,1829760584,1670755734,2020-05-01
新　　　潟,7455,2887,4568,852014583,378521818,473492765,2020-05-01
富　　　山,2901,1224,1677,330872967,156672605,174200362,2020-05-01
石　　　川,3636,1540,2096,422846460,205109118,217737342,2020-05-01
福　　　井,2136,834,1302,241893821,109020930,132872891,2020-05-01
山　　　梨,2793,1274,1519,339596178,173857556,165738622,2020-05-01
長　　　野,7939,3408,4531,943064403,459636509,483427894,2020-05-01
岐　　　阜,5464,2361,3103,624732820,309880138,314852682,2020-05-01
静　　　岡,11652,5232,6420,1421840380,716516796,705323584,2020-05-01
愛　　　知,22783,9988,12795,2973209208,1456720944,1516488264,2020-05-01
三　　　重,5850,2579,3271,674625051,332820684,341804367,2020-05-01
滋　　　賀,4770,2135,2635,552161576,285933735,266227841,2020-05-01
京　　　都,8037,3238,4799,958718218,436383843,522334375,2020-05-01
大　　　阪,28575,11982,16593,3643213055,1722675749,1920537306,2020-05-01
兵　　　庫,17529,7564,9965,2134632056,1052404501,1082227555,2020-05-01
奈　　　良,3823,1722,2101,468097732,244180895,223916837,2020-05-01
和　歌　山,3009,1275,1734,340045563,166377609,173667954,2020-05-01
鳥　　　取,1892,815,1077,209280265,101704942,107575323,2020-05-01
島　　　根,2265,934,1331,245291537,114655139,130636398,2020-05-01
岡　　　山,5142,2099,3043,564893934,260985074,303908860,2020-05-01
広　　　島,8558,3341,5217,961826146,427815580,534010566,2020-05-01
山　　　口,4005,1523,2482,452282039,197452618,254829421,2020-05-01
徳　　　島,2458,1059,1399,283290786,138033108,145257678,2020-05-01
香　　　川,3081,1244,1837,344199406,157143570,187055836,2020-05-01
愛　　　媛,4040,1562,2478,446252166,202235500,244016666,2020-05-01
高　　　知,2719,1128,1591,293327589,136865043,156462546,2020-05-01
福　　　岡,18910,7571,11339,2127335974,968776121,1158559853,2020-05-01
佐　　　賀,3021,1113,1908,328931894,142201947,186729947,2020-05-01
長　　　崎,5143,2015,3128,541520796,245884534,295636262,2020-05-01
熊　　　本,6631,2666,3965,701489387,326906782,374582605,2020-05-01
大　　　分,4459,1709,2750,484434888,216068249,268366639,2020-05-01
宮　　　崎,4053,1567,2486,420358487,189602054,230756433,2020-05-01
鹿　児　島,5919,2258,3661,624426192,283034790,341391402,2020-05-01
沖　　　縄,5097,2209,2888,551313275,266473198,284840077,2020-05-01
