都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,357329,143123,214206,39550909348,17988795055,21562114293,2018-12-01
北　海　道,17418,6263,11155,1787104785,740336655,1046768130,2018-12-01
青　　　森,4360,1700,2660,420228166,191327180,228900986,2018-12-01
岩　　　手,3806,1587,2219,386756527,181435799,205320728,2018-12-01
宮　　　城,6969,2732,4237,753704624,336863961,416840663,2018-12-01
秋　　　田,2945,1167,1778,291856593,133805081,158051512,2018-12-01
山　　　形,2890,1147,1743,299284988,134172846,165112142,2018-12-01
福　　　島,5197,2145,3052,555822939,259888385,295934554,2018-12-01
茨　　　城,6625,2782,3843,742205602,355312329,386893273,2018-12-01
栃　　　木,4719,2071,2648,511510952,251384936,260126016,2018-12-01
群　　　馬,4418,1888,2530,482761454,235051310,247710144,2018-12-01
埼　　　玉,17911,7719,10192,2064887006,1007734131,1057152875,2018-12-01
千　　　葉,14834,6325,8509,1859437252,889735820,969701432,2018-12-01
東　　　京,34663,14477,20186,4204701186,1919600999,2285100187,2018-12-01
神　奈　川,22513,9877,12636,2807118843,1371876459,1435242384,2018-12-01
新　　　潟,5942,2313,3629,602151503,262982718,339168785,2018-12-01
富　　　山,2476,982,1494,265240856,119728067,145512789,2018-12-01
石　　　川,3039,1147,1892,323274757,139510846,183763911,2018-12-01
福　　　井,2132,777,1355,238161156,96598456,141562700,2018-12-01
山　　　梨,2048,835,1213,224407870,104391467,120016403,2018-12-01
長　　　野,5730,2287,3443,611897313,278945512,332951801,2018-12-01
岐　　　阜,5263,2124,3139,537083176,247480379,289602797,2018-12-01
静　　　岡,9577,3966,5611,1034017011,477674179,556342832,2018-12-01
愛　　　知,18956,7685,11271,2148492560,981729585,1166762975,2018-12-01
三　　　重,5520,2173,3347,603281818,273008454,330273364,2018-12-01
滋　　　賀,4103,1601,2502,442744105,202955012,239789093,2018-12-01
京　　　都,7695,3026,4669,850937819,381112031,469825788,2018-12-01
大　　　阪,25304,9923,15381,2868597566,1258953069,1609644497,2018-12-01
兵　　　庫,17381,6865,10516,1916336591,869348816,1046987775,2018-12-01
奈　　　良,3486,1442,2044,387870490,183512602,204357888,2018-12-01
和　歌　山,2717,1054,1663,271428510,125204373,146224137,2018-12-01
鳥　　　取,1825,781,1044,179318347,87145150,92173197,2018-12-01
島　　　根,1937,757,1180,195252388,84408560,110843828,2018-12-01
岡　　　山,6820,2705,4115,702272010,314881759,387390251,2018-12-01
広　　　島,10214,3895,6319,1055987224,462781711,593205513,2018-12-01
山　　　口,3700,1400,2300,381881847,165560827,216321020,2018-12-01
徳　　　島,2197,930,1267,231899412,109187293,122712119,2018-12-01
香　　　川,2898,1146,1752,301487625,134712208,166775417,2018-12-01
愛　　　媛,4291,1625,2666,430644413,190217755,240426658,2018-12-01
高　　　知,2613,1047,1566,270727387,122292382,148435005,2018-12-01
福　　　岡,18426,6733,11693,2068688204,876480085,1192208119,2018-12-01
佐　　　賀,2756,1004,1752,278398802,118154538,160244264,2018-12-01
長　　　崎,4644,1719,2925,464008335,204045557,259962778,2018-12-01
熊　　　本,6017,2343,3674,598043022,267624560,330418462,2018-12-01
大　　　分,4064,1482,2582,409897292,176025073,233872219,2018-12-01
宮　　　崎,3774,1414,2360,380670594,166523726,214146868,2018-12-01
鹿　児　島,5996,2160,3836,586518051,249855711,336662340,2018-12-01
沖　　　縄,4520,1902,2618,521910377,247236703,274673674,2018-12-01
