都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,337884,140770,197114,38077176978,18055164486,20022012492,2017-04-01
北　海　道,17088,6651,10437,1750123812,794359351,955764461,2017-04-01
青　　　森,4639,2012,2627,466488324,232515350,233972974,2017-04-01
岩　　　手,3698,1606,2092,360312126,185820926,174491200,2017-04-01
宮　　　城,6535,2612,3923,726259618,339549770,386709848,2017-04-01
秋　　　田,3130,1388,1742,298742969,152569336,146173633,2017-04-01
山　　　形,2865,1248,1617,288602214,141892251,146709963,2017-04-01
福　　　島,5540,2688,2852,611070420,334160754,276909666,2017-04-01
茨　　　城,6466,2866,3600,737907345,375103890,362803455,2017-04-01
栃　　　木,5083,2300,2783,572550689,294210990,278339699,2017-04-01
群　　　馬,4415,1921,2494,490250836,240847172,249403664,2017-04-01
埼　　　玉,16529,7518,9011,1931833831,983420114,948413717,2017-04-01
千　　　葉,13571,6043,7528,1719247569,858473057,860774512,2017-04-01
東　　　京,31850,13457,18393,4115160641,1893829030,2221331611,2017-04-01
神　奈　川,21415,9669,11746,2814336100,1418575662,1395760438,2017-04-01
新　　　潟,6061,2479,3582,644938489,304689255,340249234,2017-04-01
富　　　山,2471,955,1516,256723586,111353897,145369689,2017-04-01
石　　　川,3088,1127,1961,328578985,133877048,194701937,2017-04-01
福　　　井,1877,736,1141,201187469,90229312,110958157,2017-04-01
山　　　梨,1966,816,1150,216366246,102307898,114058348,2017-04-01
長　　　野,5518,2327,3191,567616001,271432909,296183092,2017-04-01
岐　　　阜,4528,1874,2654,466381058,222524650,243856408,2017-04-01
静　　　岡,9538,4142,5396,1027945868,504512509,523433359,2017-04-01
愛　　　知,17581,7215,10366,2078016242,962305239,1115711003,2017-04-01
三　　　重,5357,2162,3195,571594764,268865549,302729215,2017-04-01
滋　　　賀,4157,1670,2487,438095844,201763954,236331890,2017-04-01
京　　　都,6912,2759,4153,799495165,365771758,433723407,2017-04-01
大　　　阪,24956,10251,14705,2971791013,1384187810,1587603203,2017-04-01
兵　　　庫,15636,6453,9183,1735226077,820622992,914603085,2017-04-01
奈　　　良,3371,1456,1915,383761625,188524508,195237117,2017-04-01
和　歌　山,2837,1166,1671,288069291,136072536,151996755,2017-04-01
鳥　　　取,1698,737,961,160592595,79389596,81202999,2017-04-01
島　　　根,1960,830,1130,177136478,84631495,92504983,2017-04-01
岡　　　山,5473,2196,3277,577444057,263414566,314029491,2017-04-01
広　　　島,7965,3076,4889,854742104,379357199,475384905,2017-04-01
山　　　口,3409,1275,2134,374377728,163813825,210563903,2017-04-01
徳　　　島,2094,935,1159,219927311,110327602,109599709,2017-04-01
香　　　川,2687,1077,1610,274803849,126282929,148520920,2017-04-01
愛　　　媛,3586,1490,2096,376740319,180990716,195749603,2017-04-01
高　　　知,2601,1023,1578,249249017,113424195,135824822,2017-04-01
福　　　岡,16679,6400,10279,1867903988,825500457,1042403531,2017-04-01
佐　　　賀,2475,926,1549,245410416,107298172,138112244,2017-04-01
長　　　崎,4546,1678,2868,434032469,188998034,245034435,2017-04-01
熊　　　本,6749,2620,4129,660447560,298841915,361605645,2017-04-01
大　　　分,4011,1589,2422,392329809,183414724,208915085,2017-04-01
宮　　　崎,3540,1433,2107,344327761,162571557,181756204,2017-04-01
鹿　児　島,5633,2159,3474,560625411,257194417,303430994,2017-04-01
沖　　　縄,4100,1759,2341,448411889,215343610,233068279,2017-04-01
