都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,400210,155964,244246,45589779159,20349923520,25239855639,2017-07-01
北　海　道,20658,6953,13705,2210646729,871568970,1339077759,2017-07-01
青　　　森,5435,2051,3384,543445899,242060808,301385091,2017-07-01
岩　　　手,4492,1772,2720,457404722,207292488,250112234,2017-07-01
宮　　　城,7750,2940,4810,871805038,391562524,480242514,2017-07-01
秋　　　田,3733,1538,2195,377056504,179550758,197505746,2017-07-01
山　　　形,3539,1410,2129,379644748,171352623,208292125,2017-07-01
福　　　島,6868,3071,3797,786901412,395073002,391828410,2017-07-01
茨　　　城,7729,3193,4536,886117150,425238246,460878904,2017-07-01
栃　　　木,5922,2537,3385,681989362,330291529,351697833,2017-07-01
群　　　馬,5128,2129,2999,578603470,274332379,304271091,2017-07-01
埼　　　玉,19098,8318,10780,2247500001,1109230673,1138269328,2017-07-01
千　　　葉,15825,6591,9234,1994161076,938348383,1055812693,2017-07-01
東　　　京,36849,14861,21988,4843893765,2163359757,2680534008,2017-07-01
神　奈　川,24524,10555,13969,3131890928,1529904549,1601986379,2017-07-01
新　　　潟,7257,2792,4465,805210741,346043376,459167365,2017-07-01
富　　　山,2884,1031,1853,319573902,130785219,188788683,2017-07-01
石　　　川,3725,1309,2416,401867646,163248788,238618858,2017-07-01
福　　　井,2215,808,1407,232343376,94826500,137516876,2017-07-01
山　　　梨,2244,899,1345,249465007,113385286,136079721,2017-07-01
長　　　野,6940,2688,4252,740831506,327560951,413270555,2017-07-01
岐　　　阜,5427,2120,3307,579838070,259817518,320020552,2017-07-01
静　　　岡,11096,4521,6575,1226263135,572183086,654080049,2017-07-01
愛　　　知,20343,7905,12438,2373329309,1036692039,1336637270,2017-07-01
三　　　重,6233,2407,3826,667096179,300089265,367006914,2017-07-01
滋　　　賀,5014,1914,3100,539302402,237524189,301778213,2017-07-01
京　　　都,8381,3110,5271,975679650,415430834,560248816,2017-07-01
大　　　阪,28283,11017,17266,3349667738,1478956697,1870711041,2017-07-01
兵　　　庫,18638,7035,11603,2055468482,896452893,1159015589,2017-07-01
奈　　　良,4199,1739,2460,496633802,237712311,258921491,2017-07-01
和　歌　山,3215,1279,1936,329094573,150562440,178532133,2017-07-01
鳥　　　取,2138,821,1317,215964293,92682854,123281439,2017-07-01
島　　　根,2316,929,1387,227544872,103758296,123786576,2017-07-01
岡　　　山,6422,2456,3966,675757691,297381802,378375889,2017-07-01
広　　　島,9668,3462,6206,1041655928,433000748,608655180,2017-07-01
山　　　口,4265,1534,2731,473794579,196934809,276859770,2017-07-01
徳　　　島,2603,1076,1527,281709135,128656238,153052897,2017-07-01
香　　　川,3407,1268,2139,353063696,153181643,199882053,2017-07-01
愛　　　媛,4431,1709,2722,485219120,217059964,268159156,2017-07-01
高　　　知,3147,1170,1977,322340118,134046475,188293643,2017-07-01
福　　　岡,20149,7175,12974,2286348919,941806978,1344541941,2017-07-01
佐　　　賀,3251,1152,2099,336721048,140076307,196644741,2017-07-01
長　　　崎,5437,1935,3502,540537606,224626770,315910836,2017-07-01
熊　　　本,8286,2972,5314,844369666,350056790,494312876,2017-07-01
大　　　分,4869,1703,3166,499987236,209050226,290937010,2017-07-01
宮　　　崎,4489,1623,2866,441125334,188449854,252675480,2017-07-01
鹿　児　島,6664,2434,4230,671804847,292703128,379101719,2017-07-01
沖　　　縄,5024,2052,2972,559108749,256012557,303096192,2017-07-01
