都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全国計,467208,200322,266886,62354340018,29976230153,32378109865,2021-09-01
北海道,22200,8294,13906,2802635855,1185843075,1616792780,2021-09-01
青森県,5867,2384,3483,722549221,341320108,381229113,2021-09-01
岩手県,4497,1859,2638,547482141,252794648,294687493,2021-09-01
宮城県,8786,3678,5108,1135260651,539804062,595456589,2021-09-01
秋田県,3820,1615,2205,445309942,208904513,236405429,2021-09-01
山形県,3634,1529,2105,448617308,210818947,237798361,2021-09-01
福島県,6854,3079,3775,907459960,456146591,451313369,2021-09-01
茨城県,9067,4158,4909,1261317398,656430210,604887188,2021-09-01
栃木県,6738,3138,3600,879008572,454373804,424634768,2021-09-01
群馬県,6367,2877,3490,821735763,413931710,407804053,2021-09-01
埼玉県,25227,12060,13167,3601396233,1912418165,1688978068,2021-09-01
千葉県,20780,9769,11011,2983638108,1545095891,1438542217,2021-09-01
東京都,48784,21666,27118,7294921919,3518373699,3776548220,2021-09-01
神奈川県,30160,13931,16229,4340877328,2222011872,2118865456,2021-09-01
新潟県,7747,3315,4432,962251501,467097000,495154501,2021-09-01
富山県,3253,1305,1948,408854589,181835698,227018891,2021-09-01
石川県,4281,1744,2537,562253665,260308916,301944749,2021-09-01
福井県,2511,1063,1448,308427865,146970773,161457092,2021-09-01
山梨県,2590,1143,1447,349688519,173612930,176075589,2021-09-01
長野県,7296,3162,4134,919813920,451172305,468641615,2021-09-01
岐阜県,6607,2909,3698,830111721,405046105,425065616,2021-09-01
静岡県,12740,5736,7004,1655314144,834493418,820820726,2021-09-01
愛知県,25500,11433,14067,3553461374,1771194464,1782266910,2021-09-01
三重県,6539,2950,3589,848986266,430729022,418257244,2021-09-01
滋賀県,5432,2322,3110,713351201,347205922,366145279,2021-09-01
京都府,10025,4110,5915,1331506598,612565623,718940975,2021-09-01
大阪府,35499,14808,20691,4817636749,2218210784,2599425965,2021-09-01
兵庫県,21364,8976,12388,2893236783,1383551414,1509685369,2021-09-01
奈良県,4608,2018,2590,591587883,292701080,298886803,2021-09-01
和歌山県,3482,1461,2021,418988094,202648675,216339419,2021-09-01
鳥取県,2281,983,1298,270638482,127590463,143048019,2021-09-01
島根県,2565,997,1568,310071723,132406732,177664991,2021-09-01
岡山県,7181,3071,4110,898973244,425305140,473668104,2021-09-01
広島県,10754,4171,6583,1387509578,611321926,776187652,2021-09-01
山口県,4559,1755,2804,576547641,257549459,318998182,2021-09-01
徳島県,2669,1184,1485,337882386,168086630,169795756,2021-09-01
香川県,3583,1484,2099,434195450,205737585,228457865,2021-09-01
愛媛県,5249,2109,3140,634169759,289004739,345165020,2021-09-01
高知県,3051,1257,1794,368116912,168724357,199392555,2021-09-01
福岡県,22875,8978,13897,2959396441,1324422207,1634974234,2021-09-01
佐賀県,3374,1277,2097,392653778,168995178,223658600,2021-09-01
長崎県,5869,2285,3584,694619824,312628095,381991729,2021-09-01
熊本県,7503,2973,4530,917290449,413217838,504072611,2021-09-01
大分県,5334,2048,3286,620251742,275195882,345055860,2021-09-01
宮崎県,4802,1844,2958,576892235,255561753,321330482,2021-09-01
鹿児島県,6937,2677,4260,822892946,363107589,459785357,2021-09-01
沖縄県,6367,2737,3630,794556157,379763156,414793001,2021-09-01
