都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全国計,432845,187902,244943,52419687180,25661084629,26758602551,2021-05-01
北海道,21016,8180,12836,2415739768,1084054997,1331684771,2021-05-01
青森県,5721,2338,3383,637434608,302309336,335125272,2021-05-01
岩手県,4173,1715,2458,437943466,208185724,229757742,2021-05-01
宮城県,7970,3388,4582,914030277,442218767,471811510,2021-05-01
秋田県,3751,1655,2096,407903436,206968072,200935364,2021-05-01
山形県,3765,1667,2098,404227775,198446390,205781385,2021-05-01
福島県,6047,2704,3343,692518055,352289150,340228905,2021-05-01
茨城県,8099,3792,4307,998539917,534971296,463568621,2021-05-01
栃木県,5773,2671,3102,671835721,355697672,316138049,2021-05-01
群馬県,5806,2742,3064,686529135,366889008,319640127,2021-05-01
埼玉県,23621,11464,12157,3039326143,1636370037,1402956106,2021-05-01
千葉県,18731,8843,9888,2478314935,1303594618,1174720317,2021-05-01
東京都,44769,20002,24767,6140667236,2962863075,3177804161,2021-05-01
神奈川県,27305,12900,14405,3629742547,1891036241,1738706306,2021-05-01
新潟県,7595,3225,4370,851113311,411001880,440111431,2021-05-01
富山県,2946,1251,1695,331837957,160909334,170928623,2021-05-01
石川県,3659,1441,2218,418985089,185794593,233190496,2021-05-01
福井県,2214,939,1275,238346523,113274321,125072202,2021-05-01
山梨県,2589,1157,1432,307046913,154699223,152347690,2021-05-01
長野県,6987,3110,3877,799867882,404138795,395729087,2021-05-01
岐阜県,6342,2829,3513,726171923,364003327,362168596,2021-05-01
静岡県,12079,5469,6610,1445403292,741143557,704259735,2021-05-01
愛知県,24971,11244,13727,3146683230,1590368162,1556315068,2021-05-01
三重県,6240,2779,3461,724443709,362595827,361847882,2021-05-01
滋賀県,5280,2225,3055,613965034,301532612,312432422,2021-05-01
京都府,9808,4075,5733,1223109198,578105279,645003919,2021-05-01
大阪府,32695,13869,18826,4088616642,1932094746,2156521896,2021-05-01
兵庫県,19681,8283,11398,2401843188,1141418499,1260424689,2021-05-01
奈良県,4079,1872,2207,488733697,255669320,233064377,2021-05-01
和歌山県,3345,1386,1959,380584198,182449263,198134935,2021-05-01
鳥取県,2044,873,1171,211318988,99794112,111524876,2021-05-01
島根県,2425,1000,1425,259660997,119721261,139939736,2021-05-01
岡山県,6678,2820,3858,752502695,361112013,391390682,2021-05-01
広島県,10097,4030,6067,1160722149,532146496,628575653,2021-05-01
山口県,3980,1587,2393,461957546,214545258,247412288,2021-05-01
徳島県,2618,1061,1557,289593434,131183327,158410107,2021-05-01
香川県,3224,1353,1871,364352229,177761208,186591021,2021-05-01
愛媛県,4537,1874,2663,500354281,239526867,260827414,2021-05-01
高知県,2796,1182,1614,309100820,148087626,161013194,2021-05-01
福岡県,20950,8276,12674,2461239905,1106289823,1354950082,2021-05-01
佐賀県,3053,1157,1896,325770438,142508953,183261485,2021-05-01
長崎県,4981,1976,3005,508372287,232990132,275382155,2021-05-01
熊本県,6962,2810,4152,745096081,345953048,399143033,2021-05-01
大分県,5206,2084,3122,571858415,266591891,305266524,2021-05-01
宮崎県,4275,1613,2662,456285583,199320201,256965382,2021-05-01
鹿児島県,6299,2517,3782,685246145,318194622,367051523,2021-05-01
沖縄県,5663,2474,3189,614750382,300264670,314485712,2021-05-01
