...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
全国,NA,NA,1639185,1630601,8584,2097426,2085627,11799,17653,17805,2018-10-01
NA,北海道,NA,48740,48661,79,63441,63335,106,419,438,2018-10-01
NA,青森,NA,13611,13589,22,16623,16592,31,118,108,2018-10-01
NA,岩手,NA,6688,6649,39,8457,8402,55,71,64,2018-10-01
NA,宮城,NA,8264,8212,52,10875,10800,75,102,77,2018-10-01
NA,秋田,NA,7088,7065,23,9048,9019,29,70,89,2018-10-01
NA,山形,NA,6394,6327,67,7820,7735,85,88,63,2018-10-01
NA,福島,NA,5445,5404,41,6654,6605,49,67,67,2018-10-01
NA,茨城,NA,22291,22171,120,27956,27818,138,291,244,2018-10-01
NA,栃木,NA,9849,9783,66,12154,12065,89,110,111,2018-10-01
NA,群馬,NA,6266,6231,35,7567,7512,55,95,68,2018-10-01
NA,埼玉,NA,43919,43757,162,57284,57049,235,529,464,2018-10-01
NA,千葉,NA,40230,40048,182,51645,51406,239,501,421,2018-10-01
NA,東京,NA,225297,224188,1109,279134,277544,1590,2270,2353,2018-10-01
NA,神奈川,NA,26855,26738,117,34881,34734,147,344,315,2018-10-01
NA,新潟,NA,7116,7055,61,8979,8885,94,89,89,2018-10-01
NA,富山,NA,1449,1404,45,1667,1612,55,22,19,2018-10-01
NA,石川,NA,2589,2565,24,3007,2979,28,22,23,2018-10-01
NA,福井,NA,3382,3329,53,4118,4055,63,37,25,2018-10-01
NA,山梨,NA,5720,5636,84,7030,6918,112,77,68,2018-10-01
NA,長野,NA,6359,6296,63,7769,7679,90,82,90,2018-10-01
NA,岐阜,NA,4393,4331,62,5331,5264,67,63,65,2018-10-01
NA,静岡,NA,12067,11966,101,14772,14638,134,157,131,2018-10-01
NA,愛知,NA,17767,17624,143,22876,22660,216,232,248,2018-10-01
NA,三重,NA,12605,12504,101,15962,15831,131,152,151,2018-10-01
NA,滋賀,NA,5135,5099,36,7128,7063,65,64,74,2018-10-01
NA,京都,NA,10206,10118,88,14327,14191,136,109,112,2018-10-01
NA,大阪,NA,50745,50556,189,68133,67859,274,541,511,2018-10-01
NA,兵庫,NA,13895,13793,102,18290,18137,153,170,155,2018-10-01
NA,奈良,NA,9508,9452,56,12729,12637,92,88,94,2018-10-01
NA,和歌山,NA,4925,4872,53,5986,5916,70,48,57,2018-10-01
NA,鳥取,NA,3321,3306,15,4091,4069,22,45,45,2018-10-01
NA,島根,NA,2421,2413,8,2999,2991,8,25,35,2018-10-01
NA,岡山,NA,3808,3777,31,4767,4727,40,49,62,2018-10-01
NA,広島,NA,5815,5773,42,7647,7585,62,75,94,2018-10-01
NA,山口,NA,8674,8624,50,10737,10675,62,87,89,2018-10-01
NA,徳島,NA,10574,10531,43,13457,13397,60,89,83,2018-10-01
NA,香川,NA,3397,3363,34,4334,4280,54,31,42,2018-10-01
NA,愛媛,NA,7618,7547,71,9313,9223,90,80,83,2018-10-01
NA,高知,NA,5839,5799,40,7258,7198,60,86,68,2018-10-01
NA,福岡,NA,38099,37930,169,52254,51998,256,313,384,2018-10-01
NA,佐賀,NA,6459,6413,46,7817,7761,56,75,62,2018-10-01
NA,長崎,NA,8074,8032,42,10523,10471,52,75,97,2018-10-01
NA,熊本,NA,7465,7428,37,9392,9344,48,100,108,2018-10-01
NA,大分,NA,9064,8990,74,11146,11054,92,103,81,2018-10-01
NA,宮崎,NA,7372,7332,40,9142,9091,51,83,95,2018-10-01
NA,鹿児島,NA,11956,11810,146,15410,15195,215,135,143,2018-10-01
NA,沖縄,NA,19024,18949,75,24559,24435,124,230,160,2018-10-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-01
NA,札幌市,NA,55015,54863,152,72446,72246,200,652,569,2018-10-01
NA,仙台市,NA,13672,13588,84,18020,17897,123,168,149,2018-10-01
NA,さいたま市,NA,15345,15269,76,19838,19731,107,168,186,2018-10-01
NA,千葉市,NA,16830,16634,196,20981,20685,296,267,267,2018-10-01
NA,横浜市,NA,53946,53821,125,69914,69730,184,676,670,2018-10-01
NA,川崎市,NA,23987,23932,55,30883,30790,93,270,310,2018-10-01
NA,相模原市,NA,10175,10156,19,13910,13882,28,118,90,2018-10-01
NA,新潟市,NA,9182,9139,43,11969,11920,49,97,91,2018-10-01
NA,静岡市,NA,7237,7178,59,9248,9171,77,99,84,2018-10-01
NA,浜松市,NA,5677,5607,70,7205,7118,87,81,88,2018-10-01
NA,名古屋市,NA,38424,38225,199,47959,47706,253,550,614,2018-10-01
NA,京都市,NA,32639,32242,397,43799,43252,547,302,358,2018-10-01
NA,大阪市,NA,114376,113695,681,139429,138583,846,1277,1430,2018-10-01
NA,堺市,NA,19313,19269,44,25537,25479,58,209,210,2018-10-01
NA,神戸市,NA,34441,34275,166,45882,45643,239,329,329,2018-10-01
NA,岡山市,NA,10020,9975,45,13288,13232,56,112,124,2018-10-01
NA,広島市,NA,18714,18659,55,24873,24801,72,197,251,2018-10-01
NA,北九州市,NA,18408,18335,73,23143,23069,74,177,192,2018-10-01
NA,福岡市,NA,33785,33628,157,43534,43316,218,412,384,2018-10-01
NA,熊本市,NA,11955,11907,48,15410,15347,63,173,134,2018-10-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-01
NA,旭川市,NA,9923,9888,35,12561,12515,46,73,69,2018-10-01
NA,函館市,NA,9365,9346,19,11828,11808,20,99,80,2018-10-01
NA,青森市,NA,6758,6754,4,8492,8488,4,45,50,2018-10-01
NA,八戸市,NA,3609,3595,14,4468,4447,21,23,42,2018-10-01
NA,盛岡市,NA,3773,3737,36,4686,4635,51,47,37,2018-10-01
NA,秋田市,NA,4329,4322,7,5399,5391,8,40,32,2018-10-01
NA,郡山市,NA,2669,2666,3,3325,3322,3,27,28,2018-10-01
NA,いわき市,NA,3292,3279,13,4263,4250,13,37,28,2018-10-01
NA,福島市,NA,2392,2387,5,2956,2951,5,22,16,2018-10-01
NA,宇都宮市,NA,6698,6639,59,8477,8388,89,53,74,2018-10-01
NA,前橋市,NA,3316,3261,55,4005,3938,67,44,48,2018-10-01
NA,高崎市,NA,2921,2899,22,3504,3478,26,33,34,2018-10-01
NA,川越市,NA,3379,3374,5,4412,4406,6,37,36,2018-10-01
NA,越谷市,NA,3160,3149,11,4222,4210,12,40,30,2018-10-01
NA,川口市,NA,8890,8867,23,11525,11498,27,79,88,2018-10-01
NA,船橋市,NA,7021,6977,44,8998,8927,71,78,66,2018-10-01
NA,柏市,NA,3557,3554,3,4612,4609,3,39,30,2018-10-01
NA,八王子市,NA,7431,7421,10,9536,9522,14,51,66,2018-10-01
NA,横須賀市,NA,4020,3993,27,5161,5117,44,29,23,2018-10-01
NA,富山市,NA,1708,1702,6,1956,1950,6,19,18,2018-10-01
NA,金沢市,NA,3575,3553,22,4200,4174,26,26,22,2018-10-01
NA,長野市,NA,2624,2610,14,3327,3311,16,32,32,2018-10-01
NA,岐阜市,NA,5324,5264,60,6495,6419,76,40,44,2018-10-01
NA,豊橋市,NA,1736,1713,23,2073,2046,27,14,13,2018-10-01
NA,豊田市,NA,1732,1727,5,2360,2354,6,17,28,2018-10-01
NA,岡崎市,NA,1585,1573,12,2030,2014,16,31,16,2018-10-01
NA,大津市,NA,3071,3050,21,4062,4034,28,28,24,2018-10-01
NA,高槻市,NA,4274,4260,14,6006,5986,20,27,40,2018-10-01
NA,東大阪市,NA,14375,14316,59,18988,18903,85,119,139,2018-10-01
NA,豊中市,NA,7643,7604,39,10141,10065,76,56,74,2018-10-01
NA,枚方市,NA,5788,5763,25,7884,7851,33,61,59,2018-10-01
NA,八尾市,NA,5742,5739,3,7782,7776,6,57,58,2018-10-01
NA,姫路市,NA,6765,6751,14,8624,8603,21,54,69,2018-10-01
NA,西宮市,NA,5970,5891,79,8045,7912,133,55,56,2018-10-01
NA,尼崎市,NA,13982,13946,36,18229,18183,46,136,165,2018-10-01
NA,明石市,NA,3946,3927,19,5322,5293,29,46,37,2018-10-01
NA,奈良市,NA,5465,5385,80,7455,7334,121,37,44,2018-10-01
NA,和歌山市,NA,7748,7730,18,9342,9321,21,61,64,2018-10-01
NA,鳥取市,NA,2234,2194,40,3087,3010,77,10,19,2018-10-01
NA,松江市,NA,2100,2093,7,2730,2719,11,21,24,2018-10-01
