都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全国計,434243,193538,240705,56452746107,28229677713,28223068394,2021-04-01
北海道,20446,8334,12112,2481687814,1156939425,1324748389,2021-04-01
青森県,5377,2272,3105,577567552,283565013,294002539,2021-04-01
岩手県,4035,1801,2234,441674568,223446778,218227790,2021-04-01
宮城県,7666,3438,4228,957981490,489879541,468101949,2021-04-01
秋田県,3735,1701,2034,414649936,214524469,200125467,2021-04-01
山形県,3480,1624,1856,394959740,202142425,192817315,2021-04-01
福島県,6100,2854,3246,736969277,387442625,349526652,2021-04-01
茨城県,7665,3729,3936,962561796,521639628,440922168,2021-04-01
栃木県,6131,2989,3142,785331938,429661177,355670761,2021-04-01
群馬県,5780,2849,2931,723080447,395299325,327781122,2021-04-01
埼玉県,23221,11427,11794,3157698734,1721895809,1435802925,2021-04-01
千葉県,19127,9172,9955,2770783751,1469196999,1301586752,2021-04-01
東京都,46493,21250,25243,7071270393,3466336588,3604933805,2021-04-01
神奈川県,29247,14094,15153,4427319679,2353176597,2074143082,2021-04-01
新潟県,7375,3268,4107,878949457,443048089,435901368,2021-04-01
富山県,3052,1335,1717,372841952,184701488,188140464,2021-04-01
石川県,3991,1618,2373,490279538,228013981,262265557,2021-04-01
福井県,2373,1007,1366,271846992,131023112,140823880,2021-04-01
山梨県,2454,1112,1342,311737009,159038633,152698376,2021-04-01
長野県,6777,3085,3692,797731215,408975931,388755284,2021-04-01
岐阜県,6366,2894,3472,755584992,383629438,371955554,2021-04-01
静岡県,12154,5660,6494,1519099438,798722011,720377427,2021-04-01
愛知県,24201,10948,13253,3205944780,1616100967,1589843813,2021-04-01
三重県,6395,2851,3544,784967952,389694199,395273753,2021-04-01
滋賀県,5242,2302,2940,637030378,319382853,317647525,2021-04-01
京都府,9334,3989,5345,1217589102,591949455,625639647,2021-04-01
大阪府,33497,14677,18820,4548010313,2216984456,2331025857,2021-04-01
兵庫県,19523,8441,11082,2503608551,1228649632,1274958919,2021-04-01
奈良県,4038,1838,2200,535761861,276933062,258828799,2021-04-01
和歌山県,3363,1408,1955,387134935,189312098,197822837,2021-04-01
鳥取県,2170,967,1203,240193115,122135431,118057684,2021-04-01
島根県,2402,999,1403,252926543,118695495,134231048,2021-04-01
岡山県,6596,2844,3752,770228575,374750797,395477778,2021-04-01
広島県,9503,3923,5580,1130890226,536807561,594082665,2021-04-01
山口県,4120,1676,2444,495611457,233443771,262167686,2021-04-01
徳島県,2640,1087,1553,310723632,142725708,167997924,2021-04-01
香川県,3198,1344,1854,367814423,172370827,195443596,2021-04-01
愛媛県,4817,2022,2795,579048736,281474660,297574076,2021-04-01
高知県,2661,1174,1487,307482100,153327179,154154921,2021-04-01
福岡県,21328,8754,12574,2715032674,1265721206,1449311468,2021-04-01
佐賀県,2828,1112,1716,326767146,148275191,178491955,2021-04-01
長崎県,5220,2112,3108,570050034,263346403,306703631,2021-04-01
熊本県,6832,2822,4010,793673310,374819802,418853508,2021-04-01
大分県,5080,2077,3003,580935084,275772117,305162967,2021-04-01
宮崎県,4223,1646,2577,469808983,211958068,257850915,2021-04-01
鹿児島県,6344,2553,3791,732550329,340604313,391946016,2021-04-01
沖縄県,5643,2459,3184,687354160,332143380,355210780,2021-04-01
