都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全国計,438582,189750,248832,54585606338,26357465310,28228141028,2021-10-01
北海道,20664,7833,12831,2388425662,1025681930,1362743732,2021-10-01
青森県,5435,2214,3221,597697873,281348111,316349762,2021-10-01
岩手県,4221,1728,2493,454954718,211073425,243881293,2021-10-01
宮城県,8341,3536,4805,998418195,477954606,520463589,2021-10-01
秋田県,3474,1470,2004,379505600,179875138,199630462,2021-10-01
山形県,3234,1403,1831,363238394,176296286,186942108,2021-10-01
福島県,6484,2893,3591,803744291,398185314,405558977,2021-10-01
茨城県,8580,3983,4597,1069960964,562704397,507256567,2021-10-01
栃木県,6395,3052,3343,803157528,425111239,378046289,2021-10-01
群馬県,5908,2728,3180,692638761,357504776,335133985,2021-10-01
埼玉県,23733,11442,12291,3072380425,1628397404,1443983021,2021-10-01
千葉県,19740,9287,10453,2672773781,1382853947,1289919834,2021-10-01
東京都,46144,20669,25475,6595955579,3156607484,3439348095,2021-10-01
神奈川県,28571,13299,15272,4078957521,2077175042,2001782479,2021-10-01
新潟県,7170,3099,4071,842751165,411363451,431387714,2021-10-01
富山県,3000,1238,1762,346452745,157967811,188484934,2021-10-01
石川県,3803,1527,2276,459464035,209373851,250090184,2021-10-01
福井県,2291,972,1319,258424100,124104701,134319399,2021-10-01
山梨県,2433,1093,1340,304745805,153218213,151527592,2021-10-01
長野県,7018,3062,3956,831338476,406120734,425217742,2021-10-01
岐阜県,6339,2856,3483,734698634,371523767,363174867,2021-10-01
静岡県,12262,5542,6720,1512240144,759624581,752615563,2021-10-01
愛知県,24104,10774,13330,3059071994,1524958416,1534113578,2021-10-01
三重県,6186,2756,3430,719233188,363938582,355294606,2021-10-01
滋賀県,5056,2207,2849,605637674,299411796,306225878,2021-10-01
京都府,9363,3893,5470,1140955080,529446944,611508136,2021-10-01
大阪府,33827,14212,19615,4415580542,2050892001,2364688541,2021-10-01
兵庫県,20107,8427,11680,2463385605,1161507818,1301877787,2021-10-01
奈良県,4347,1911,2436,531926466,263143288,268783178,2021-10-01
和歌山県,3205,1394,1811,361465224,180606913,180858311,2021-10-01
鳥取県,2130,911,1219,242644755,114865213,127779542,2021-10-01
島根県,2278,949,1329,245833327,111339582,134493745,2021-10-01
岡山県,6642,2863,3779,752776833,362358216,390418617,2021-10-01
広島県,10031,3934,6097,1137319431,505847767,631471664,2021-10-01
山口県,4286,1658,2628,491455863,221403922,270051941,2021-10-01
徳島県,2481,1141,1340,283019603,144043892,138975711,2021-10-01
香川県,3262,1376,1886,386092922,183126325,202966597,2021-10-01
愛媛県,4904,1977,2927,540701259,247775162,292926097,2021-10-01
高知県,2784,1144,1640,307871643,140225918,167645725,2021-10-01
福岡県,21379,8427,12952,2535030756,1143203496,1391827260,2021-10-01
佐賀県,3078,1198,1880,342063450,156585810,185477640,2021-10-01
長崎県,5385,2151,3234,583767621,265898599,317869022,2021-10-01
熊本県,6756,2755,4001,751178325,341952121,409226204,2021-10-01
大分県,4924,1924,3000,541604220,240745978,300858242,2021-10-01
宮崎県,4461,1777,2684,482803241,221543421,261259820,2021-10-01
鹿児島県,6419,2496,3923,714343663,320454558,393889105,2021-10-01
沖縄県,5947,2569,3378,687919257,328123364,359795893,2021-10-01
