都道府県,受給者実人数_計,受給者実人員_男,受給者実人員_女,支給金額_計,支給金額_男,支給金額_女,year_month
全　国　計,365713,162401,203312,45268765363,22440274734,22828490629,2022-04-01
北　海　道,17799,7265,10534,2042083341,943022520,1099060821,2022-04-01
青　　　森,4787,2087,2700,517310257,258748428,258561829,2022-04-01
岩　　　手,3428,1511,1917,362585701,179779909,182805792,2022-04-01
宮　　　城,7180,3078,4102,863104307,419831487,443272820,2022-04-01
秋　　　田,2966,1227,1739,316529979,151239384,165290595,2022-04-01
山　　　形,2777,1246,1531,304178375,150492423,153685952,2022-04-01
福　　　島,5749,2673,3076,703971511,367868881,336102630,2022-04-01
茨　　　城,6714,3196,3518,838831838,447783338,391048500,2022-04-01
栃　　　木,5383,2659,2724,669937215,372729272,297207943,2022-04-01
群　　　馬,4912,2390,2522,586723274,319350038,267373236,2022-04-01
埼　　　玉,19665,9623,10042,2518852280,1343868080,1174984200,2022-04-01
千　　　葉,16211,7765,8446,2228586263,1176481587,1052104676,2022-04-01
東　　　京,37366,16834,20532,5333292610,2555940410,2777352200,2022-04-01
神　奈　川,23592,11210,12382,3332063120,1715858827,1616204293,2022-04-01
新　　　潟,6127,2674,3453,717433224,351086216,366347008,2022-04-01
富　　　山,2481,1077,1404,281486584,138166877,143319707,2022-04-01
石　　　川,3285,1373,1912,391298582,182065463,209233119,2022-04-01
福　　　井,2091,842,1249,233357933,105297424,128060509,2022-04-01
山　　　梨,2026,939,1087,246884012,129252857,117631155,2022-04-01
長　　　野,5591,2444,3147,620728326,305107997,315620329,2022-04-01
岐　　　阜,5240,2359,2881,568904263,295106050,273798213,2022-04-01
静　　　岡,10013,4487,5526,1235761513,616979898,618781615,2022-04-01
愛　　　知,19983,8951,11032,2503483642,1246542069,1256941573,2022-04-01
三　　　重,5409,2495,2914,624996005,327061021,297934984,2022-04-01
滋　　　賀,4304,1877,2427,481483069,238903675,242579394,2022-04-01
京　　　都,7291,3178,4113,876193334,424821977,451371357,2022-04-01
大　　　阪,28171,12414,15757,3692933540,1809656013,1883277527,2022-04-01
兵　　　庫,16658,7119,9539,2023834209,985423628,1038410581,2022-04-01
奈　　　良,3562,1639,1923,445570789,229547537,216023252,2022-04-01
和　歌　山,2827,1264,1563,325021794,169089488,155932306,2022-04-01
鳥　　　取,1896,800,1096,200087097,95279570,104807527,2022-04-01
島　　　根,1972,834,1138,201620748,95848063,105772685,2022-04-01
岡　　　山,5502,2431,3071,600045389,299687994,300357395,2022-04-01
広　　　島,8361,3636,4725,954962270,477917042,477045228,2022-04-01
山　　　口,3626,1518,2108,435355655,209934111,225421544,2022-04-01
徳　　　島,2046,949,1097,234692037,122022076,112669961,2022-04-01
香　　　川,2919,1268,1651,340730632,163071136,177659496,2022-04-01
愛　　　媛,3962,1637,2325,457562603,218838486,238724117,2022-04-01
高　　　知,2318,1002,1316,264323763,129815559,134508204,2022-04-01
福　　　岡,18056,7361,10695,2185843861,1007954717,1177889144,2022-04-01
佐　　　賀,2681,1089,1592,299147711,140990421,158157290,2022-04-01
長　　　崎,4687,1893,2794,509327239,235201841,274125398,2022-04-01
熊　　　本,5720,2413,3307,650567049,311559229,339007820,2022-04-01
大　　　分,4054,1688,2366,432709520,206361211,226348309,2022-04-01
宮　　　崎,3891,1616,2275,434104992,209686061,224418931,2022-04-01
鹿　児　島,5628,2225,3403,622935415,282522145,340413270,2022-04-01
沖　　　縄,4806,2145,2661,557328492,276482298,280846194,2022-04-01
